Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.00,137.0,126.0,148.0,129.0
0.00,137.0,126.0,148.0,129.0
0.20,133.0,100.0,121.0,106.0
0.40,109.0,78.0,96.0,86.0
0.60,137.0,115.0,128.0,119.0
0.80,137.0,93.0,109.0,100.0
1.00,135.0,77.0,100.0,85.0
1.20,133.0,74.0,136.0,83.0
1.40,133.0,74.0,140.0,83.0
1.60,116.0,74.0,142.0,83.0
1.80,105.0,74.0,142.0,83.0
2.00,129.0,74.0,141.0,83.0
2.20,132.0,74.0,141.0,83.0
2.40,133.0,74.0,141.0,83.0
2.60,133.0,74.0,141.0,83.0
2.80,133.0,74.0,141.0,83.0
3.00,142.0,119.0,150.0,122.0
3.20,134.0,87.0,143.0,94.0
3.40,133.0,76.0,142.0,85.0
3.60,133.0,74.0,141.0,83.0
3.80,101.0,74.0,141.0,83.0
4.00,85.0,74.0,141.0,83.0
4.20,82.0,74.0,142.0,83.0
4.40,99.0,75.0,143.0,84.0
4.60,97.0,75.0,145.0,83.0
4.80,84.0,74.0,145.0,83.0
5.00,82.0,74.0,144.0,83.0
5.20,82.0,74.0,145.0,83.0
5.40,82.0,74.0,145.0,83.0
5.60,82.0,74.0,144.0,83.0
5.80,82.0,74.0,145.0,83.0
6.00,82.0,74.0,146.0,83.0
6.20,82.0,74.0,144.0,83.0
6.40,82.0,74.0,145.0,83.0
6.60,82.0,74.0,145.0,83.0
6.80,82.0,74.0,145.0,83.0
7.00,82.0,74.0,145.0,83.0
7.20,82.0,74.0,145.0,83.0
7.40,82.0,74.0,144.0,83.0
7.60,82.0,74.0,144.0,83.0
7.80,82.0,74.0,145.0,83.0
8.00,82.0,75.0,145.0,83.0
8.20,82.0,74.0,145.0,83.0
8.40,82.0,74.0,144.0,83.0
8.60,82.0,74.0,144.0,83.0
8.80,82.0,75.0,145.0,83.0
9.00,82.0,74.0,145.0,98.0
9.20,82.0,74.0,143.0,91.0
9.40,82.0,74.0,141.0,84.0
9.60,82.0,74.0,142.0,83.0
9.80,82.0,74.0,142.0,83.0
10.00,82.0,74.0,140.0,83.0
10.20,82.0,74.0,141.0,83.0
10.40,99.0,74.0,143.0,83.0
10.60,131.0,74.0,144.0,83.0
10.80,130.0,74.0,143.0,83.0
11.00,89.0,74.0,143.0,83.0
11.20,116.0,108.0,142.0,83.0
11.40,124.0,103.0,125.0,103.0
11.60,137.0,123.0,144.0,125.0
11.80,118.0,84.0,102.0,91.0
12.00,132.0,75.0,94.0,84.0
12.20,134.0,74.0,93.0,83.0
12.40,134.0,74.0,93.0,83.0
12.60,134.0,74.0,128.0,83.0
13.14,134.0,77.0,119.0,85.0
13.34,134.0,75.0,136.0,84.0
13.54,134.0,75.0,139.0,83.0
13.74,137.0,107.0,143.0,112.0
13.94,134.0,124.0,103.0,127.0
14.14,134.0,81.0,94.0,89.0
14.34,134.0,104.0,118.0,84.0
14.54,134.0,87.0,136.0,83.0
14.74,134.0,122.0,138.0,123.0
14.94,135.0,82.0,104.0,90.0
15.14,134.0,76.0,135.0,84.0
15.34,139.0,95.0,146.0,101.0
15.54,135.0,99.0,111.0,96.0
15.74,134.0,86.0,95.0,85.0
15.94,134.0,76.0,93.0,84.0
16.14,134.0,75.0,125.0,83.0
16.34,134.0,98.0,140.0,104.0
16.54,134.0,77.0,139.0,86.0
16.74,134.0,74.0,139.0,84.0
16.94,134.0,74.0,139.0,83.0
17.14,134.0,74.0,100.0,83.0
17.34,134.0,74.0,94.0,83.0
17.54,134.0,74.0,93.0,83.0
17.74,134.0,74.0,93.0,83.0
17.94,134.0,74.0,93.0,83.0
18.14,134.0,74.0,93.0,83.0
18.34,134.0,74.0,92.0,83.0
18.54,133.0,74.0,93.0,83.0
18.74,133.0,74.0,92.0,83.0
18.94,134.0,74.0,92.0,83.0
19.14,134.0,74.0,92.0,83.0
19.34,134.0,74.0,92.0,83.0
19.54,134.0,74.0,129.0,83.0
19.74,134.0,74.0,137.0,83.0
19.94,134.0,74.0,138.0,83.0
20.14,133.0,75.0,139.0,83.0
20.34,141.0,87.0,120.0,95.0
20.54,149.0,123.0,143.0,126.0
20.74,141.0,119.0,143.0,130.0
20.94,136.0,114.0,143.0,91.0
21.14,133.0,88.0,153.0,84.0
21.34,143.0,77.0,148.0,98.0
21.54,136.0,75.0,144.0,126.0
21.74,135.0,75.0,153.0,133.0
21.94,133.0,75.0,150.0,151.0
22.14,144.0,123.0,156.0,148.0
22.34,174.0,168.0,179.0,170.0
22.54,174.0,171.0,178.0,175.0
22.74,163.0,154.0,171.0,154.0
22.94,160.0,159.0,171.0,157.0
23.14,140.0,133.0,156.0,140.0
23.34,134.0,82.0,167.0,132.0
23.54,135.0,82.0,156.0,131.0
23.74,165.0,143.0,178.0,156.0
23.94,168.0,143.0,176.0,152.0
24.14,121.0,106.0,151.0,107.0
24.34,130.0,116.0,147.0,123.0
24.54,152.0,141.0,158.0,143.0
24.74,153.0,143.0,156.0,144.0
24.94,161.0,151.0,165.0,153.0
25.14,167.0,157.0,169.0,157.0
25.34,144.0,101.0,150.0,106.0
25.54,143.0,123.0,148.0,126.0
25.74,153.0,142.0,157.0,143.0
25.94,152.0,142.0,156.0,143.0
26.14,165.0,156.0,169.0,157.0
26.34,167.0,156.0,169.0,156.0
26.54,117.0,102.0,150.0,107.0
26.74,131.0,122.0,148.0,125.0
26.94,151.0,142.0,157.0,144.0
27.14,151.0,143.0,156.0,144.0
27.34,167.0,156.0,169.0,157.0
27.54,163.0,155.0,167.0,154.0
27.74,114.0,98.0,150.0,104.0
27.94,139.0,127.0,150.0,130.0
28.14,165.0,147.0,163.0,149.0
28.34,165.0,155.0,169.0,156.0
28.54,160.0,150.0,163.0,150.0
28.74,154.0,147.0,160.0,147.0
28.94,110.0,91.0,149.0,99.0
29.14,160.0,151.0,170.0,152.0
29.34,166.0,157.0,172.0,158.0
29.54,158.0,150.0,162.0,150.0
29.74,154.0,145.0,159.0,146.0
29.94,149.0,141.0,156.0,133.0
30.14,117.0,97.0,153.0,107.0
30.34,160.0,150.0,172.0,153.0
30.54,163.0,154.0,169.0,155.0
30.74,158.0,149.0,162.0,148.0
30.94,152.0,144.0,157.0,144.0
31.14,147.0,123.0,155.0,126.0
31.34,142.0,109.0,148.0,114.0
31.54,160.0,147.0,164.0,148.0
31.74,114.0,103.0,133.0,102.0
31.94,158.0,147.0,165.0,148.0
32.14,157.0,147.0,161.0,148.0
32.34,153.0,144.0,157.0,145.0
32.54,148.0,122.0,155.0,126.0
32.74,121.0,110.0,149.0,115.0
32.94,157.0,149.0,165.0,149.0
33.14,156.0,149.0,162.0,149.0
33.34,153.0,145.0,157.0,145.0
33.54,152.0,143.0,156.0,144.0
33.74,145.0,112.0,152.0,116.0
33.94,141.0,118.0,148.0,121.0
34.14,154.0,143.0,158.0,144.0
34.34,153.0,145.0,157.0,145.0
34.54,156.0,147.0,160.0,147.0
34.74,165.0,158.0,170.0,157.0
34.94,143.0,102.0,151.0,108.0
35.14,143.0,123.0,148.0,125.0
35.34,152.0,142.0,156.0,143.0
35.54,151.0,143.0,156.0,144.0
35.74,164.0,154.0,168.0,154.0
35.94,166.0,158.0,170.0,158.0
36.14,116.0,110.0,151.0,119.0
36.34,125.0,118.0,149.0,127.0
36.54,146.0,129.0,149.0,133.0
36.74,136.0,117.0,137.0,127.0
36.94,149.0,140.0,154.0,142.0
37.14,149.0,143.0,153.0,144.0
37.34,137.0,112.0,129.0,122.0
37.54,151.0,140.0,152.0,142.0
37.74,147.0,147.0,160.0,148.0
37.94,108.0,98.0,152.0,105.0
38.14,136.0,134.0,151.0,133.0
38.34,161.0,148.0,161.0,147.0
38.54,166.0,157.0,170.0,157.0
38.74,138.0,111.0,125.0,131.0
38.94,154.0,145.0,156.0,146.0
39.14,107.0,100.0,147.0,102.0
39.34,130.0,102.0,146.0,125.0
39.54,135.0,130.0,150.0,130.0
39.74,133.0,87.0,150.0,97.0
39.94,103.0,85.0,152.0,87.0
40.14,85.0,80.0,149.0,84.0
40.34,83.0,84.0,151.0,84.0
40.54,82.0,80.0,149.0,83.0
40.74,84.0,83.0,150.0,84.0
40.94,82.0,80.0,149.0,83.0
41.14,82.0,80.0,146.0,83.0
41.34,113.0,79.0,146.0,83.0
41.54,86.0,79.0,145.0,83.0
41.74,83.0,82.0,148.0,84.0
41.94,82.0,80.0,145.0,83.0
42.14,82.0,79.0,146.0,83.0
42.34,82.0,79.0,145.0,83.0
42.54,82.0,79.0,145.0,83.0
42.74,82.0,79.0,146.0,83.0
42.94,85.0,98.0,164.0,112.0
43.14,95.0,102.0,158.0,131.0
43.34,134.0,149.0,168.0,136.0
43.54,102.0,95.0,149.0,96.0
43.75,85.0,82.0,147.0,85.0
43.95,116.0,80.0,145.0,84.0
44.15,87.0,79.0,145.0,83.0
44.35,135.0,123.0,165.0,131.0
