Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.00,134.0,126.0,146.0,129.0
0.00,134.0,126.0,146.0,129.0
0.20,124.0,101.0,140.0,121.0
0.40,88.0,78.0,100.0,88.0
0.60,135.0,116.0,130.0,120.0
0.80,136.0,97.0,108.0,99.0
1.00,135.0,77.0,105.0,85.0
1.20,133.0,75.0,136.0,83.0
1.40,106.0,74.0,140.0,83.0
1.60,85.0,74.0,142.0,83.0
1.80,84.0,74.0,142.0,83.0
2.00,126.0,74.0,141.0,83.0
2.20,132.0,74.0,141.0,83.0
2.40,133.0,74.0,141.0,83.0
2.60,102.0,74.0,141.0,83.0
2.80,85.0,74.0,141.0,83.0
3.00,83.0,74.0,141.0,83.0
3.20,129.0,117.0,145.0,121.0
3.40,132.0,80.0,142.0,88.0
3.60,133.0,75.0,141.0,84.0
3.80,133.0,74.0,141.0,83.0
4.00,109.0,74.0,141.0,83.0
4.20,86.0,74.0,142.0,83.0
4.40,83.0,74.0,142.0,83.0
4.60,113.0,75.0,144.0,84.0
4.80,123.0,74.0,144.0,83.0
5.00,88.0,74.0,144.0,83.0
5.20,83.0,74.0,145.0,83.0
5.40,82.0,74.0,145.0,83.0
5.60,82.0,74.0,145.0,83.0
5.80,82.0,74.0,144.0,83.0
6.00,82.0,74.0,144.0,83.0
6.20,82.0,74.0,144.0,83.0
6.40,82.0,74.0,146.0,83.0
6.60,82.0,74.0,145.0,83.0
6.80,82.0,74.0,144.0,83.0
7.00,82.0,74.0,143.0,83.0
7.20,82.0,74.0,144.0,83.0
7.40,82.0,74.0,144.0,83.0
7.60,82.0,74.0,145.0,83.0
7.80,82.0,74.0,144.0,83.0
8.00,82.0,74.0,144.0,83.0
8.20,82.0,74.0,144.0,83.0
8.40,82.0,74.0,144.0,83.0
8.60,82.0,74.0,144.0,83.0
8.80,82.0,74.0,144.0,83.0
9.00,104.0,74.0,144.0,83.0
9.20,101.0,74.0,146.0,107.0
9.40,85.0,74.0,146.0,88.0
9.60,82.0,74.0,143.0,84.0
9.80,82.0,74.0,142.0,83.0
10.00,102.0,120.0,141.0,83.0
10.20,128.0,91.0,141.0,83.0
10.40,132.0,77.0,141.0,83.0
10.60,133.0,75.0,141.0,83.0
10.80,135.0,74.0,143.0,83.0
11.00,134.0,74.0,143.0,83.0
11.20,135.0,74.0,143.0,83.0
11.40,133.0,109.0,143.0,83.0
11.60,104.0,84.0,143.0,83.0
11.80,119.0,112.0,141.0,114.0
12.01,133.0,127.0,131.0,113.0
12.21,136.0,129.0,143.0,127.0
13.18,134.0,75.0,129.0,83.0
13.38,134.0,118.0,137.0,118.0
13.58,135.0,118.0,104.0,88.0
13.78,134.0,80.0,133.0,84.0
13.98,134.0,101.0,139.0,107.0
14.18,135.0,124.0,125.0,127.0
14.38,134.0,127.0,97.0,97.0
14.58,134.0,95.0,93.0,85.0
14.78,134.0,77.0,112.0,83.0
14.98,134.0,106.0,135.0,107.0
15.18,134.0,125.0,99.0,92.0
15.38,134.0,89.0,122.0,84.0
15.58,134.0,76.0,137.0,83.0
15.78,136.0,114.0,142.0,117.0
15.98,134.0,80.0,100.0,88.0
16.18,134.0,112.0,94.0,84.0
16.38,134.0,81.0,98.0,83.0
16.58,134.0,85.0,133.0,101.0
16.78,134.0,122.0,139.0,105.0
16.98,134.0,107.0,142.0,111.0
17.18,133.0,78.0,140.0,87.0
17.38,134.0,74.0,139.0,84.0
