Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.00,134.0,129.0,144.0,130.0
0.00,134.0,129.0,144.0,130.0
0.20,109.0,104.0,114.0,105.0
0.40,86.0,79.0,95.0,86.0
0.60,136.0,116.0,129.0,120.0
0.80,136.0,92.0,108.0,99.0
1.00,136.0,77.0,95.0,85.0
1.20,134.0,75.0,124.0,84.0
1.40,110.0,75.0,138.0,83.0
1.60,86.0,75.0,139.0,83.0
1.80,108.0,75.0,140.0,83.0
2.00,129.0,75.0,141.0,83.0
2.20,132.0,74.0,142.0,83.0
2.40,103.0,75.0,141.0,83.0
2.60,85.0,75.0,140.0,83.0
2.80,82.0,75.0,140.0,83.0
3.00,82.0,75.0,140.0,83.0
3.20,82.0,75.0,141.0,83.0
3.40,82.0,75.0,140.0,83.0
3.60,82.0,75.0,140.0,83.0
3.80,82.0,75.0,141.0,83.0
4.00,82.0,74.0,140.0,83.0
4.20,128.0,118.0,145.0,121.0
4.40,132.0,80.0,142.0,88.0
4.60,106.0,75.0,141.0,84.0
4.80,109.0,75.0,141.0,83.0
5.00,86.0,75.0,141.0,83.0
5.20,82.0,75.0,141.0,83.0
5.40,82.0,75.0,141.0,83.0
5.60,82.0,74.0,141.0,83.0
5.80,82.0,74.0,141.0,83.0
6.00,110.0,75.0,143.0,84.0
6.20,129.0,75.0,145.0,83.0
6.40,120.0,75.0,144.0,83.0
6.60,87.0,75.0,145.0,83.0
6.80,113.0,74.0,145.0,83.0
7.00,105.0,75.0,145.0,83.0
7.20,85.0,75.0,144.0,83.0
7.40,82.0,75.0,145.0,83.0
7.60,82.0,75.0,145.0,83.0
7.80,82.0,75.0,145.0,83.0
8.00,82.0,75.0,145.0,83.0
8.20,82.0,75.0,144.0,83.0
8.40,82.0,75.0,144.0,83.0
8.60,82.0,75.0,144.0,83.0
8.80,82.0,75.0,146.0,83.0
9.00,82.0,75.0,145.0,83.0
9.20,82.0,75.0,144.0,83.0
9.40,82.0,74.0,145.0,83.0
9.60,82.0,75.0,144.0,83.0
9.80,82.0,74.0,143.0,83.0
10.00,82.0,75.0,144.0,83.0
10.20,82.0,75.0,145.0,83.0
10.40,82.0,74.0,145.0,83.0
10.61,82.0,74.0,146.0,83.0
10.81,99.0,75.0,144.0,83.0
11.01,128.0,74.0,141.0,83.0
11.21,124.0,74.0,141.0,83.0
11.41,88.0,74.0,142.0,83.0
11.61,83.0,75.0,140.0,83.0
11.81,82.0,75.0,140.0,83.0
12.01,82.0,74.0,140.0,83.0
12.21,120.0,74.0,140.0,83.0
12.41,124.0,75.0,142.0,83.0
12.61,100.0,74.0,139.0,83.0
12.81,122.0,74.0,142.0,83.0
13.01,87.0,75.0,143.0,83.0
13.21,83.0,74.0,143.0,83.0
13.41,108.0,101.0,141.0,108.0
13.61,98.0,81.0,102.0,89.0
13.81,120.0,121.0,142.0,131.0
14.01,131.0,126.0,102.0,96.0
14.21,133.0,128.0,94.0,125.0
14.41,134.0,129.0,120.0,93.0
14.61,134.0,96.0,136.0,87.0
14.81,134.0,97.0,104.0,124.0
15.01,134.0,78.0,99.0,130.0
15.21,134.0,75.0,134.0,98.0
15.41,134.0,86.0,146.0,102.0
15.61,134.0,96.0,114.0,98.0
15.81,134.0,77.0,95.0,115.0
16.01,134.0,75.0,93.0,110.0
16.21,134.0,75.0,120.0,87.0
16.41,134.0,104.0,136.0,106.0
16.61,134.0,80.0,138.0,127.0
16.81,134.0,75.0,138.0,130.0
17.01,134.0,75.0,138.0,130.0
17.21,134.0,75.0,139.0,106.0
17.41,134.0,116.0,139.0,86.0
17.61,133.0,80.0,139.0,84.0
17.81,123.0,75.0,118.0,83.0
18.01,132.0,74.0,136.0,83.0
18.21,134.0,97.0,131.0,123.0
18.41,134.0,78.0,98.0,129.0
18.61,134.0,75.0,93.0,129.0
18.81,134.0,75.0,93.0,130.0
19.01,134.0,75.0,130.0,130.0
19.21,134.0,75.0,137.0,130.0
19.41,134.0,101.0,127.0,130.0
19.61,134.0,81.0,137.0,131.0
19.81,134.0,118.0,138.0,108.0
20.01,134.0,82.0,138.0,87.0
20.21,134.0,75.0,139.0,84.0
20.41,134.0,75.0,139.0,83.0
20.61,133.0,75.0,139.0,83.0
20.81,133.0,75.0,138.0,83.0
21.01,133.0,75.0,139.0,83.0
21.21,133.0,75.0,139.0,83.0
21.41,134.0,75.0,139.0,83.0
21.61,134.0,75.0,139.0,83.0
21.81,134.0,75.0,139.0,83.0
22.01,134.0,75.0,139.0,83.0
22.21,134.0,74.0,139.0,83.0
22.41,134.0,74.0,139.0,83.0
22.61,101.0,74.0,111.0,83.0
22.81,128.0,108.0,130.0,116.0
23.01,106.0,114.0,141.0,109.0
23.21,92.0,123.0,143.0,87.0
23.41,90.0,127.0,150.0,84.0
23.61,103.0,121.0,148.0,110.0
23.81,130.0,104.0,148.0,87.0
24.01,132.0,96.0,160.0,84.0
24.21,133.0,113.0,158.0,111.0
24.41,153.0,141.0,161.0,144.0
24.61,174.0,172.0,181.0,170.0
24.81,168.0,168.0,176.0,166.0
25.01,160.0,160.0,167.0,156.0
25.21,164.0,157.0,179.0,160.0
25.41,138.0,115.0,152.0,121.0
25.61,133.0,80.0,169.0,89.0
25.81,136.0,91.0,155.0,101.0
26.01,163.0,142.0,178.0,149.0
26.21,142.0,119.0,155.0,123.0
26.41,129.0,119.0,165.0,127.0
26.61,154.0,147.0,166.0,151.0
26.81,111.0,93.0,150.0,101.0
27.01,166.0,159.0,180.0,164.0
27.21,112.0,108.0,151.0,106.0
27.41,164.0,159.0,183.0,165.0
27.61,146.0,114.0,156.0,144.0
27.81,167.0,143.0,178.0,155.0
28.01,134.0,126.0,159.0,132.0
28.21,129.0,122.0,163.0,130.0
28.41,157.0,151.0,169.0,155.0
28.61,135.0,105.0,149.0,100.0
28.81,135.0,134.0,150.0,127.0
29.01,150.0,147.0,161.0,148.0
29.21,133.0,122.0,155.0,126.0
29.41,133.0,126.0,165.0,132.0
29.61,154.0,149.0,166.0,152.0
29.81,114.0,95.0,151.0,104.0
30.01,133.0,127.0,146.0,132.0
30.21,151.0,144.0,162.0,151.0
30.41,123.0,108.0,150.0,111.0
30.61,154.0,148.0,178.0,153.0
30.81,146.0,131.0,160.0,134.0
31.01,130.0,123.0,164.0,129.0
31.21,158.0,153.0,169.0,156.0
31.41,111.0,93.0,149.0,122.0
31.61,171.0,163.0,184.0,169.0
31.81,121.0,101.0,152.0,108.0
32.01,165.0,157.0,183.0,160.0
32.21,112.0,101.0,152.0,108.0
32.41,136.0,126.0,152.0,132.0
32.61,157.0,149.0,167.0,162.0
32.81,143.0,104.0,151.0,111.0
33.01,176.0,155.0,185.0,160.0
33.21,117.0,105.0,153.0,111.0
33.41,162.0,156.0,184.0,161.0
33.61,118.0,105.0,153.0,111.0
33.81,163.0,156.0,183.0,160.0
34.01,116.0,104.0,153.0,110.0
34.21,164.0,157.0,184.0,159.0
34.41,125.0,138.0,153.0,109.0
34.61,164.0,161.0,184.0,160.0
34.81,116.0,104.0,153.0,109.0
35.01,164.0,156.0,184.0,161.0
35.21,124.0,103.0,153.0,109.0
35.41,165.0,156.0,183.0,160.0
35.61,144.0,103.0,153.0,140.0
35.81,175.0,158.0,183.0,167.0
36.01,118.0,102.0,152.0,109.0
36.21,165.0,157.0,183.0,161.0
36.41,113.0,102.0,152.0,108.0
36.61,163.0,156.0,183.0,160.0
36.81,113.0,102.0,152.0,108.0
37.01,165.0,157.0,183.0,160.0
37.21,116.0,102.0,152.0,108.0
37.41,163.0,158.0,183.0,161.0
37.61,122.0,101.0,152.0,108.0
37.81,114.0,104.0,156.0,112.0
38.01,149.0,140.0,163.0,143.0
38.21,143.0,118.0,163.0,125.0
38.41,142.0,133.0,161.0,136.0
38.61,136.0,130.0,170.0,135.0
38.81,147.0,127.0,159.0,131.0
39.01,159.0,127.0,166.0,133.0
39.21,156.0,143.0,160.0,148.0
39.41,143.0,90.0,147.0,113.0
39.61,141.0,82.0,110.0,93.0
39.81,151.0,102.0,120.0,111.0
40.01,160.0,147.0,158.0,149.0
40.21,144.0,91.0,147.0,99.0
40.41,141.0,83.0,111.0,91.0
40.61,156.0,112.0,129.0,120.0
40.81,158.0,146.0,157.0,148.0
41.01,144.0,90.0,146.0,97.0
41.21,141.0,82.0,109.0,90.0
41.41,153.0,107.0,125.0,115.0
41.61,161.0,147.0,159.0,150.0
41.81,144.0,91.0,147.0,99.0
42.01,141.0,83.0,107.0,90.0
42.21,140.0,81.0,100.0,90.0
42.41,166.0,150.0,162.0,153.0
42.61,145.0,94.0,147.0,101.0
42.81,141.0,83.0,110.0,91.0
43.01,140.0,81.0,100.0,89.0
43.21,179.0,160.0,170.0,162.0
43.41,147.0,127.0,149.0,120.0
43.61,141.0,87.0,112.0,93.0
43.81,140.0,82.0,100.0,90.0
44.01,181.0,157.0,168.0,161.0
