Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.12,158.27,118.49,115.53,118.23
0.12,158.37,118.51,115.52,118.39
0.32,158.26,118.52,115.49,118.34
0.52,158.21,118.53,115.45,118.41
0.72,158.3,118.52,115.4,118.22
0.92,158.2,118.38,115.37,118.2
1.12,158.1,118.42,115.37,118.06
1.32,158.19,118.46,115.37,114.59
1.52,158.24,118.43,114.28,104.01
1.72,142.44,107.65,102.58,91.69
1.93,128.09,96.88,93.52,82.74
2.13,113.27,87.22,84.42,72.47
2.33,97.96,78.31,75.32,70.17
2.53,86.45,70.23,69.07,70.04
2.74,85.98,70.17,68.97,69.96
2.94,85.65,70.07,68.9,69.94
3.14,85.23,70.03,68.9,69.94
3.34,84.97,70.0,68.9,69.97
3.54,84.8,70.02,68.9,69.96
3.75,84.52,69.99,68.89,69.93
3.95,84.25,70.0,68.9,69.93
4.15,84.15,70.01,68.9,69.93
4.35,84.0,70.03,68.86,69.89
4.55,83.77,69.93,68.83,69.87
4.76,83.65,69.9,68.83,69.9
4.96,83.6,69.92,68.82,69.91
5.16,83.45,69.86,68.8,69.92
5.39,83.31,69.96,68.81,69.9
6.09,83.01,70.09,68.8,69.87
6.50,82.47,70.02,70.68,69.83
7.62,82.25,70.03,72.37,69.86
8.39,82.14,69.97,72.39,69.85
8.59,82.01,69.87,72.37,69.82
8.79,82.03,69.82,72.01,69.81
8.99,81.99,69.84,71.29,69.81
9.19,81.84,69.89,70.58,69.82
9.39,81.78,69.99,69.35,69.8
9.74,83.96,70.02,68.78,69.81
10.00,98.04,70.05,68.78,69.83
10.23,110.5,70.04,68.78,69.81
10.43,122.73,70.0,68.77,69.83
10.63,136.01,69.92,68.74,69.86
10.83,145.02,69.92,68.77,69.88
11.03,144.58,69.87,68.76,69.85
11.23,144.54,69.88,68.78,69.87
11.43,144.84,69.87,68.77,69.86
11.63,145.18,69.97,68.78,69.87
11.83,145.35,69.98,68.76,69.81
12.03,145.59,69.97,68.77,69.8
12.23,145.89,70.05,68.75,69.79
12.43,146.05,70.06,68.76,69.81
12.63,146.69,69.84,68.71,69.76
13.75,147.16,69.98,68.72,69.78
14.60,147.48,69.82,68.7,69.76
15.42,147.73,69.98,68.71,69.81
16.09,148.03,69.9,68.69,69.74
17.12,148.24,69.78,68.7,69.76
17.96,148.41,69.75,68.71,69.76
18.72,148.47,69.77,68.7,69.74
19.54,148.63,69.8,68.69,69.74
19.92,148.73,69.9,68.7,69.76
20.77,148.8,69.87,68.68,69.77
21.54,148.89,69.77,68.74,69.8
22.41,149.04,69.82,68.68,69.73
23.21,149.18,69.76,68.67,69.72
24.33,149.24,69.8,68.71,69.75
25.11,149.28,69.81,68.67,69.72
25.98,149.25,69.87,68.67,69.73
26.47,149.32,69.85,68.69,69.75
26.68,149.39,69.87,68.7,69.77
26.89,149.33,69.85,68.68,69.77
27.10,149.37,69.78,68.69,69.79
27.31,149.45,69.76,68.66,69.77
27.52,149.43,69.8,68.67,69.76
27.73,149.4,69.78,68.67,69.75
27.94,149.46,69.81,68.67,69.76
28.15,149.52,69.89,68.67,69.78
28.36,149.43,69.87,68.69,69.78
28.57,149.43,69.87,68.67,69.78
28.78,149.52,69.89,68.68,69.78
28.98,149.54,69.83,68.68,69.76
29.19,149.46,69.82,68.69,69.74
29.40,149.49,69.82,68.69,69.75
29.62,149.57,69.86,68.7,69.76
29.82,149.55,69.87,68.68,69.76
30.03,149.5,69.92,68.68,69.75
30.24,149.58,69.87,68.67,69.76
30.45,149.65,69.86,68.67,69.75
30.66,149.59,69.85,68.66,69.75
30.87,149.57,69.79,68.69,69.76
31.08,149.64,69.82,68.68,69.74
31.29,149.62,69.88,68.68,69.76
