Time(S),GPU0_Power(W)
0.03,35.26
0.03,34.31
0.23,33.64
0.43,33.63
0.63,33.39
0.83,33.72
1.03,33.62
1.23,33.62
1.43,31.89
1.63,31.89
1.83,31.7
2.03,31.7
2.23,31.59
2.43,31.61
2.63,31.59
2.83,31.6
3.03,31.6
3.23,31.59
3.43,31.59
3.63,31.7
3.83,31.6
4.03,31.5
4.23,31.6
4.43,31.6
4.63,31.59
4.83,31.6
5.03,31.59
5.23,31.6
5.43,31.61
5.63,31.59
5.83,31.6
6.03,31.7
6.23,31.59
6.43,31.59
6.63,32.18
6.83,33.91
7.03,34.01
7.23,33.91
7.43,33.91
7.63,34.01
7.83,33.91
8.03,34.01
8.23,34.01
8.43,34.01
8.63,33.81
8.83,33.43
9.03,33.43
9.24,33.43
9.44,33.43
9.64,33.43
9.84,33.43
10.04,33.52
10.24,33.43
10.44,33.43
10.64,33.43
10.84,33.52
11.04,33.43
11.24,33.6
11.44,33.52
11.64,33.36
12.27,33.43
12.84,33.53
13.41,33.44
13.63,33.44
13.93,33.53
14.50,33.43
15.29,33.52
15.96,33.53
16.16,33.43
16.44,33.43
16.72,33.52
17.26,33.43
17.55,33.52
17.83,33.45
18.32,33.52
18.60,33.62
18.89,33.52
19.25,33.52
19.45,33.53
19.65,33.44
19.91,33.43
20.71,33.43
21.27,33.52
21.49,33.63
21.79,33.44
22.36,33.44
22.90,33.53
23.12,33.45
23.42,33.53
24.23,33.52
25.00,33.53
25.29,33.52
26.31,33.52
26.51,33.62
26.71,33.52
26.91,33.43
27.11,33.52
27.31,33.52
27.51,33.52
27.71,33.52
27.91,33.52
28.11,33.53
28.31,33.52
28.51,33.52
28.71,33.62
28.91,33.52
29.11,33.52
29.31,33.62
29.51,33.52
29.71,33.43
29.91,33.52
30.11,33.53
30.31,33.52
30.51,33.52
30.71,33.43
30.91,33.43
31.11,33.43
31.31,33.62
31.51,33.52
31.71,33.62
31.92,33.43
32.12,33.43
32.32,33.52
32.52,33.52
32.72,33.53
32.92,33.52
33.12,33.52
33.32,33.52
33.52,33.43
33.72,33.33
33.92,33.33
34.12,33.24
34.32,33.33
34.52,33.33
34.72,33.34
34.92,33.24
35.12,52.76
35.32,48.56
35.52,33.29
35.72,59.24
35.92,33.58
36.12,33.28
36.32,33.36
36.52,33.64
36.72,33.36
36.92,33.45
37.12,44.26
37.32,33.45
37.52,33.25
37.72,33.36
37.92,33.66
38.12,33.38
38.32,33.38
38.58,33.45
38.78,33.48
38.98,33.56
39.18,33.89
39.38,33.36
39.59,33.45
39.79,33.57
39.99,33.64
40.19,33.78
40.39,34.28
40.59,33.37
40.79,33.49
40.99,33.48
41.19,33.41
41.39,33.38
41.59,33.66
41.79,33.38
41.99,33.38
42.19,33.39
42.39,33.38
42.59,33.39
42.79,94.63
42.99,33.35
43.29,33.45
43.49,33.5
43.69,33.48
43.89,33.5
44.09,33.59
44.29,33.37
44.49,33.37
44.77,33.38
44.97,42.98
45.17,33.38
45.37,33.47
45.57,33.47
45.78,33.47
45.98,33.42
46.18,33.49
46.38,33.5
46.58,33.53
46.78,54.05
46.98,33.71
47.18,33.27
47.44,43.91
47.64,33.69
47.84,33.47
48.04,33.99
48.24,33.5
48.44,33.49
48.76,95.12
48.96,53.74
49.16,33.69
49.36,33.39
49.56,72.14
49.76,33.66
49.96,33.78
50.16,33.46
50.36,34.47
50.56,33.49
50.76,33.4
51.08,84.62
51.28,33.45
51.63,33.44
51.83,33.47
52.03,33.47
52.23,33.58
52.43,33.79
52.63,33.47
52.83,33.45
53.35,33.55
53.55,75.43
53.75,33.44
54.27,33.81
54.47,33.83
54.67,33.33
54.87,34.06
55.07,33.38
55.27,33.47
55.47,33.47
55.68,33.47
55.88,33.34
56.25,33.55
56.45,33.46
56.79,33.45
56.99,34.08
57.19,33.48
57.39,33.62
57.59,33.48
57.79,33.47
57.99,49.57
58.19,33.6
58.39,33.6
58.59,33.5
58.79,33.53
59.00,54.83
59.23,54.83
59.43,33.35
59.63,34.07
59.83,33.46
60.03,33.58
60.23,46.66
60.43,33.76
60.63,33.46
60.83,33.39
61.06,33.47
61.26,33.49
61.46,33.49
61.66,33.59
61.86,58.52
62.06,33.38
62.40,55.57
62.60,33.79
62.80,33.47
63.00,33.49
63.20,33.39
63.44,73.09
63.64,33.84
63.84,33.47
64.17,33.46
64.37,61.85
64.57,34.07
64.77,33.47
64.97,33.38
65.17,33.4
65.37,33.5
65.57,33.58
65.77,33.45
66.00,33.45
66.20,33.47
66.40,33.55
66.60,94.2
66.80,33.64
67.00,33.45
67.20,33.45
67.40,33.47
67.60,33.55
67.80,33.57
68.03,33.58
68.23,63.46
68.43,33.48
68.63,33.55
68.83,33.51
69.03,33.43
69.23,33.52
69.43,33.44
69.63,33.53
69.83,33.44
70.03,33.45
70.23,33.45
70.44,33.34
70.64,33.44
70.84,33.44
71.04,33.44
