Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W),GPU4_Power(W),GPU5_Power(W),GPU6_Power(W),GPU7_Power(W)
0.00,141.0,144.0,139.0,142.0,136.0,141.0,140.0,135.0
0.00,141.0,144.0,139.0,142.0,136.0,141.0,140.0,135.0
0.20,127.0,130.0,125.0,129.0,123.0,127.0,126.0,123.0
0.40,126.0,129.0,124.0,127.0,121.0,124.0,124.0,121.0
0.60,125.0,129.0,123.0,127.0,121.0,124.0,123.0,120.0
0.80,125.0,129.0,123.0,127.0,121.0,125.0,123.0,121.0
1.00,125.0,129.0,123.0,127.0,121.0,124.0,123.0,120.0
1.20,125.0,129.0,123.0,126.0,121.0,125.0,123.0,121.0
1.40,125.0,128.0,122.0,127.0,121.0,124.0,123.0,121.0
1.60,125.0,129.0,123.0,126.0,121.0,124.0,123.0,121.0
1.80,125.0,128.0,122.0,127.0,120.0,125.0,123.0,120.0
2.00,125.0,129.0,123.0,126.0,121.0,125.0,123.0,120.0
2.20,125.0,129.0,123.0,126.0,122.0,125.0,124.0,121.0
2.40,125.0,129.0,123.0,126.0,120.0,124.0,123.0,121.0
2.60,126.0,129.0,123.0,127.0,121.0,125.0,123.0,120.0
2.80,125.0,129.0,123.0,126.0,121.0,125.0,123.0,121.0
3.00,125.0,129.0,123.0,127.0,121.0,124.0,123.0,120.0
3.20,125.0,128.0,123.0,127.0,121.0,124.0,123.0,121.0
3.40,125.0,129.0,123.0,127.0,121.0,125.0,123.0,120.0
3.60,125.0,129.0,123.0,127.0,121.0,124.0,123.0,121.0
3.80,125.0,129.0,123.0,127.0,121.0,124.0,123.0,120.0
4.01,125.0,129.0,123.0,126.0,121.0,124.0,123.0,120.0
4.21,125.0,129.0,123.0,126.0,121.0,125.0,123.0,121.0
4.41,125.0,129.0,123.0,126.0,121.0,124.0,123.0,120.0
4.61,125.0,128.0,123.0,126.0,120.0,125.0,123.0,120.0
4.81,125.0,129.0,123.0,126.0,120.0,124.0,123.0,120.0
5.01,125.0,129.0,123.0,126.0,121.0,124.0,123.0,121.0
5.21,125.0,129.0,123.0,126.0,121.0,124.0,123.0,120.0
5.41,125.0,128.0,123.0,127.0,121.0,125.0,123.0,120.0
5.61,125.0,128.0,123.0,127.0,121.0,125.0,124.0,121.0
5.81,126.0,129.0,123.0,127.0,121.0,125.0,123.0,120.0
6.01,125.0,129.0,123.0,127.0,121.0,124.0,124.0,120.0
6.21,125.0,129.0,124.0,127.0,121.0,125.0,123.0,121.0
6.41,125.0,129.0,123.0,127.0,121.0,125.0,123.0,120.0
6.61,124.0,128.0,123.0,126.0,121.0,125.0,123.0,121.0
6.81,125.0,128.0,123.0,126.0,121.0,124.0,124.0,121.0
7.01,125.0,129.0,123.0,126.0,121.0,124.0,123.0,121.0
7.21,125.0,129.0,123.0,127.0,121.0,125.0,123.0,121.0
7.41,125.0,129.0,123.0,127.0,121.0,125.0,123.0,121.0
7.61,125.0,129.0,123.0,127.0,121.0,124.0,123.0,121.0
7.81,125.0,129.0,123.0,127.0,121.0,124.0,123.0,120.0
8.01,125.0,128.0,123.0,127.0,121.0,125.0,123.0,120.0
8.21,125.0,128.0,123.0,127.0,121.0,125.0,123.0,120.0
8.41,125.0,128.0,123.0,126.0,121.0,124.0,123.0,121.0
8.61,126.0,129.0,123.0,126.0,121.0,124.0,123.0,121.0
8.81,125.0,129.0,123.0,126.0,121.0,124.0,123.0,120.0
9.01,125.0,129.0,123.0,126.0,121.0,125.0,123.0,120.0
9.21,125.0,129.0,123.0,126.0,121.0,125.0,123.0,120.0
9.41,125.0,129.0,123.0,126.0,121.0,125.0,123.0,121.0
9.61,125.0,128.0,123.0,126.0,121.0,125.0,123.0,121.0
9.81,125.0,128.0,123.0,126.0,121.0,124.0,123.0,121.0
10.01,125.0,129.0,122.0,127.0,120.0,125.0,123.0,121.0
10.21,125.0,129.0,123.0,127.0,121.0,125.0,123.0,120.0
10.41,125.0,129.0,123.0,127.0,121.0,124.0,123.0,120.0
10.61,125.0,129.0,123.0,127.0,120.0,124.0,123.0,121.0
10.81,125.0,129.0,123.0,127.0,120.0,125.0,123.0,120.0
11.01,125.0,129.0,123.0,127.0,120.0,124.0,123.0,121.0
11.21,148.0,128.0,123.0,127.0,122.0,125.0,123.0,120.0
11.41,180.0,128.0,123.0,127.0,121.0,125.0,123.0,120.0
11.61,162.0,128.0,123.0,127.0,121.0,124.0,123.0,120.0
11.81,158.0,129.0,123.0,127.0,121.0,124.0,124.0,121.0
12.01,159.0,128.0,123.0,127.0,121.0,125.0,123.0,120.0
12.21,159.0,128.0,123.0,127.0,121.0,124.0,123.0,120.0
12.41,158.0,128.0,123.0,127.0,121.0,124.0,123.0,120.0
12.61,158.0,128.0,123.0,127.0,121.0,124.0,124.0,120.0
12.81,158.0,128.0,123.0,127.0,121.0,124.0,124.0,121.0
13.01,159.0,128.0,123.0,126.0,121.0,125.0,123.0,120.0
13.21,158.0,129.0,123.0,126.0,121.0,124.0,123.0,120.0
13.41,159.0,129.0,123.0,127.0,121.0,124.0,123.0,121.0
13.61,159.0,129.0,123.0,126.0,121.0,125.0,123.0,121.0
13.81,158.0,128.0,123.0,127.0,121.0,125.0,123.0,121.0
14.01,158.0,128.0,123.0,126.0,121.0,125.0,123.0,121.0
14.21,158.0,128.0,123.0,127.0,121.0,124.0,123.0,120.0
14.41,159.0,129.0,123.0,126.0,120.0,125.0,123.0,121.0
14.61,159.0,128.0,123.0,126.0,121.0,125.0,123.0,121.0
14.81,159.0,128.0,123.0,127.0,121.0,124.0,123.0,121.0
15.01,158.0,128.0,123.0,127.0,121.0,125.0,123.0,121.0
15.21,159.0,129.0,123.0,126.0,121.0,125.0,123.0,121.0
15.41,159.0,129.0,123.0,126.0,121.0,124.0,123.0,121.0
15.61,158.0,129.0,123.0,126.0,121.0,125.0,123.0,120.0
15.81,159.0,128.0,123.0,126.0,121.0,124.0,124.0,120.0
16.01,158.0,129.0,123.0,126.0,121.0,124.0,124.0,120.0
16.21,158.0,129.0,123.0,126.0,121.0,124.0,123.0,121.0
16.41,158.0,128.0,123.0,126.0,120.0,124.0,123.0,120.0
16.61,159.0,128.0,123.0,126.0,121.0,124.0,123.0,120.0
16.81,158.0,129.0,123.0,127.0,121.0,124.0,123.0,120.0
17.01,159.0,128.0,123.0,127.0,121.0,125.0,123.0,121.0
17.21,159.0,129.0,123.0,127.0,120.0,124.0,123.0,120.0
17.41,159.0,129.0,123.0,126.0,121.0,124.0,123.0,121.0
17.61,159.0,128.0,123.0,126.0,120.0,124.0,123.0,120.0
17.81,159.0,128.0,123.0,127.0,121.0,124.0,123.0,121.0
18.02,159.0,129.0,123.0,127.0,121.0,124.0,123.0,121.0
18.22,159.0,129.0,123.0,126.0,121.0,125.0,123.0,120.0
18.77,159.0,128.0,123.0,126.0,121.0,124.0,123.0,121.0
18.97,159.0,129.0,123.0,126.0,121.0,125.0,123.0,121.0
