Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.00,137.0,127.0,147.0,131.0
0.00,137.0,127.0,147.0,131.0
0.20,112.0,102.0,124.0,108.0
0.40,86.0,78.0,97.0,87.0
0.60,118.0,113.0,126.0,132.0
0.80,131.0,94.0,109.0,132.0
1.00,105.0,77.0,94.0,133.0
1.20,128.0,75.0,132.0,118.0
1.40,132.0,75.0,140.0,88.0
1.60,133.0,75.0,140.0,84.0
1.80,104.0,75.0,142.0,89.0
2.00,85.0,75.0,142.0,97.0
2.20,82.0,74.0,141.0,85.0
2.40,82.0,75.0,141.0,83.0
2.60,82.0,74.0,141.0,83.0
2.80,82.0,75.0,142.0,83.0
3.00,92.0,86.0,145.0,94.0
3.20,126.0,119.0,144.0,111.0
3.40,88.0,81.0,143.0,87.0
3.60,83.0,75.0,141.0,84.0
3.80,82.0,75.0,142.0,83.0
4.00,82.0,74.0,141.0,83.0
4.20,82.0,74.0,140.0,83.0
4.40,82.0,74.0,140.0,83.0
4.60,82.0,74.0,141.0,83.0
4.80,112.0,75.0,144.0,84.0
5.00,104.0,74.0,145.0,83.0
5.20,85.0,74.0,144.0,83.0
5.40,82.0,74.0,145.0,83.0
5.60,82.0,74.0,145.0,83.0
5.80,82.0,74.0,145.0,83.0
6.00,82.0,74.0,144.0,83.0
6.20,82.0,74.0,145.0,83.0
6.40,82.0,74.0,146.0,83.0
6.60,82.0,74.0,145.0,83.0
6.80,82.0,75.0,144.0,83.0
7.00,82.0,75.0,145.0,83.0
7.20,82.0,75.0,144.0,83.0
7.40,82.0,74.0,145.0,83.0
7.60,82.0,74.0,144.0,83.0
7.80,82.0,75.0,144.0,83.0
8.00,82.0,74.0,145.0,83.0
8.20,82.0,74.0,145.0,83.0
8.40,82.0,75.0,145.0,83.0
8.60,82.0,74.0,144.0,83.0
8.80,82.0,75.0,144.0,83.0
9.00,82.0,74.0,144.0,83.0
9.20,82.0,96.0,145.0,83.0
9.40,82.0,77.0,145.0,83.0
9.60,82.0,75.0,142.0,108.0
9.80,92.0,75.0,142.0,108.0
10.00,127.0,74.0,141.0,86.0
10.20,91.0,74.0,141.0,84.0
10.40,83.0,74.0,141.0,83.0
10.60,82.0,74.0,141.0,83.0
10.80,108.0,74.0,143.0,83.0
11.00,127.0,74.0,146.0,83.0
11.20,135.0,74.0,145.0,83.0
11.40,134.0,75.0,100.0,83.0
11.60,134.0,74.0,129.0,83.0
11.80,134.0,75.0,140.0,83.0
12.00,133.0,74.0,139.0,83.0
12.20,133.0,75.0,139.0,83.0
12.40,133.0,74.0,139.0,83.0
12.60,105.0,74.0,106.0,83.0
12.80,136.0,74.0,136.0,117.0
13.00,139.0,74.0,142.0,105.0
13.20,140.0,107.0,143.0,86.0
13.40,141.0,79.0,151.0,84.0
13.60,143.0,103.0,148.0,107.0
13.81,140.0,78.0,152.0,108.0
14.01,140.0,119.0,164.0,98.0
14.21,145.0,121.0,163.0,114.0
14.41,174.0,168.0,180.0,165.0
14.61,170.0,169.0,180.0,168.0
14.81,165.0,158.0,173.0,155.0
15.01,153.0,155.0,170.0,156.0
15.21,136.0,103.0,159.0,107.0
15.41,133.0,78.0,167.0,86.0
15.61,146.0,115.0,161.0,118.0
15.81,167.0,154.0,174.0,153.0
16.01,143.0,101.0,151.0,109.0
16.21,148.0,121.0,162.0,135.0
16.41,141.0,92.0,114.0,107.0
16.61,176.0,147.0,171.0,153.0
16.81,148.0,114.0,155.0,119.0
17.01,144.0,115.0,166.0,133.0
17.21,177.0,157.0,182.0,161.0
17.41,147.0,109.0,154.0,114.0
17.61,150.0,122.0,165.0,134.0
17.81,174.0,159.0,179.0,160.0
18.01,107.0,98.0,151.0,110.0
18.21,159.0,137.0,177.0,147.0
18.41,164.0,152.0,170.0,154.0
18.61,143.0,94.0,150.0,129.0
18.81,177.0,149.0,181.0,160.0
19.01,157.0,146.0,163.0,148.0
19.21,111.0,90.0,150.0,102.0
19.41,172.0,151.0,179.0,155.0
19.61,152.0,129.0,160.0,132.0
19.81,129.0,90.0,155.0,115.0
20.01,177.0,157.0,184.0,160.0
20.21,150.0,119.0,158.0,123.0
20.41,97.0,87.0,149.0,94.0
20.61,92.0,82.0,147.0,90.0
20.81,134.0,81.0,150.0,89.0
21.01,105.0,81.0,150.0,89.0
21.21,91.0,81.0,150.0,89.0
21.41,126.0,81.0,148.0,89.0
21.61,110.0,81.0,147.0,89.0
21.81,92.0,81.0,148.0,89.0
22.01,89.0,81.0,146.0,89.0
22.21,89.0,81.0,147.0,89.0
22.41,89.0,81.0,147.0,89.0
22.61,83.0,76.0,147.0,84.0
22.81,82.0,75.0,147.0,83.0
23.01,85.0,79.0,165.0,86.0
23.21,121.0,116.0,167.0,119.0
23.41,132.0,114.0,155.0,123.0
23.61,133.0,81.0,150.0,89.0
23.81,132.0,75.0,148.0,92.0
24.01,119.0,103.0,161.0,121.0
