Time(S),GPU0_Power(W)
0.00,128.0
0.00,128.0
0.20,107.0
0.40,85.0
0.60,133.0
0.80,135.0
1.00,134.0
1.20,132.0
1.40,132.0
1.60,131.0
1.80,131.0
2.00,131.0
2.20,132.0
2.40,132.0
2.60,132.0
2.80,131.0
3.00,131.0
3.20,132.0
3.40,131.0
3.60,139.0
3.80,134.0
4.00,132.0
4.20,132.0
4.40,132.0
4.60,131.0
4.80,93.0
5.00,83.0
5.20,81.0
5.40,81.0
5.60,102.0
5.80,127.0
6.00,130.0
6.20,122.0
6.40,87.0
6.60,82.0
6.80,81.0
7.00,81.0
7.20,81.0
7.40,81.0
7.60,81.0
7.80,81.0
8.00,81.0
8.20,81.0
8.40,81.0
8.60,81.0
8.80,81.0
9.00,81.0
9.20,81.0
9.40,81.0
9.60,81.0
9.80,81.0
10.00,81.0
10.20,81.0
10.40,84.0
10.60,125.0
10.80,130.0
11.00,131.0
11.20,100.0
11.40,84.0
11.60,81.0
11.80,81.0
12.00,81.0
12.20,110.0
12.40,130.0
12.60,131.0
12.80,100.0
13.00,84.0
13.20,81.0
13.40,81.0
13.60,81.0
13.80,81.0
14.00,114.0
14.20,104.0
14.40,136.0
14.60,145.0
14.81,147.0
15.01,148.0
15.21,148.0
15.41,148.0
15.61,149.0
15.81,149.0
16.01,163.0
16.21,153.0
16.41,140.0
16.61,89.0
16.81,82.0
17.01,150.0
17.21,188.0
17.41,167.0
17.61,100.0
17.81,133.0
18.01,221.0
18.21,273.0
18.41,162.0
18.61,98.0
18.81,153.0
19.01,232.0
19.21,296.0
19.41,156.0
19.61,104.0
19.81,152.0
20.01,279.0
20.21,235.0
20.41,151.0
20.61,133.0
20.81,214.0
21.01,299.0
21.21,180.0
21.41,100.0
21.61,151.0
21.81,253.0
22.01,279.0
22.21,152.0
22.41,96.0
22.61,190.0
22.81,263.0
23.01,228.0
23.21,119.0
23.41,131.0
23.61,238.0
23.81,265.0
24.01,175.0
24.21,136.0
24.41,157.0
24.61,237.0
24.81,227.0
25.01,204.0
25.21,362.0
25.41,523.0
25.61,414.0
25.81,262.0
26.01,244.0
26.21,239.0
26.41,474.0
26.61,279.0
26.81,255.0
27.01,497.0
27.21,543.0
27.41,288.0
27.61,348.0
27.81,213.0
28.01,298.0
28.21,390.0
28.41,237.0
28.61,452.0
28.81,537.0
29.01,313.0
29.21,237.0
29.41,237.0
29.61,193.0
29.81,235.0
30.01,198.0
30.21,226.0
30.41,211.0
30.61,234.0
30.81,228.0
31.01,210.0
31.21,226.0
31.41,199.0
31.61,227.0
31.81,196.0
32.01,329.0
32.21,238.0
32.41,269.0
32.61,252.0
32.81,157.0
33.01,98.0
33.21,128.0
33.41,94.0
33.61,88.0
33.81,88.0
34.01,105.0
34.21,92.0
34.41,88.0
34.61,87.0
34.81,87.0
35.01,87.0
35.21,87.0
35.41,87.0
35.61,87.0
35.81,87.0
36.01,87.0
36.21,87.0
36.41,94.0
36.61,104.0
36.81,99.0
37.01,89.0
37.21,87.0
37.41,83.0
37.61,81.0
37.81,107.0
38.01,102.0
38.21,115.0
