Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.12,122.23,145.87,116.89,128.72
0.12,122.26,145.99,117.14,128.96
0.32,122.23,146.04,117.14,128.97
0.52,122.23,146.15,117.14,129.02
0.73,122.25,146.22,117.06,128.85
0.93,121.48,146.01,117.01,128.91
1.13,110.09,146.11,117.0,122.99
1.33,98.05,133.56,108.97,109.76
1.53,88.11,121.03,99.54,99.31
1.74,78.13,106.28,89.09,87.31
1.95,72.57,93.28,79.56,76.47
2.15,72.43,81.92,70.9,73.58
2.36,72.33,81.27,69.42,73.46
2.57,72.29,80.99,69.36,73.45
2.78,72.26,80.77,69.34,73.38
2.99,72.26,80.57,69.32,73.44
3.19,72.23,80.43,69.3,73.39
3.40,72.2,80.28,69.3,73.34
3.61,72.21,80.19,69.31,73.4
3.81,72.2,80.05,69.31,73.33
4.02,72.19,79.96,69.29,73.34
4.24,72.17,79.73,69.24,73.34
4.96,72.15,79.51,69.27,73.31
5.37,72.15,79.2,69.27,73.25
6.53,72.14,79.02,69.22,73.13
7.33,72.14,78.97,69.22,73.19
7.54,72.13,78.92,69.25,73.16
7.74,72.12,78.93,69.25,73.17
7.95,72.07,78.87,69.26,73.19
8.15,72.12,78.79,69.22,73.09
8.37,72.11,78.67,69.24,73.14
8.75,82.67,78.61,69.22,73.11
9.01,92.56,78.57,69.22,73.16
9.21,101.37,78.54,69.2,73.11
9.41,110.29,78.49,69.22,73.14
9.61,119.49,78.47,69.19,73.13
9.81,118.71,78.43,69.17,73.03
10.01,117.55,78.47,69.19,73.02
11.15,117.6,78.49,69.16,73.04
11.36,117.63,78.52,69.15,72.97
11.58,117.61,78.49,69.16,73.0
11.78,117.61,78.49,69.17,73.0
12.00,117.59,78.49,69.21,72.97
12.20,117.54,78.46,69.21,73.03
12.40,117.54,78.42,69.2,72.98
12.62,117.6,78.39,69.17,73.04
12.82,117.63,78.37,69.19,73.02
13.02,117.71,78.3,69.18,72.97
13.79,117.71,78.28,69.18,73.05
13.99,117.69,78.26,69.17,73.02
14.19,117.71,78.25,69.14,73.0
14.39,117.75,78.2,69.17,73.04
14.59,117.78,78.17,69.16,72.98
14.79,117.79,78.16,69.18,73.0
14.99,117.93,78.15,69.17,72.97
15.19,118.09,78.17,69.2,72.91
15.39,118.24,78.15,69.2,72.95
15.59,118.35,78.12,69.19,72.91
15.79,118.58,78.06,69.16,72.92
16.11,118.79,78.03,69.17,72.88
16.31,118.76,78.05,69.15,72.85
16.51,118.76,78.02,69.18,72.89
16.71,118.74,78.0,69.2,72.86
16.91,118.65,77.98,69.19,72.89
17.11,118.63,77.97,69.17,72.88
17.31,118.62,77.96,69.17,72.84
17.51,118.66,77.93,69.18,72.89
17.71,118.67,77.91,69.16,72.87
17.91,118.69,77.88,69.15,72.85
18.11,118.68,77.93,69.18,72.82
18.50,118.64,77.89,69.17,72.85
18.70,118.67,77.84,69.16,72.85
18.90,118.63,77.79,69.14,72.77
19.10,118.57,77.76,69.17,72.85
19.30,118.64,77.76,69.17,72.85
19.50,118.52,77.76,69.15,72.87
19.87,118.44,77.75,69.17,72.84
20.07,118.44,77.76,69.16,72.85
