Time(S),GPU0_Power(W)
0.02,128.49
0.02,128.49
0.22,129.12
0.42,129.79
0.62,130.37
0.82,131.21
1.02,131.55
1.22,131.66
1.42,131.81
1.62,131.9
1.82,127.56
2.02,118.1
2.22,108.19
2.42,99.14
2.62,88.84
2.82,83.38
3.02,83.37
3.22,83.32
3.42,83.33
3.62,83.31
3.82,83.41
4.02,83.37
4.22,83.31
4.42,83.21
4.62,83.18
4.82,83.07
5.02,83.07
5.22,83.13
5.42,83.18
5.62,83.15
5.82,83.09
6.02,83.07
6.22,82.98
6.42,82.94
6.62,82.94
6.82,83.0
7.02,91.19
7.22,100.16
7.42,108.56
7.62,118.07
7.82,126.2
8.02,127.81
8.22,128.57
8.42,138.21
8.62,151.82
8.82,191.84
9.02,190.95
9.22,191.05
9.42,181.51
9.62,171.61
9.82,128.74
10.02,127.92
10.22,127.72
10.42,127.48
10.63,127.31
10.83,127.3
11.03,127.38
11.23,127.52
11.43,127.61
11.63,127.75
