Time(S),GPU0_Power(W)
0.06,198.23
0.06,198.25
0.26,198.3
0.46,198.36
0.66,198.3
0.86,197.98
1.06,197.92
1.26,197.94
1.46,197.92
1.66,194.98
1.86,185.76
2.06,176.16
2.26,165.7
2.46,155.47
2.66,147.76
2.86,146.62
3.06,145.72
3.26,145.12
3.46,144.63
3.66,144.49
3.86,144.38
4.06,144.28
4.26,144.21
4.46,144.13
4.66,144.03
4.86,143.92
5.06,143.92
5.26,143.87
5.46,143.83
5.66,143.87
5.87,144.09
6.14,144.74
6.34,151.76
6.54,161.45
6.74,172.01
6.95,182.57
7.15,192.68
7.35,198.0
7.55,197.78
7.75,197.8
7.95,197.79
8.15,197.8
8.35,197.77
8.55,197.76
8.75,197.73
8.95,197.69
9.15,197.68
9.35,197.66
9.55,197.65
9.75,197.65
9.95,197.65
10.15,197.72
10.35,197.83
10.55,197.96
10.75,198.45
10.95,200.17
11.15,203.32
11.35,206.41
11.55,207.65
11.75,209.82
11.95,211.16
12.15,211.04
12.35,210.92
12.55,212.35
12.75,213.6
12.95,212.51
13.15,212.16
13.35,211.53
13.55,211.54
13.75,211.27
13.95,211.78
14.15,211.67
14.35,211.85
14.55,212.31
14.75,212.16
14.95,211.15
15.15,210.81
15.35,210.86
15.55,210.49
15.75,209.91
15.95,208.35
16.15,206.0
16.35,203.53
16.55,200.84
16.75,198.41
16.96,197.82
17.16,197.78
17.36,197.8
17.56,197.81
17.76,197.76
17.96,197.97
