Time(S),GPU0_Power(W)
0.06,198.38
0.06,198.39
0.26,198.37
0.46,198.39
0.66,198.28
0.86,198.0
1.06,197.97
1.26,197.99
1.46,198.0
1.66,197.79
1.86,188.31
2.06,178.31
2.26,168.11
2.46,157.57
2.66,148.02
2.86,146.01
3.06,145.3
3.26,144.83
3.46,144.64
3.66,144.52
3.86,144.39
4.06,144.29
4.26,144.2
4.46,144.1
4.66,144.03
4.86,143.98
5.06,143.95
5.26,143.92
5.46,143.88
5.67,143.87
5.87,143.86
6.07,143.83
6.27,143.87
6.47,143.88
6.67,144.04
6.93,144.22
7.13,152.61
7.33,162.19
7.53,173.32
7.73,183.24
7.93,193.69
8.13,197.95
8.33,197.82
8.54,197.87
8.74,197.91
8.94,197.88
9.14,197.87
9.34,197.88
9.54,197.87
9.74,197.82
9.94,197.83
10.14,197.82
10.34,197.76
10.54,197.77
10.74,197.8
10.94,197.87
11.14,197.95
11.34,199.27
11.54,204.33
11.74,204.29
11.94,209.78
12.14,215.54
12.34,218.23
12.54,219.05
12.74,223.54
12.94,223.55
13.14,223.0
13.34,222.88
13.54,222.49
13.74,222.35
13.94,221.54
14.14,222.3
14.34,223.49
14.54,222.85
14.74,222.1
14.94,218.04
15.14,213.02
15.34,206.98
15.54,202.14
15.74,197.97
15.94,197.94
16.14,197.96
16.34,197.9
16.54,197.91
16.74,197.86
16.94,198.05
