Time(S),GPU0_Power(W)
0.03,33.44
0.03,33.44
0.23,33.45
0.43,33.46
0.63,33.44
0.83,33.45
1.03,32.21
1.23,31.82
1.43,31.81
1.63,31.8
1.83,31.72
2.03,31.61
2.23,31.6
2.43,31.61
2.63,31.61
2.83,31.51
3.03,31.51
3.23,31.61
3.43,31.61
3.63,31.6
3.83,31.61
4.03,31.61
4.23,31.61
4.43,31.61
4.63,31.61
4.83,31.61
5.03,31.6
5.23,31.51
5.43,31.61
5.63,31.51
5.83,31.61
6.03,31.61
6.23,31.5
6.43,35.37
6.63,34.69
6.83,34.79
7.03,34.79
7.23,34.98
7.43,34.88
7.63,34.88
7.83,34.88
8.03,34.88
8.23,34.79
8.43,33.53
8.63,33.53
8.86,33.53
9.06,33.46
9.26,33.52
9.85,33.52
10.67,33.43
10.96,33.43
11.35,33.43
11.89,33.43
12.40,33.43
12.60,33.43
12.80,33.62
13.00,33.43
13.20,33.43
13.40,33.43
13.60,33.43
13.80,33.62
14.00,33.43
14.20,33.56
14.42,33.56
14.62,33.45
14.82,33.55
15.03,33.55
15.23,33.66
15.43,39.48
15.63,34.6
15.83,33.47
16.03,33.57
16.23,33.57
16.43,33.56
16.63,33.45
17.10,35.27
17.30,33.45
17.67,33.53
17.95,33.53
18.15,33.74
18.35,33.55
18.59,74.96
18.79,33.75
18.99,34.6
19.21,34.6
19.41,45.41
19.61,45.22
19.93,45.11
20.21,47.88
20.41,44.95
20.77,45.11
21.05,45.11
21.25,34.26
21.45,67.22
21.65,35.27
21.85,33.95
22.05,33.88
22.25,33.94
22.45,34.08
22.65,33.93
22.85,34.01
23.05,34.0
23.25,34.1
23.45,33.99
23.65,33.5
23.85,33.4
24.05,33.6
24.25,34.58
