Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.00,135.0,125.0,148.0,128.0
0.00,135.0,125.0,148.0,128.0
0.20,133.0,127.0,135.0,108.0
0.40,132.0,83.0,98.0,87.0
0.60,147.0,116.0,129.0,120.0
0.80,137.0,93.0,108.0,99.0
1.00,136.0,77.0,95.0,85.0
1.20,133.0,75.0,133.0,83.0
1.40,108.0,75.0,139.0,83.0
1.60,126.0,75.0,141.0,83.0
1.80,132.0,75.0,142.0,83.0
2.00,104.0,74.0,142.0,83.0
2.20,85.0,74.0,141.0,83.0
2.40,82.0,87.0,141.0,83.0
2.60,82.0,76.0,141.0,83.0
2.80,82.0,75.0,142.0,83.0
3.00,121.0,116.0,153.0,120.0
3.20,131.0,92.0,143.0,98.0
3.40,110.0,77.0,142.0,85.0
3.60,86.0,75.0,141.0,83.0
3.80,82.0,74.0,141.0,83.0
4.00,82.0,74.0,141.0,83.0
4.20,82.0,74.0,142.0,83.0
4.40,99.0,76.0,143.0,84.0
4.60,109.0,75.0,145.0,83.0
4.80,85.0,74.0,145.0,83.0
5.00,82.0,74.0,144.0,83.0
5.20,82.0,74.0,145.0,83.0
5.40,82.0,74.0,145.0,83.0
5.60,82.0,74.0,144.0,83.0
5.80,82.0,74.0,145.0,83.0
6.00,82.0,74.0,146.0,83.0
6.20,82.0,74.0,144.0,83.0
6.40,82.0,74.0,144.0,83.0
6.60,82.0,74.0,145.0,83.0
6.80,82.0,74.0,145.0,83.0
7.00,82.0,74.0,144.0,83.0
7.20,82.0,74.0,145.0,83.0
7.40,82.0,74.0,144.0,83.0
7.60,82.0,74.0,144.0,83.0
7.80,82.0,74.0,144.0,83.0
8.00,82.0,74.0,145.0,83.0
8.20,82.0,74.0,145.0,83.0
8.40,82.0,74.0,144.0,83.0
8.60,82.0,74.0,144.0,83.0
8.80,82.0,74.0,145.0,83.0
9.00,82.0,74.0,145.0,96.0
9.20,104.0,74.0,143.0,92.0
9.40,128.0,74.0,141.0,84.0
9.60,132.0,74.0,141.0,83.0
9.80,101.0,74.0,141.0,83.0
10.00,84.0,74.0,140.0,83.0
10.20,82.0,74.0,141.0,83.0
10.40,119.0,74.0,143.0,83.0
10.60,134.0,74.0,143.0,83.0
10.80,133.0,102.0,125.0,107.0
11.00,133.0,118.0,97.0,120.0
11.20,134.0,115.0,126.0,110.0
11.40,133.0,84.0,137.0,91.0
11.60,133.0,120.0,113.0,84.0
11.80,113.0,94.0,113.0,83.0
12.00,120.0,104.0,125.0,107.0
12.20,136.0,89.0,140.0,113.0
12.40,140.0,110.0,142.0,87.0
12.60,141.0,79.0,150.0,84.0
12.80,142.0,103.0,148.0,107.0
13.00,137.0,78.0,152.0,86.0
13.21,133.0,113.0,164.0,83.0
13.41,144.0,122.0,162.0,129.0
13.61,174.0,168.0,181.0,167.0
13.81,171.0,172.0,180.0,167.0
14.01,162.0,155.0,169.0,153.0
14.21,154.0,158.0,171.0,160.0
14.41,136.0,132.0,159.0,113.0
14.61,133.0,84.0,166.0,87.0
14.81,151.0,115.0,162.0,116.0
15.01,167.0,154.0,175.0,153.0
15.21,112.0,100.0,151.0,105.0
15.41,139.0,132.0,157.0,135.0
15.61,142.0,109.0,151.0,114.0
15.81,171.0,164.0,180.0,163.0
16.01,144.0,101.0,151.0,107.0
16.21,167.0,145.0,174.0,145.0
16.41,168.0,159.0,174.0,158.0
16.61,113.0,97.0,150.0,103.0
16.81,142.0,134.0,154.0,135.0
17.01,157.0,130.0,145.0,131.0
17.21,169.0,158.0,171.0,157.0
17.41,116.0,98.0,150.0,138.0
17.61,160.0,149.0,174.0,158.0
17.81,164.0,156.0,171.0,157.0
18.01,119.0,95.0,150.0,101.0
18.21,154.0,144.0,164.0,145.0
18.41,122.0,106.0,122.0,110.0
18.61,157.0,149.0,162.0,149.0
18.81,110.0,95.0,149.0,100.0
19.01,167.0,159.0,163.0,158.0
19.21,163.0,157.0,146.0,156.0
19.41,145.0,95.0,146.0,101.0
19.61,141.0,83.0,137.0,91.0
19.81,135.0,103.0,146.0,89.0
20.01,95.0,108.0,150.0,89.0
20.21,90.0,112.0,149.0,89.0
20.41,89.0,129.0,150.0,88.0
20.61,131.0,87.0,147.0,88.0
20.81,105.0,80.0,150.0,87.0
21.01,85.0,75.0,147.0,84.0
21.21,82.0,75.0,145.0,83.0
21.41,82.0,75.0,146.0,83.0
21.61,82.0,74.0,146.0,83.0
21.81,82.0,74.0,146.0,83.0
22.01,82.0,74.0,146.0,83.0
22.21,84.0,78.0,163.0,86.0
22.41,122.0,118.0,168.0,121.0
22.61,127.0,113.0,155.0,117.0
22.81,88.0,79.0,148.0,88.0
23.01,88.0,75.0,147.0,84.0
23.21,116.0,95.0,158.0,102.0
