Time(S),GPU0_Power(W)
0.26,273.70
0.26,265.68
0.51,265.89
0.76,267.95
1.01,261.82
1.27,271.09
1.53,270.78
1.79,268.32
2.05,263.56
2.30,261.41
2.55,272.59
2.81,271.75
3.06,263.76
3.31,264.96
3.57,270.64
3.82,269.08
4.08,267.94
4.34,262.54
4.59,273.61
4.85,272.09
5.10,263.63
5.35,264.33
5.60,262.62
5.85,269.53
6.12,263.22
6.40,279.75
6.66,291.32
6.91,271.93
7.16,268.22
7.42,422.50
7.70,435.92
7.97,428.59
8.24,285.22
8.50,268.63
8.75,274.02
9.00,267.01
9.26,267.69
9.52,266.47
9.77,264.44
10.03,264.13
10.29,267.47
10.55,304.11
