Time(S),GPU0_Power(W)
0.26,266.94
0.26,263.77
0.51,266.46
0.77,265.76
1.01,271.33
1.26,265.17
1.52,274.92
1.77,269.96
2.02,274.97
2.27,270.65
2.52,274.01
2.77,267.61
3.01,265.14
3.26,265.77
3.51,274.66
3.76,266.37
4.01,266.36
4.27,266.19
4.51,266.42
4.76,267.25
5.01,270.29
5.26,271.56
5.51,266.25
5.76,262.26
6.02,268.47
6.31,272.43
6.57,267.00
6.82,267.57
7.07,265.70
7.34,338.94
7.61,271.55
7.87,351.15
8.15,270.54
8.42,267.47
8.69,340.35
8.96,272.43
9.23,342.57
9.50,326.99
9.77,272.42
10.03,269.60
10.28,274.13
10.53,267.66
10.77,273.64
11.02,269.42
11.27,264.93
11.51,265.12
11.76,273.34
12.00,265.20
