Time(S),GPU0_Power(W)
0.00,162.0
0.00,162.0
0.20,142.0
0.40,130.0
0.60,128.0
0.80,128.0
1.00,128.0
1.20,128.0
1.40,127.0
1.60,128.0
1.80,128.0
2.00,128.0
2.20,128.0
2.40,128.0
2.60,128.0
2.80,127.0
3.00,128.0
3.20,128.0
3.40,128.0
3.60,127.0
3.80,127.0
4.00,127.0
4.20,127.0
4.40,127.0
4.60,127.0
4.80,128.0
5.00,128.0
5.20,127.0
5.40,127.0
5.60,128.0
5.80,127.0
6.00,127.0
6.20,127.0
6.40,128.0
6.60,127.0
6.80,127.0
7.00,127.0
7.20,127.0
7.40,127.0
7.60,127.0
7.80,127.0
8.00,128.0
8.21,128.0
8.41,127.0
8.61,127.0
8.81,127.0
9.01,127.0
9.21,128.0
9.41,127.0
9.61,127.0
9.81,127.0
10.01,170.0
10.21,185.0
10.41,163.0
10.61,160.0
10.81,162.0
11.01,170.0
11.21,135.0
11.41,167.0
11.61,176.0
11.81,223.0
12.01,212.0
12.21,226.0
12.41,192.0
12.61,215.0
12.81,207.0
13.01,214.0
13.21,219.0
13.41,211.0
13.61,221.0
13.81,199.0
14.01,214.0
14.21,206.0
14.41,210.0
14.61,223.0
14.81,199.0
15.01,232.0
15.21,181.0
15.41,223.0
15.61,216.0
15.81,215.0
16.01,223.0
16.21,192.0
16.41,223.0
16.61,194.0
16.81,217.0
17.01,193.0
17.21,208.0
17.41,218.0
17.61,184.0
17.81,228.0
18.01,194.0
18.21,219.0
18.41,204.0
18.61,223.0
18.81,211.0
19.01,216.0
19.21,220.0
19.41,198.0
19.61,223.0
19.81,189.0
20.01,306.0
20.21,421.0
20.41,359.0
20.61,317.0
20.81,225.0
21.01,173.0
21.21,166.0
21.41,165.0
21.61,165.0
21.81,165.0
22.01,165.0
22.21,165.0
22.41,165.0
22.61,165.0
22.81,165.0
23.01,165.0
23.21,165.0
23.41,165.0
23.61,165.0
23.81,164.0
24.01,187.0
24.21,186.0
24.41,167.0
24.61,165.0
