Time(S),GPU0_Power(W)
0.26,264.60
0.26,273.87
0.51,265.09
0.76,263.70
1.01,264.52
1.26,263.35
1.53,263.91
1.78,267.26
2.03,262.31
2.28,263.81
2.53,265.13
2.78,267.91
3.03,269.37
3.28,263.32
3.53,267.67
3.78,267.18
4.03,262.57
4.29,270.20
4.54,272.80
4.79,263.39
5.04,264.26
5.29,268.84
5.54,279.14
5.84,264.12
6.09,270.82
6.34,272.02
6.59,267.81
6.85,272.70
7.12,285.85
7.39,269.33
7.65,274.45
7.93,274.49
8.19,266.05
8.44,270.65
8.70,271.03
8.96,266.67
9.22,268.82
9.48,263.91
