Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.00,136.0,127.0,146.0,129.0
0.00,136.0,127.0,146.0,129.0
0.20,107.0,97.0,117.0,103.0
0.40,85.0,78.0,96.0,86.0
0.60,135.0,115.0,128.0,119.0
0.80,136.0,93.0,109.0,99.0
1.00,136.0,77.0,95.0,85.0
1.20,133.0,75.0,132.0,83.0
1.40,133.0,75.0,139.0,83.0
1.60,133.0,74.0,140.0,83.0
1.80,133.0,74.0,140.0,83.0
2.00,105.0,74.0,142.0,83.0
2.20,126.0,74.0,141.0,83.0
2.40,132.0,74.0,141.0,83.0
2.60,133.0,74.0,141.0,83.0
2.80,133.0,74.0,141.0,83.0
3.00,133.0,74.0,141.0,83.0
3.20,133.0,74.0,141.0,83.0
3.40,133.0,74.0,141.0,83.0
3.60,139.0,94.0,147.0,100.0
3.80,115.0,102.0,143.0,107.0
4.00,86.0,78.0,142.0,86.0
4.20,83.0,75.0,141.0,84.0
4.40,82.0,75.0,141.0,83.0
4.60,82.0,75.0,141.0,83.0
4.80,82.0,74.0,141.0,83.0
5.00,82.0,74.0,142.0,83.0
5.20,82.0,74.0,142.0,83.0
5.40,93.0,76.0,143.0,84.0
5.60,124.0,75.0,145.0,83.0
5.80,88.0,74.0,144.0,83.0
6.00,83.0,74.0,144.0,83.0
6.20,82.0,74.0,144.0,83.0
6.40,82.0,74.0,145.0,83.0
6.60,92.0,74.0,144.0,83.0
6.80,127.0,74.0,145.0,83.0
7.00,131.0,74.0,145.0,83.0
7.20,132.0,74.0,145.0,83.0
7.40,101.0,74.0,144.0,83.0
7.60,84.0,74.0,144.0,83.0
7.80,82.0,74.0,144.0,83.0
8.00,82.0,74.0,144.0,83.0
8.20,82.0,74.0,144.0,83.0
8.40,82.0,74.0,145.0,83.0
8.60,82.0,74.0,144.0,83.0
8.80,82.0,74.0,144.0,83.0
9.00,82.0,74.0,144.0,83.0
9.20,82.0,74.0,144.0,83.0
9.40,82.0,74.0,144.0,83.0
9.60,82.0,74.0,144.0,83.0
9.80,82.0,74.0,145.0,88.0
