Time(S),GPU0_Power(W)
0.03,35.06
0.03,34.03
0.23,33.64
0.43,33.64
0.63,33.87
0.83,34.14
1.03,32.29
1.23,32.09
1.43,32.08
1.63,31.99
1.83,31.99
2.03,31.7
2.23,31.7
2.43,31.59
2.63,31.59
2.83,31.59
3.03,31.59
3.23,31.7
3.43,31.59
3.63,31.59
3.83,31.59
4.03,31.6
4.23,31.59
4.43,31.59
4.63,31.59
4.83,31.59
5.03,31.59
5.23,31.59
5.43,31.59
5.63,31.59
5.83,31.59
6.03,33.24
6.23,33.33
6.44,33.33
6.64,33.43
6.84,33.52
7.04,33.33
7.24,33.36
7.44,33.36
7.64,33.33
7.84,33.42
8.04,33.43
8.24,33.43
8.44,33.33
8.64,33.33
8.84,33.43
9.04,33.44
9.27,33.44
9.85,33.92
10.20,33.92
10.40,33.33
10.60,33.43
10.80,33.33
11.00,33.34
11.20,33.32
11.40,34.32
11.60,34.22
11.80,36.32
12.00,45.23
12.20,33.44
12.47,33.44
12.67,39.18
12.87,33.4
13.07,40.19
13.27,33.35
13.47,40.81
13.67,33.41
13.88,33.41
14.08,36.02
14.28,33.57
14.53,33.57
14.73,33.4
14.96,33.4
15.16,33.37
15.41,37.61
15.61,36.92
15.81,33.56
16.03,33.56
16.23,33.39
16.65,33.39
16.85,39.97
17.05,33.49
17.25,35.28
17.45,33.35
17.65,35.38
17.85,33.42
18.05,38.06
18.25,33.42
18.45,33.28
18.65,33.36
18.85,33.39
19.05,33.37
19.25,33.36
19.45,33.34
19.65,33.34
19.86,33.25
20.06,33.35
20.26,33.26
20.46,33.34
20.66,33.34
20.86,33.63
