Time(S),GPU0_Power(W)
0.00,163.0
0.00,163.0
0.20,142.0
0.40,129.0
0.60,128.0
0.80,127.0
1.00,127.0
1.20,127.0
1.40,127.0
1.60,127.0
1.80,127.0
2.00,127.0
2.20,127.0
2.40,127.0
2.60,127.0
2.80,127.0
3.00,127.0
3.20,127.0
3.40,126.0
3.60,127.0
3.80,127.0
4.00,127.0
4.20,127.0
4.40,127.0
4.60,127.0
4.80,127.0
5.00,127.0
5.20,126.0
5.40,127.0
5.60,127.0
5.80,127.0
6.00,127.0
6.20,127.0
6.40,127.0
6.60,127.0
6.80,127.0
7.00,127.0
7.20,126.0
7.40,127.0
7.60,126.0
7.80,126.0
8.00,127.0
8.21,127.0
8.41,127.0
8.61,127.0
8.81,126.0
9.01,145.0
9.21,179.0
9.41,163.0
9.61,161.0
10.32,160.0
10.52,158.0
10.72,160.0
10.92,160.0
11.12,160.0
11.32,160.0
11.52,182.0
11.73,151.0
11.93,130.0
12.13,186.0
12.33,191.0
12.53,214.0
12.73,214.0
12.93,197.0
13.13,223.0
13.33,205.0
13.53,213.0
13.73,216.0
13.93,192.0
14.13,209.0
14.33,220.0
14.53,184.0
14.73,221.0
14.93,220.0
15.13,199.0
15.33,216.0
15.53,337.0
15.73,384.0
15.93,338.0
16.13,312.0
16.33,202.0
16.53,171.0
16.73,166.0
16.93,165.0
17.13,165.0
17.33,165.0
17.53,165.0
17.73,165.0
17.93,165.0
18.13,194.0
18.33,176.0
18.53,166.0
18.73,161.0
