Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.00,129.0,132.0,133.0,124.0
0.00,129.0,132.0,133.0,124.0
0.20,132.0,92.0,103.0,94.0
0.40,127.0,77.0,94.0,84.0
0.60,141.0,117.0,130.0,121.0
0.80,136.0,90.0,106.0,96.0
1.00,136.0,77.0,94.0,85.0
1.20,133.0,75.0,131.0,83.0
1.40,133.0,75.0,139.0,83.0
1.60,133.0,75.0,140.0,83.0
1.80,133.0,75.0,140.0,83.0
2.00,101.0,75.0,141.0,83.0
2.20,85.0,75.0,141.0,83.0
2.40,82.0,75.0,140.0,83.0
2.60,82.0,75.0,140.0,83.0
2.80,82.0,74.0,140.0,83.0
3.00,82.0,75.0,140.0,83.0
3.20,82.0,75.0,140.0,83.0
3.40,82.0,75.0,140.0,83.0
3.60,82.0,75.0,140.0,83.0
3.80,120.0,114.0,152.0,118.0
4.00,100.0,93.0,142.0,99.0
4.20,84.0,77.0,141.0,85.0
4.40,82.0,75.0,140.0,83.0
4.60,82.0,75.0,140.0,83.0
4.80,82.0,75.0,140.0,83.0
5.00,82.0,74.0,140.0,83.0
5.20,82.0,75.0,141.0,83.0
5.40,82.0,75.0,141.0,83.0
5.60,82.0,75.0,141.0,83.0
5.80,114.0,75.0,143.0,83.0
6.00,130.0,75.0,145.0,83.0
6.20,103.0,75.0,144.0,83.0
6.40,85.0,75.0,144.0,83.0
6.60,82.0,74.0,145.0,83.0
6.80,82.0,75.0,144.0,107.0
7.00,82.0,75.0,143.0,88.0
7.20,125.0,75.0,145.0,84.0
7.40,131.0,75.0,145.0,83.0
7.60,132.0,74.0,144.0,83.0
7.80,103.0,75.0,144.0,83.0
8.00,85.0,75.0,145.0,83.0
8.20,82.0,75.0,144.0,83.0
8.40,82.0,75.0,144.0,83.0
8.60,82.0,74.0,144.0,83.0
8.80,82.0,74.0,143.0,83.0
9.00,82.0,74.0,144.0,83.0
9.20,82.0,74.0,144.0,83.0
9.40,95.0,74.0,144.0,83.0
9.60,96.0,74.0,144.0,83.0
9.80,84.0,74.0,143.0,83.0
10.00,82.0,75.0,144.0,106.0
10.20,121.0,110.0,145.0,119.0
10.40,99.0,79.0,144.0,88.0
10.60,119.0,75.0,141.0,84.0
10.80,103.0,75.0,139.0,83.0
11.00,85.0,75.0,139.0,83.0
11.20,82.0,75.0,140.0,83.0
11.40,82.0,75.0,140.0,83.0
11.60,82.0,74.0,140.0,83.0
11.80,82.0,74.0,140.0,83.0
12.00,82.0,75.0,140.0,106.0
12.20,82.0,75.0,140.0,89.0
12.41,82.0,75.0,140.0,84.0
12.61,126.0,75.0,142.0,83.0
12.81,134.0,75.0,143.0,83.0
13.01,143.0,90.0,154.0,106.0
13.21,135.0,122.0,116.0,102.0
13.41,134.0,83.0,95.0,115.0
13.94,134.0,90.0,135.0,87.0
14.14,135.0,98.0,141.0,113.0
14.34,134.0,85.0,139.0,127.0
14.54,133.0,76.0,138.0,129.0
14.74,133.0,75.0,138.0,92.0
14.94,134.0,75.0,138.0,84.0
15.14,133.0,75.0,138.0,83.0
15.34,101.0,75.0,105.0,83.0
15.54,132.0,113.0,135.0,120.0
15.74,142.0,93.0,142.0,98.0
15.94,145.0,94.0,143.0,85.0
16.14,143.0,77.0,148.0,84.0
16.34,138.0,89.0,144.0,123.0
16.54,135.0,77.0,144.0,134.0
16.74,133.0,113.0,161.0,135.0
16.94,141.0,135.0,158.0,148.0
17.14,174.0,171.0,180.0,171.0
17.34,164.0,161.0,168.0,165.0
17.54,166.0,158.0,174.0,155.0
17.74,152.0,146.0,171.0,150.0
17.94,135.0,92.0,158.0,133.0
18.14,133.0,77.0,166.0,131.0
18.34,144.0,113.0,162.0,131.0
18.54,157.0,145.0,166.0,151.0
18.74,116.0,109.0,149.0,119.0
18.94,160.0,152.0,177.0,154.0
19.14,128.0,98.0,151.0,104.0
19.34,160.0,148.0,173.0,149.0
19.54,111.0,95.0,150.0,102.0
19.74,155.0,147.0,170.0,148.0
19.94,110.0,97.0,149.0,100.0
20.14,155.0,146.0,168.0,147.0
20.34,110.0,92.0,149.0,106.0
20.54,157.0,151.0,166.0,150.0
20.74,129.0,138.0,148.0,99.0
20.94,141.0,158.0,166.0,130.0
21.14,147.0,131.0,158.0,129.0
21.34,111.0,99.0,156.0,111.0
21.54,146.0,138.0,161.0,140.0
21.74,122.0,113.0,160.0,118.0
21.94,149.0,135.0,161.0,143.0
22.14,150.0,118.0,163.0,149.0
22.34,151.0,130.0,159.0,136.0
22.54,145.0,120.0,165.0,127.0
22.74,150.0,141.0,159.0,131.0
22.94,160.0,131.0,165.0,130.0
23.14,152.0,145.0,157.0,142.0
23.34,129.0,137.0,146.0,96.0
23.54,167.0,171.0,178.0,154.0
23.74,114.0,143.0,151.0,111.0
23.94,98.0,138.0,148.0,96.0
24.14,153.0,156.0,163.0,147.0
24.34,110.0,139.0,147.0,98.0
24.54,148.0,163.0,171.0,140.0
24.74,123.0,145.0,153.0,120.0
24.94,94.0,137.0,146.0,93.0
25.14,158.0,164.0,171.0,151.0
25.34,111.0,140.0,149.0,102.0
25.54,129.0,154.0,162.0,124.0
25.74,148.0,149.0,156.0,143.0
25.94,109.0,138.0,146.0,99.0
26.14,164.0,172.0,178.0,155.0
26.34,124.0,142.0,150.0,108.0
26.54,100.0,139.0,138.0,97.0
26.74,152.0,155.0,161.0,146.0
26.94,110.0,139.0,147.0,98.0
27.14,150.0,164.0,171.0,141.0
27.34,139.0,145.0,153.0,118.0
27.54,96.0,137.0,145.0,93.0
27.74,159.0,163.0,170.0,151.0
27.94,131.0,140.0,148.0,102.0
28.14,132.0,154.0,162.0,125.0
