Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.13,122.19,143.43,117.49,128.72
0.13,122.17,143.45,117.47,128.73
0.33,122.12,143.5,117.51,128.74
0.53,122.15,143.59,117.5,128.73
0.73,122.16,143.72,117.42,128.63
0.93,121.74,143.58,117.39,128.69
1.13,111.35,143.6,117.4,128.1
1.33,98.34,129.79,107.72,114.05
1.53,89.03,117.72,98.4,103.05
1.74,78.3,105.32,87.45,91.95
1.95,72.45,91.75,78.59,80.95
2.15,72.29,80.25,69.59,73.57
2.36,72.19,79.82,69.37,73.46
2.56,72.16,79.55,69.29,73.36
2.76,72.13,79.39,69.26,73.28
2.97,72.13,79.24,69.25,73.31
3.17,72.1,79.06,69.22,73.29
3.38,72.08,78.91,69.24,73.27
3.58,72.06,78.84,69.24,73.28
3.79,72.08,78.73,69.24,73.23
3.99,72.09,78.71,69.2,73.26
4.20,72.09,78.58,69.21,73.23
4.40,72.08,78.5,69.21,73.16
4.61,72.07,78.4,69.21,73.15
4.81,72.06,78.36,69.19,73.1
5.02,72.03,78.37,69.18,73.14
5.25,72.05,78.07,69.18,73.15
5.97,72.04,78.03,69.14,73.1
6.37,71.97,77.76,70.79,73.07
7.52,71.96,77.78,72.2,73.08
8.31,72.0,77.87,72.19,73.06
8.52,72.0,77.95,72.23,73.04
8.72,72.01,77.86,71.79,73.07
8.93,72.03,77.8,71.2,73.05
9.13,72.03,77.75,70.61,72.99
9.34,72.0,77.75,69.42,73.02
9.69,80.37,77.72,69.12,73.0
9.94,92.27,77.66,69.17,72.99
10.15,99.95,77.61,69.16,72.94
10.35,108.9,77.55,69.17,72.96
10.55,118.98,77.56,69.15,72.93
10.77,118.3,77.55,69.16,72.92
10.98,117.53,78.42,69.19,72.88
11.36,117.53,91.52,69.19,72.93
11.58,117.54,105.21,69.16,72.93
11.82,117.58,116.56,79.18,72.89
12.02,117.58,127.89,87.93,74.7
12.22,117.54,134.82,94.81,84.34
12.42,118.46,134.83,105.29,94.94
12.62,119.88,135.24,111.85,102.84
12.82,119.92,135.52,114.29,113.58
13.02,120.01,135.8,113.93,122.82
13.22,120.03,135.97,113.89,124.56
13.42,117.8,135.54,113.24,123.93
13.84,117.75,135.68,113.19,123.96
14.04,117.75,135.94,113.21,124.03
14.28,118.03,136.43,113.98,124.94
14.48,119.28,137.9,115.05,126.06
14.68,119.31,138.2,115.06,126.15
14.88,120.86,138.88,115.64,126.78
15.08,121.39,139.48,116.32,127.38
15.28,127.8,146.18,121.94,133.06
15.48,129.62,146.57,122.42,133.65
15.68,136.01,152.66,128.17,139.32
15.88,137.88,154.79,130.15,140.98
16.08,142.99,159.26,133.68,145.11
16.28,138.93,155.29,129.15,138.82
16.48,135.86,153.31,127.21,137.1
16.68,129.59,147.16,121.69,131.35
16.88,126.19,145.02,119.27,129.02
17.08,120.15,139.71,114.47,124.16
17.28,117.81,138.0,112.82,124.19
17.48,117.78,138.06,112.81,124.19
17.68,117.77,138.05,112.76,124.18
17.88,117.76,138.05,112.81,124.2
18.08,118.36,138.33,113.03,124.4
18.31,119.08,139.14,113.71,125.14
18.51,119.91,140.05,114.48,125.94
