Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.19,121.99,74.44,69.11,71.67
0.19,122.24,74.53,69.11,71.69
0.39,122.26,74.63,69.07,71.69
0.59,122.27,74.56,69.08,71.67
0.79,122.22,74.51,69.1,71.66
0.99,122.13,74.47,69.1,71.66
1.19,117.24,74.44,69.09,71.67
1.39,106.26,74.46,69.11,71.66
1.59,96.39,74.58,69.13,71.65
1.80,87.18,74.62,69.13,71.65
2.00,76.53,74.54,69.13,71.68
2.20,72.62,74.48,69.11,71.65
2.41,72.52,74.44,69.1,71.67
2.61,72.47,74.44,69.11,71.68
2.82,72.44,74.51,69.09,71.68
3.02,72.36,74.64,69.09,71.66
3.23,72.33,74.6,69.1,71.65
3.43,72.31,74.54,69.12,71.67
3.64,72.31,74.49,69.13,71.65
3.84,72.37,74.48,69.13,71.63
4.05,72.39,74.51,69.11,71.64
4.29,72.31,74.55,69.08,71.64
4.99,72.38,74.58,69.09,71.66
5.78,72.15,74.58,69.12,71.72
7.17,72.19,74.62,69.08,71.72
7.37,72.24,74.54,69.07,71.69
7.58,72.31,74.48,69.08,71.67
7.78,72.31,74.45,69.12,71.64
7.98,72.27,74.47,69.11,71.61
8.37,82.77,74.67,69.11,71.6
8.63,93.76,74.62,69.12,71.61
8.83,101.33,74.53,69.11,71.6
9.03,111.04,74.47,69.11,71.59
9.23,119.11,74.43,69.11,71.61
9.43,117.56,74.59,69.1,71.6
9.85,117.48,74.48,69.02,71.58
11.71,117.46,74.35,69.03,71.6
12.20,117.45,74.57,69.06,71.64
12.65,117.42,74.35,69.04,71.62
13.46,117.46,74.35,69.04,71.63
13.68,117.49,74.48,69.05,71.63
13.89,117.48,74.55,69.05,71.65
14.10,117.52,74.44,69.06,71.65
14.31,117.49,74.41,69.08,71.64
14.52,117.49,74.37,69.09,71.64
14.73,117.5,74.38,69.09,71.62
14.94,117.58,74.46,69.1,71.62
15.15,117.56,74.6,69.1,71.6
15.36,117.58,74.54,69.1,71.62
15.57,117.56,74.42,69.08,71.62
15.88,117.59,74.47,69.05,71.66
16.53,117.6,74.56,69.06,71.64
16.82,117.77,74.46,69.06,71.66
17.03,117.82,74.42,69.07,71.66
17.23,118.13,74.39,69.08,71.64
17.43,120.07,74.38,69.1,71.64
17.63,123.64,74.45,69.08,71.66
17.83,123.79,74.61,69.08,71.65
18.03,123.53,74.5,69.12,71.66
18.44,123.15,74.48,69.15,71.67
18.72,123.68,74.55,69.17,71.71
19.15,129.04,74.7,69.16,71.72
19.44,123.57,74.57,69.16,71.75
19.74,128.59,74.5,69.18,71.77
20.03,124.2,74.5,69.18,71.75
20.33,128.46,74.65,69.18,71.75
20.61,124.56,74.71,69.17,71.75
20.92,128.7,74.53,69.18,71.73
21.20,128.95,74.49,69.17,71.72
21.40,123.96,74.61,69.18,71.69
21.96,122.14,74.71,69.16,71.7
22.24,122.58,74.5,69.15,71.73
22.68,128.04,74.44,69.16,71.71
22.96,123.22,74.68,69.18,71.74
23.42,127.42,74.67,69.17,71.75
23.63,127.46,74.59,69.19,71.75
23.83,122.2,74.52,69.19,71.75
24.03,122.31,74.47,69.19,71.73
24.23,122.26,74.46,69.2,71.74
24.43,118.09,74.54,69.2,71.72
24.63,118.06,74.68,69.19,71.74
24.83,118.1,74.64,69.18,71.75
25.03,118.01,74.55,69.18,71.78
25.23,117.95,74.5,69.16,71.76
25.45,119.32,74.46,69.15,71.72
