Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.13,121.99,145.42,116.87,128.78
0.13,122.08,145.53,116.9,128.95
0.33,122.02,145.64,116.95,128.97
0.53,122.07,145.68,116.97,128.97
0.73,122.07,145.73,116.99,128.79
0.93,121.93,145.76,116.92,123.89
1.13,121.87,139.33,111.83,112.11
1.33,121.95,125.64,102.42,100.28
1.53,121.93,112.33,92.98,89.39
1.73,120.52,99.28,83.51,78.57
1.93,109.97,86.05,73.92,73.6
2.13,100.28,80.76,69.57,73.41
2.34,89.45,80.46,69.5,73.37
2.54,79.69,80.19,69.42,73.35
2.74,72.29,80.0,69.39,73.34
2.95,72.16,79.87,69.37,73.35
3.15,72.12,79.73,69.38,73.25
3.36,72.16,79.62,69.38,73.29
3.56,72.14,79.47,69.38,73.29
3.77,72.13,79.37,69.37,73.24
3.97,72.1,79.25,69.34,73.26
4.18,72.03,79.17,69.32,73.18
4.40,71.98,78.9,69.32,73.22
5.11,72.01,80.06,69.34,73.17
5.90,71.98,82.39,69.35,74.91
7.25,72.01,82.04,69.32,75.51
7.45,72.03,81.35,69.33,76.0
7.65,72.04,80.61,69.31,76.04
7.86,72.04,79.84,69.33,75.99
8.06,72.04,78.7,69.34,76.03
8.43,82.36,78.7,69.33,75.33
8.68,92.79,78.66,69.33,74.78
8.89,100.83,78.61,69.33,74.2
9.09,109.74,78.56,69.33,73.58
9.29,118.74,78.52,69.32,73.08
9.49,117.5,78.46,69.34,73.01
9.92,117.45,78.4,69.34,73.02
10.12,117.42,78.37,69.34,73.0
10.32,117.4,78.34,69.31,73.03
10.52,117.39,78.31,69.29,72.98
10.72,117.46,78.22,69.28,72.97
12.02,117.57,78.04,69.28,72.92
12.82,117.51,77.9,69.27,72.93
13.65,117.48,77.89,69.25,72.92
13.86,117.45,77.91,69.26,72.93
14.07,117.54,77.86,69.27,72.94
14.28,117.61,77.84,69.29,72.89
14.49,117.63,77.82,69.3,72.92
14.70,117.64,77.82,69.29,72.91
14.91,117.59,77.85,69.29,72.89
15.12,117.52,77.81,69.29,72.92
15.33,117.51,77.78,69.3,72.83
15.54,117.5,77.77,69.29,72.86
15.75,117.48,77.74,69.29,72.86
15.96,117.52,77.71,69.31,72.87
16.29,117.53,77.69,69.27,72.89
16.49,117.57,77.64,69.26,72.87
16.69,117.76,77.61,69.33,72.88
17.46,117.78,77.59,69.34,72.81
17.66,117.71,77.57,69.32,72.88
17.86,117.72,77.57,69.31,72.88
18.06,117.74,77.59,69.3,72.84
18.26,117.75,77.54,69.28,72.86
18.46,117.73,77.47,69.29,72.84
18.66,117.92,77.44,69.29,72.83
18.86,117.99,77.46,69.29,72.86
19.06,118.16,77.46,69.29,72.78
19.26,118.36,77.44,69.28,72.84
19.53,118.18,77.44,69.26,72.76
19.78,118.31,77.41,69.25,72.79
19.98,118.35,77.41,69.26,72.79
20.18,118.43,77.4,69.28,72.74
20.54,118.6,77.38,69.29,72.73
20.74,118.6,77.36,69.28,72.72
20.94,118.61,77.35,69.26,72.75
21.14,118.46,77.36,69.25,72.7
21.34,118.49,77.31,69.25,72.74
21.72,118.53,77.3,69.25,72.67
21.92,118.61,77.29,69.26,72.71
22.12,118.63,77.27,69.29,72.72
22.32,118.54,77.31,69.27,72.72
22.52,118.65,77.28,69.27,72.76
22.72,118.66,77.21,69.28,72.72
23.03,118.59,77.16,69.27,72.74
23.23,118.67,77.16,69.29,72.7
23.43,118.71,77.16,69.29,72.71
23.63,118.68,77.14,69.29,72.74
23.83,118.73,77.1,69.27,72.71
24.20,118.63,77.1,69.26,72.72
24.40,118.54,77.13,69.25,72.67
24.60,118.52,77.1,69.26,72.71
24.80,118.39,77.08,69.29,72.68
25.00,118.54,77.1,69.27,72.7
25.40,118.54,77.12,69.27,72.65
25.60,118.55,77.14,69.26,72.67
25.80,118.58,77.11,69.25,72.68
26.00,118.4,77.06,69.24,72.64
26.20,118.57,77.02,69.25,72.68
26.40,118.58,76.99,69.25,72.64
26.77,118.57,76.98,69.25,72.65
26.97,118.6,76.96,69.25,72.6
27.17,118.6,76.94,69.25,72.63
27.37,118.41,76.97,69.27,72.63
27.57,118.6,76.97,69.26,72.63
27.96,118.65,76.95,69.27,72.59
28.16,118.68,76.93,69.27,72.64
28.36,118.81,76.93,69.26,72.67
28.56,118.72,76.94,69.24,72.62
28.76,118.86,76.95,69.22,72.66
28.96,118.74,76.89,69.23,72.59
29.28,118.72,76.85,69.26,72.64
29.48,118.66,76.85,69.28,72.6
29.86,118.7,76.85,69.26,72.64
30.06,118.76,76.84,69.25,72.6
30.26,118.71,76.81,69.24,72.59
30.46,118.58,76.81,69.26,72.62
30.66,118.74,76.84,69.26,72.58
31.05,118.7,76.79,69.29,72.61
31.25,118.67,76.8,69.29,72.59
31.45,118.73,76.79,69.26,72.62
31.65,118.73,76.79,69.26,72.6
31.85,118.77,76.81,69.26,72.59
32.05,118.79,76.75,69.24,72.56
32.37,118.72,76.72,69.26,72.52
32.57,118.69,76.74,69.28,72.55
32.77,118.64,76.72,69.27,72.53
32.97,118.62,76.75,69.26,72.57
33.17,118.64,76.71,69.27,72.56
33.55,118.67,76.68,69.23,72.58
33.75,118.61,76.66,69.24,72.55
33.95,118.67,76.68,69.27,72.55
34.15,118.53,76.69,69.28,72.57
34.35,118.58,76.64,69.27,72.58
34.74,118.66,76.63,69.27,72.59
34.94,118.66,76.62,69.26,72.55
35.14,118.58,76.66,69.27,72.59
35.34,118.48,76.64,69.27,72.54
35.54,118.6,76.62,69.28,72.57
35.74,118.66,76.61,69.3,72.52
36.12,118.74,76.64,69.27,72.56
36.32,118.72,76.62,69.27,72.57
36.52,118.76,76.59,69.26,72.52
36.72,118.65,76.55,69.27,72.56
36.92,118.78,76.65,69.27,72.53
37.31,118.71,76.78,69.27,72.56
37.51,118.77,76.86,69.29,72.49
37.71,118.82,76.96,69.25,72.53
37.91,118.73,77.09,69.24,72.53
38.11,118.87,77.12,69.24,72.47
38.31,118.95,77.22,69.21,72.51
38.64,119.04,77.24,69.25,72.48
38.84,118.91,77.26,69.25,72.54
39.04,118.92,77.27,69.25,72.53
39.24,118.87,77.29,69.23,72.53
39.44,118.68,77.26,69.24,72.51
39.82,118.72,77.21,69.23,72.53
40.02,118.73,77.21,69.23,72.53
40.22,118.78,77.22,69.26,72.5
40.42,118.69,77.26,69.26,72.55
40.62,118.87,77.22,69.24,72.53
41.02,118.91,77.18,69.24,72.55
41.22,118.82,77.15,69.24,72.5
41.42,118.84,77.16,69.26,72.53
41.62,118.66,77.18,69.25,72.52
41.82,118.73,77.18,69.25,72.49
42.02,118.77,77.14,69.28,72.47
42.39,118.82,77.14,69.25,72.49
42.59,118.81,77.18,69.22,72.5
42.79,118.87,77.17,69.26,72.45
42.99,118.71,77.16,69.27,72.47
43.19,118.62,77.15,69.25,72.44
43.58,118.65,77.19,69.28,72.49
43.78,118.68,77.22,69.27,72.45
43.98,118.68,77.17,69.23,72.46
44.18,118.64,77.12,69.25,72.48
44.38,118.79,77.1,69.26,72.47
44.58,118.88,77.08,69.26,72.51
44.90,118.75,77.1,69.29,72.48
45.10,118.77,77.07,69.29,72.53
45.30,118.77,77.05,69.26,72.51
45.50,118.77,77.05,69.25,72.5
45.70,118.76,77.08,69.26,72.46
46.08,118.8,77.05,69.25,72.5
46.29,118.76,77.05,69.26,72.52
46.49,118.71,77.02,69.28,72.46
46.69,118.62,77.05,69.32,72.51
46.89,118.67,77.05,69.25,72.46
47.28,118.73,76.99,69.27,72.47
47.48,118.75,76.98,69.28,72.43
47.68,118.76,76.96,69.27,72.45
47.88,118.74,77.0,69.25,72.46
48.08,118.85,77.04,69.27,72.41
