Time(S),GPU0_Power(W)
0.22,150.6
0.22,151.26
0.42,152.29
0.62,152.76
0.82,152.8
1.02,152.88
1.23,147.65
1.43,132.65
1.63,119.02
1.83,105.03
2.03,91.06
2.23,83.73
2.43,83.2
2.63,82.88
2.83,82.8
3.03,82.52
3.23,82.29
3.43,82.26
3.63,82.06
3.83,81.82
4.03,81.84
4.23,81.6
4.72,81.42
5.23,81.23
5.43,90.92
5.63,103.47
5.83,115.79
6.03,128.92
6.23,141.27
6.43,144.23
6.63,143.65
6.83,143.6
7.03,144.79
8.22,144.87
8.42,145.12
8.62,145.19
8.82,145.22
9.02,145.48
9.22,145.57
9.42,145.72
9.69,145.74
9.89,146.07
10.35,146.2
10.64,146.08
10.84,146.3
11.04,149.89
11.24,152.8
11.44,153.06
11.64,149.43
12.23,150.31
12.52,152.41
12.94,157.79
13.23,154.71
13.51,158.35
13.94,152.87
14.32,153.23
14.52,153.19
14.72,151.26
14.92,148.11
15.12,148.01
15.32,147.82
15.52,147.93
15.72,147.96
15.92,147.89
16.12,148.04
16.32,148.91
