Time(S),GPU0_Power(W)
0.06,198.99
0.06,199.02
0.26,199.01
0.46,198.96
0.66,198.7
0.86,198.42
1.06,198.38
1.26,195.82
1.46,186.32
1.66,176.73
1.86,166.71
2.06,157.3
2.26,148.5
2.46,147.32
2.66,146.33
2.86,145.58
3.06,145.09
3.26,144.89
3.46,144.76
3.67,144.65
3.87,144.52
4.07,144.4
4.27,144.28
4.47,144.25
4.67,144.19
4.87,144.14
5.07,144.12
5.27,144.11
5.47,144.07
5.67,144.06
5.87,144.06
6.07,144.11
6.27,144.08
6.47,144.14
6.67,144.16
6.87,144.16
7.07,144.13
7.27,144.14
7.47,144.09
7.67,144.05
7.87,144.08
8.07,144.08
8.27,144.06
8.47,144.06
8.67,144.05
8.87,144.05
9.07,144.06
9.27,144.25
9.55,144.59
9.75,152.66
9.95,162.36
10.15,172.95
10.35,183.52
10.55,193.94
10.75,198.41
10.95,198.24
11.15,198.23
11.35,198.22
11.55,198.2
11.75,198.21
11.95,198.23
12.15,198.2
12.35,198.21
12.55,198.22
12.75,198.22
12.95,198.2
13.15,198.23
13.35,198.23
13.55,198.27
13.75,198.33
13.95,198.4
14.15,198.13
15.36,198.14
15.76,198.15
16.11,198.06
17.29,198.11
17.67,198.09
18.97,198.1
19.18,198.11
19.38,198.18
19.58,198.24
19.78,198.25
19.98,198.33
20.18,198.36
20.38,198.34
20.58,198.3
20.78,198.41
20.98,198.37
21.18,198.36
21.38,198.34
21.58,198.37
21.78,198.37
21.98,198.32
22.18,198.32
22.38,198.33
22.58,198.35
22.78,198.15
23.98,198.15
24.38,198.2
24.58,198.18
25.64,198.18
26.04,198.2
26.24,198.15
27.30,198.14
27.69,198.16
27.89,198.1
28.99,198.13
29.19,198.18
29.39,198.23
29.59,198.24
29.79,198.21
29.99,198.25
30.19,198.25
30.39,198.25
30.59,198.23
30.79,198.24
30.99,198.25
31.19,198.24
31.39,198.24
31.59,198.28
31.79,198.28
31.99,198.24
32.19,198.23
32.39,198.22
32.59,198.22
32.79,198.16
32.99,198.2
33.19,198.16
33.39,198.18
33.59,198.19
33.79,198.24
33.99,198.27
34.19,198.3
34.39,198.37
34.59,198.38
34.79,198.38
34.99,198.37
35.19,198.4
35.39,198.37
35.59,198.34
35.79,198.31
35.99,198.3
36.19,198.26
36.39,198.32
36.59,198.15
37.32,198.11
37.84,198.14
38.04,198.42
38.24,199.34
38.44,201.81
38.64,209.57
38.84,207.66
39.40,198.73
39.98,208.07
40.18,208.36
40.68,206.47
41.25,209.02
41.46,209.34
41.88,206.8
42.46,209.34
42.66,209.6
43.08,207.58
43.65,209.16
43.85,209.21
44.27,198.41
44.73,206.79
44.93,209.26
45.13,209.55
45.62,198.38
46.19,207.56
46.39,208.1
46.85,207.24
47.42,208.55
47.62,208.73
48.29,205.91
48.86,208.56
49.06,208.8
49.48,208.62
49.79,207.07
50.05,208.39
50.25,208.46
50.67,198.48
51.14,207.09
51.34,207.87
51.54,207.96
52.01,200.29
52.58,209.45
52.78,209.32
53.24,207.86
53.81,210.21
54.01,210.0
54.43,204.99
54.99,207.95
55.20,207.91
55.63,206.45
56.20,207.15
56.40,207.09
57.06,206.83
57.63,209.31
57.83,209.2
58.41,198.41
58.97,208.61
59.17,209.21
59.64,205.32
60.21,208.12
60.41,208.38
60.83,198.52
61.38,208.76
61.58,208.81
61.99,203.66
62.55,207.01
62.75,207.09
62.95,206.97
63.15,207.07
63.35,206.92
63.55,198.73
63.75,198.53
63.95,198.51
64.15,198.54
64.35,198.55
64.55,198.51
64.75,198.5
64.95,198.51
65.15,198.58
