Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.12,155.01,118.16,115.43,118.17
0.12,155.0,118.23,115.46,118.27
0.32,155.1,118.21,115.46,118.21
0.52,155.02,118.28,115.46,118.27
0.72,155.08,118.26,115.33,118.16
0.92,155.09,118.25,115.31,118.09
1.12,155.0,118.21,115.28,118.03
1.32,154.99,118.26,115.31,118.09
1.52,155.07,117.96,115.32,108.07
1.72,137.74,105.85,104.72,96.14
1.93,124.43,96.16,95.52,86.78
2.13,109.73,87.12,86.27,77.39
2.33,95.7,77.61,76.98,70.38
2.54,85.1,70.18,69.14,70.26
2.74,84.54,70.07,69.0,70.19
2.94,84.24,70.03,68.94,70.17
3.14,84.0,70.01,68.89,70.14
3.35,83.68,69.96,68.87,70.13
3.55,83.54,69.88,68.88,70.13
3.75,83.5,69.91,68.86,70.11
3.96,83.3,69.9,68.85,70.11
4.16,83.17,70.02,68.84,70.13
4.36,83.11,70.04,68.83,70.12
4.57,82.97,70.07,68.83,70.1
4.77,82.75,70.07,68.86,70.11
4.97,82.71,70.13,68.84,70.13
5.17,82.6,69.97,68.84,70.13
5.39,82.29,69.89,68.83,70.12
6.10,82.05,70.07,68.81,70.09
6.52,81.53,69.91,68.84,70.1
7.65,81.26,69.93,68.8,70.13
8.44,81.25,69.93,68.79,70.11
8.65,81.23,69.93,68.81,70.09
8.85,81.07,69.97,68.79,70.09
9.05,81.07,69.96,68.78,70.05
9.26,81.07,69.97,68.79,70.04
9.46,80.95,69.98,68.77,70.03
9.67,80.87,69.97,68.78,70.03
9.87,80.9,69.94,68.78,70.03
10.07,80.8,69.97,68.79,70.05
10.28,80.73,70.01,68.79,70.02
10.64,80.69,69.93,68.79,70.04
10.92,80.59,70.0,68.78,70.02
11.28,93.62,69.91,68.77,70.02
11.52,106.34,69.88,68.78,70.03
11.72,117.38,69.93,68.79,70.02
11.92,130.52,69.88,68.79,70.03
12.12,143.34,69.94,68.77,70.02
12.49,142.8,69.92,68.76,70.03
12.91,143.19,69.95,68.75,70.03
13.21,143.84,69.9,68.77,70.0
13.92,144.1,69.83,68.78,69.99
14.13,144.19,69.81,68.76,70.0
14.34,144.33,69.75,68.79,69.98
14.54,144.57,69.89,68.78,69.99
14.82,144.79,80.28,68.75,69.97
15.02,144.83,88.86,68.97,69.94
15.25,145.0,98.89,77.02,69.94
15.45,145.23,108.25,86.7,71.42
15.65,145.24,115.41,93.47,79.87
15.85,146.74,115.17,104.36,90.12
16.05,147.93,114.89,109.74,97.38
16.25,147.95,114.94,112.49,104.61
16.45,148.05,115.0,112.12,113.31
16.65,148.25,114.89,112.17,114.88
16.92,146.03,113.93,111.32,114.24
17.26,146.11,113.92,111.34,114.27
17.46,146.24,113.9,111.33,114.16
17.67,146.33,114.85,111.9,117.34
17.87,147.79,115.8,112.94,117.84
18.07,147.96,115.87,112.96,117.92
18.27,149.5,116.68,113.54,118.48
18.47,155.85,121.53,118.83,123.76
18.67,159.8,124.07,120.82,123.83
18.90,162.82,125.71,122.78,126.04
19.10,167.68,130.15,126.49,129.99
19.30,167.98,130.76,127.47,130.74
19.50,167.59,130.58,126.98,130.25
19.70,166.55,129.36,125.71,129.0
19.90,168.85,131.46,128.09,131.3
20.10,171.54,132.4,129.2,132.14
20.41,172.25,132.12,128.81,131.74
20.61,171.13,131.77,128.13,131.51
20.81,172.8,132.56,129.11,132.42
21.01,171.56,131.73,127.91,131.88
21.21,173.02,133.3,129.69,133.35
21.41,171.31,132.23,128.51,131.81
21.61,170.93,131.12,127.8,131.18
21.88,170.9,130.73,127.57,130.83
22.08,168.99,128.92,125.59,128.82
22.28,167.96,128.77,124.93,128.38
22.59,167.72,128.4,124.92,128.34
22.79,168.01,129.78,125.76,129.38
23.15,166.97,128.3,124.6,127.77
23.35,165.85,128.5,124.68,128.47
23.66,166.64,127.46,124.14,127.38
23.86,167.76,128.75,125.4,128.38
24.06,169.62,130.3,127.08,130.12
24.26,171.4,131.14,127.84,131.35
24.46,174.19,133.63,130.47,133.88
24.66,175.41,134.67,131.53,135.07
24.86,174.4,133.55,130.18,133.72
25.06,175.73,134.7,131.2,134.59
25.26,174.52,133.62,130.18,133.4
25.46,172.82,131.47,128.18,131.46
25.73,173.18,131.66,128.21,131.46
25.93,172.25,130.12,126.89,130.08
26.13,169.6,128.1,124.85,128.32
26.42,169.07,127.66,124.38,127.52
26.62,171.42,129.64,126.62,129.61
26.82,171.49,130.35,127.28,130.21
27.02,172.66,131.66,128.32,131.04
27.22,174.24,132.62,129.74,132.52
27.42,174.34,133.62,130.08,132.82
27.62,174.03,132.97,129.09,131.97
27.82,170.46,130.09,126.64,129.36
