Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.12,153.79,118.37,115.43,118.44
0.12,153.79,118.46,115.56,118.62
0.32,153.85,118.39,115.56,118.53
0.52,153.78,118.41,115.54,118.57
0.72,153.83,118.41,115.56,118.53
0.92,153.85,112.54,107.82,118.52
1.12,153.8,102.89,98.79,118.56
1.32,153.77,93.91,89.74,118.6
1.52,153.88,83.75,79.94,117.29
1.72,153.09,73.93,70.61,106.78
1.92,138.12,70.32,69.08,96.18
2.13,124.94,70.11,68.97,86.42
2.33,110.48,70.0,68.92,76.66
2.53,96.34,70.0,68.9,70.2
2.73,84.28,70.11,68.91,70.07
2.93,83.9,70.04,68.88,70.02
3.13,83.45,70.14,68.89,70.0
3.33,83.2,70.19,68.88,69.99
3.53,83.08,70.09,68.88,69.95
3.73,82.83,70.08,68.86,69.92
3.93,82.62,70.17,68.87,69.91
4.13,82.53,70.06,68.86,69.89
4.36,82.01,70.14,68.83,69.89
5.07,81.65,69.97,68.85,69.87
5.85,81.14,69.96,71.7,71.65
7.20,80.98,70.0,71.7,72.33
7.40,80.94,69.97,71.71,72.92
7.60,80.93,69.9,71.31,73.2
7.80,80.76,69.94,70.75,73.17
8.00,80.81,69.96,70.19,73.15
8.20,80.89,70.0,69.17,72.83
8.55,91.6,70.03,68.84,72.12
8.79,105.3,70.03,68.83,71.43
8.99,117.8,70.02,68.83,70.86
9.19,130.05,70.06,68.85,70.11
9.39,141.83,70.08,68.77,69.84
10.15,142.01,70.11,68.78,69.84
10.35,142.25,70.1,68.78,69.85
10.56,142.55,70.03,68.79,69.9
10.77,142.8,69.95,68.8,69.88
11.02,143.08,72.34,68.76,69.88
11.50,143.3,82.9,68.76,69.85
11.70,143.46,92.64,75.58,69.83
11.92,143.48,100.51,83.15,69.82
12.12,143.68,108.39,91.22,77.81
12.32,143.73,114.83,99.53,86.71
12.52,146.11,115.03,106.9,94.23
12.72,146.35,114.86,113.04,103.64
12.92,146.5,114.9,112.29,111.79
13.12,146.62,114.98,112.03,115.54
13.32,144.65,113.98,111.28,114.78
13.71,144.63,113.91,111.2,114.84
13.91,144.7,113.88,111.22,114.81
14.13,144.83,113.91,111.77,115.47
14.33,146.37,115.52,113.12,116.81
14.53,146.68,115.56,113.18,116.95
14.73,148.67,116.22,113.72,117.42
14.93,148.84,116.22,113.76,117.36
15.13,154.32,119.33,116.5,120.05
15.33,157.14,122.03,118.61,122.91
15.53,162.26,124.89,121.88,125.39
15.73,160.59,124.37,121.38,124.9
15.93,163.91,127.07,123.77,127.57
16.13,158.7,122.7,119.97,123.2
16.48,157.54,121.57,118.65,121.9
16.68,160.87,124.25,120.93,124.24
16.88,158.73,122.09,118.89,122.39
17.08,159.51,122.71,119.87,123.33
17.28,164.01,125.94,122.9,126.15
17.48,164.86,126.99,123.59,127.31
17.68,162.48,124.25,121.22,124.74
17.88,165.16,126.92,123.77,127.32
18.08,164.4,126.11,122.83,125.69
18.28,159.71,122.6,119.34,122.68
18.48,156.59,120.37,117.15,120.32
18.68,153.72,118.24,115.3,118.58
18.88,150.36,116.16,113.38,116.25
19.08,148.03,114.2,111.33,114.66
19.28,147.96,114.29,111.34,114.76
19.48,148.02,114.28,111.36,114.68
19.68,148.23,114.45,111.52,114.87
19.91,148.99,115.16,112.24,115.42
