Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.00,135.0,129.0,147.0,132.0
0.00,135.0,129.0,147.0,132.0
0.20,98.0,92.0,112.0,101.0
0.40,84.0,77.0,95.0,86.0
0.60,120.0,116.0,129.0,135.0
0.80,129.0,96.0,108.0,132.0
1.00,132.0,78.0,95.0,133.0
1.20,90.0,75.0,118.0,131.0
1.40,83.0,75.0,137.0,101.0
1.60,82.0,75.0,140.0,86.0
1.80,82.0,75.0,140.0,90.0
2.00,82.0,75.0,140.0,124.0
2.20,82.0,75.0,142.0,129.0
2.40,82.0,75.0,142.0,130.0
2.60,82.0,75.0,141.0,130.0
2.80,82.0,75.0,140.0,130.0
3.00,82.0,75.0,140.0,111.0
3.20,82.0,75.0,141.0,87.0
3.40,82.0,75.0,141.0,84.0
3.60,82.0,75.0,140.0,84.0
3.80,82.0,75.0,141.0,84.0
4.00,82.0,75.0,140.0,84.0
4.20,128.0,114.0,145.0,127.0
4.40,89.0,79.0,142.0,101.0
4.60,83.0,75.0,141.0,86.0
4.80,82.0,74.0,141.0,84.0
5.00,82.0,74.0,141.0,84.0
5.20,82.0,74.0,141.0,84.0
5.40,82.0,74.0,141.0,83.0
5.60,82.0,75.0,142.0,83.0
5.80,82.0,75.0,141.0,84.0
6.00,82.0,75.0,144.0,118.0
6.20,82.0,75.0,145.0,128.0
6.40,82.0,75.0,144.0,101.0
6.60,82.0,75.0,144.0,86.0
6.80,82.0,75.0,145.0,84.0
7.00,82.0,75.0,145.0,84.0
7.20,82.0,75.0,144.0,84.0
7.40,82.0,75.0,145.0,83.0
7.60,82.0,75.0,146.0,84.0
7.80,82.0,75.0,144.0,83.0
8.01,82.0,75.0,144.0,83.0
8.21,82.0,75.0,145.0,83.0
8.41,82.0,75.0,145.0,83.0
8.61,82.0,75.0,145.0,83.0
8.81,82.0,74.0,145.0,83.0
9.01,82.0,75.0,144.0,83.0
9.21,82.0,74.0,144.0,83.0
9.41,82.0,75.0,145.0,83.0
9.61,82.0,74.0,145.0,83.0
9.81,82.0,75.0,145.0,83.0
10.01,82.0,75.0,144.0,83.0
10.21,82.0,75.0,143.0,83.0
10.41,82.0,83.0,144.0,83.0
10.61,82.0,88.0,146.0,83.0
10.81,82.0,76.0,145.0,83.0
11.01,82.0,75.0,141.0,83.0
11.21,82.0,75.0,141.0,83.0
11.41,82.0,75.0,141.0,83.0
11.61,82.0,75.0,142.0,83.0
11.81,82.0,75.0,140.0,83.0
12.01,82.0,75.0,140.0,83.0
12.21,82.0,75.0,140.0,83.0
12.41,82.0,74.0,140.0,83.0
12.61,125.0,75.0,143.0,83.0
12.81,137.0,75.0,144.0,83.0
13.01,99.0,75.0,143.0,83.0
13.21,84.0,75.0,143.0,83.0
13.41,82.0,75.0,143.0,83.0
13.61,82.0,75.0,143.0,83.0
13.81,82.0,75.0,143.0,83.0
14.01,82.0,75.0,143.0,83.0
14.21,82.0,74.0,143.0,83.0
14.41,120.0,112.0,144.0,117.0
14.61,135.0,107.0,140.0,103.0
14.81,136.0,126.0,147.0,128.0
15.01,134.0,82.0,100.0,130.0
15.21,133.0,76.0,94.0,130.0
15.41,133.0,75.0,93.0,101.0
15.61,133.0,75.0,133.0,86.0
15.81,134.0,75.0,103.0,117.0
16.01,133.0,118.0,94.0,128.0
16.21,133.0,104.0,130.0,129.0
16.41,133.0,79.0,138.0,101.0
16.61,134.0,115.0,142.0,121.0
16.81,134.0,82.0,100.0,111.0
17.01,133.0,119.0,94.0,128.0
17.21,133.0,92.0,93.0,101.0
17.41,134.0,77.0,133.0,86.0
17.61,134.0,105.0,105.0,118.0
17.81,134.0,124.0,96.0,128.0
18.01,133.0,86.0,134.0,106.0
18.21,135.0,89.0,145.0,98.0
18.41,134.0,93.0,140.0,116.0
18.61,134.0,83.0,100.0,114.0
18.81,133.0,107.0,94.0,110.0
19.01,134.0,79.0,122.0,87.0
19.21,134.0,75.0,130.0,98.0
19.41,134.0,117.0,121.0,126.0
20.05,135.0,87.0,145.0,95.0
20.25,134.0,94.0,140.0,99.0
20.45,134.0,77.0,139.0,85.0
20.65,134.0,75.0,139.0,84.0
20.85,134.0,114.0,139.0,83.0
21.05,107.0,87.0,111.0,98.0
21.25,122.0,76.0,95.0,85.0
21.45,132.0,75.0,93.0,84.0
21.65,133.0,75.0,122.0,83.0
21.85,92.0,75.0,98.0,83.0
22.05,128.0,75.0,133.0,83.0
22.25,133.0,114.0,110.0,83.0
22.45,108.0,125.0,95.0,104.0
22.65,122.0,122.0,93.0,116.0
22.85,132.0,127.0,93.0,128.0
23.05,134.0,85.0,106.0,130.0
23.25,134.0,76.0,135.0,130.0
23.45,134.0,75.0,139.0,111.0
23.65,134.0,75.0,139.0,87.0
23.85,136.0,109.0,143.0,115.0
24.05,134.0,82.0,139.0,110.0
24.25,132.0,76.0,100.0,87.0
24.45,133.0,75.0,94.0,84.0
24.65,134.0,88.0,93.0,83.0
24.85,134.0,109.0,92.0,83.0
25.05,134.0,79.0,93.0,83.0
25.25,134.0,75.0,93.0,83.0
25.45,134.0,75.0,131.0,83.0
25.65,134.0,75.0,126.0,111.0
25.85,133.0,112.0,97.0,127.0
26.05,102.0,92.0,93.0,100.0
26.25,128.0,122.0,93.0,121.0
26.45,123.0,117.0,93.0,88.0
26.65,133.0,97.0,93.0,123.0
26.85,133.0,78.0,128.0,129.0
27.05,134.0,75.0,138.0,101.0
27.25,134.0,75.0,139.0,86.0
27.45,136.0,85.0,144.0,93.0
27.65,134.0,112.0,122.0,125.0
27.85,134.0,80.0,96.0,100.0
28.05,134.0,75.0,93.0,86.0
28.25,134.0,100.0,93.0,84.0
28.45,134.0,93.0,92.0,83.0
28.65,134.0,77.0,93.0,83.0
28.85,133.0,75.0,130.0,83.0
29.05,134.0,97.0,107.0,114.0
29.25,133.0,123.0,95.0,128.0
29.45,94.0,102.0,93.0,101.0
29.65,128.0,78.0,129.0,117.0
29.85,133.0,75.0,138.0,88.0
30.05,134.0,101.0,124.0,124.0
30.25,134.0,78.0,97.0,100.0
30.45,133.0,75.0,93.0,111.0
30.65,133.0,75.0,113.0,127.0
30.85,134.0,77.0,135.0,130.0
31.05,134.0,121.0,120.0,130.0
31.25,134.0,91.0,139.0,108.0
31.45,133.0,122.0,142.0,127.0
31.66,133.0,82.0,140.0,100.0
31.86,133.0,75.0,139.0,86.0
32.06,133.0,75.0,139.0,84.0
32.26,133.0,74.0,139.0,83.0
32.46,133.0,74.0,139.0,83.0
32.66,133.0,74.0,139.0,83.0
32.86,133.0,74.0,139.0,83.0
33.06,133.0,74.0,139.0,83.0
33.26,133.0,74.0,139.0,83.0
33.46,133.0,74.0,139.0,121.0
33.66,133.0,74.0,139.0,128.0
33.86,133.0,74.0,139.0,129.0
34.06,133.0,74.0,139.0,130.0
34.26,133.0,74.0,139.0,130.0
34.46,133.0,74.0,139.0,130.0
34.66,133.0,74.0,139.0,130.0
34.86,133.0,74.0,139.0,130.0
35.06,133.0,74.0,139.0,106.0
35.26,133.0,74.0,139.0,86.0
35.46,133.0,74.0,139.0,84.0
35.66,133.0,74.0,139.0,83.0
35.86,133.0,74.0,139.0,83.0
36.06,133.0,74.0,139.0,83.0
36.26,133.0,74.0,139.0,83.0
36.46,133.0,74.0,139.0,83.0
36.66,133.0,74.0,139.0,83.0
36.86,133.0,74.0,139.0,83.0
37.06,133.0,74.0,139.0,83.0
37.26,133.0,111.0,139.0,83.0
37.46,134.0,125.0,120.0,83.0
37.66,133.0,127.0,96.0,83.0
37.86,133.0,90.0,128.0,83.0
38.06,90.0,76.0,101.0,83.0
38.26,135.0,122.0,137.0,125.0
38.46,149.0,130.0,145.0,132.0
38.66,109.0,119.0,143.0,132.0
