Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.19,121.81,74.04,69.03,71.61
0.19,121.98,74.03,68.99,71.58
0.39,121.98,74.08,69.02,71.54
0.59,121.9,74.22,69.0,71.57
0.79,121.79,74.27,68.97,71.54
0.99,121.84,74.18,68.98,71.54
1.19,121.89,74.1,69.0,71.51
1.39,121.89,74.03,69.0,71.51
1.59,121.91,74.02,68.97,71.51
1.79,116.1,74.09,68.97,71.5
1.99,106.26,74.23,68.99,71.5
2.19,96.86,74.23,68.99,71.51
2.40,86.17,74.14,69.01,71.5
2.60,76.48,74.07,68.99,71.54
2.81,72.46,74.0,68.98,71.54
3.01,72.34,73.99,68.99,71.56
3.22,72.29,74.09,69.01,71.54
3.42,72.29,74.22,69.02,71.55
3.63,72.27,74.16,69.02,71.56
3.83,72.24,74.1,68.99,71.56
4.04,72.2,74.06,68.99,71.57
4.24,72.21,74.02,69.04,71.54
4.44,72.19,74.03,69.0,71.54
4.65,72.2,74.13,68.99,71.51
4.85,72.21,74.21,68.98,71.5
5.06,72.21,74.11,69.01,71.53
5.27,72.2,74.04,69.02,71.54
5.49,72.19,74.09,69.03,71.54
6.20,73.19,74.17,68.98,71.53
6.61,75.35,74.22,70.67,71.55
7.75,73.77,74.02,72.08,71.57
8.55,73.17,74.04,72.06,71.57
8.75,72.54,74.14,72.04,71.58
8.96,72.13,74.26,71.64,71.59
9.16,72.13,74.17,71.06,71.56
9.36,72.12,74.08,70.46,71.55
9.57,72.13,74.04,69.83,71.57
9.77,72.15,74.04,69.06,71.58
10.14,81.47,74.18,69.08,71.58
10.39,92.55,74.29,69.05,71.58
10.59,101.06,74.2,69.03,71.54
10.79,109.03,74.09,69.03,71.52
10.99,117.91,74.04,69.06,71.55
11.19,118.24,74.01,69.04,71.53
11.39,117.33,74.0,69.0,71.48
12.80,117.45,73.99,69.02,71.53
13.93,117.46,73.99,69.04,71.55
14.21,117.42,74.22,68.99,71.57
14.64,117.5,74.11,69.03,71.55
15.06,117.43,73.99,69.0,71.5
15.48,117.39,74.08,69.01,71.54
15.86,117.36,74.18,69.03,71.56
16.30,117.43,74.08,69.03,71.56
16.52,117.47,74.01,69.05,71.54
16.74,117.57,73.99,69.04,71.53
16.95,117.58,74.04,69.07,71.58
17.16,117.51,74.21,69.06,71.55
17.37,117.5,74.24,69.04,71.57
17.58,117.53,74.13,69.03,71.55
17.79,117.46,74.03,69.01,71.54
18.00,117.5,75.43,69.05,71.51
18.39,117.5,87.76,69.07,71.53
18.60,117.56,97.47,69.66,71.5
18.85,117.5,110.25,78.95,71.52
19.05,117.53,118.52,87.33,71.53
19.25,117.52,127.22,95.96,82.28
19.45,118.6,127.22,105.17,92.58
19.65,119.79,127.47,112.23,100.25
19.85,119.87,127.76,113.78,109.99
20.05,119.95,128.06,113.07,120.78
20.25,119.95,128.19,113.11,122.04
20.45,117.63,127.61,112.45,121.58
20.89,117.63,127.68,112.53,121.63
21.09,117.71,127.91,112.5,121.69
21.32,117.69,128.49,112.98,124.98
21.52,119.0,129.75,114.28,125.92
21.72,118.98,129.85,114.27,125.91
21.92,120.6,130.37,114.72,126.58
22.12,123.92,134.23,118.44,130.56
22.32,128.03,136.93,121.41,131.13
22.52,132.4,141.5,125.46,135.63
22.72,135.93,143.8,127.62,137.57
22.92,139.96,149.35,132.66,143.11
23.12,140.21,147.67,130.73,140.8
23.32,141.43,150.09,133.54,143.66
23.52,139.84,146.52,129.65,139.85
23.72,142.22,150.54,133.01,143.12
23.92,139.21,146.45,128.76,139.18
24.12,141.87,151.01,133.04,143.25
24.32,139.15,146.62,128.68,139.03
24.52,141.86,151.18,132.91,143.06
24.72,139.06,146.78,128.68,138.91
24.92,141.77,151.06,132.9,143.15
25.12,138.97,146.66,128.44,139.04
25.32,141.66,151.34,133.03,143.22
25.52,138.97,147.03,128.46,139.18
25.72,141.8,151.72,133.05,143.27
25.92,139.16,147.2,128.47,139.35
26.12,142.01,151.87,133.03,143.59
26.32,139.18,147.27,128.52,139.38
26.52,142.07,151.68,133.2,143.6
26.72,139.23,147.37,128.6,139.53
26.92,141.9,152.26,133.21,143.77
27.12,139.14,147.89,128.76,139.56
27.32,141.7,152.58,133.32,143.75
27.52,139.01,148.3,128.68,139.56
27.72,142.0,152.8,133.32,143.88
27.92,139.04,148.22,129.08,139.7
28.12,142.07,152.93,133.06,143.87
28.32,139.21,148.66,129.07,139.72
28.52,142.05,153.24,133.2,143.99
28.72,139.2,148.68,128.77,139.78
28.92,142.2,153.35,133.14,143.94
29.12,139.22,148.96,128.57,139.62
29.32,142.25,153.4,132.86,143.73
29.52,139.27,148.85,128.79,139.63
29.72,142.07,153.22,133.07,143.65
29.92,138.89,148.68,128.71,139.45
30.12,141.95,153.21,132.71,143.77
30.32,139.2,148.83,128.7,139.78
30.52,142.36,153.62,132.98,144.17
30.72,139.52,149.22,128.65,139.93
30.92,142.58,154.01,133.1,144.45
31.12,139.79,149.81,129.17,140.26
31.32,142.49,154.14,133.08,144.45
31.52,139.64,149.64,128.89,140.34
31.72,142.6,154.45,133.35,144.74
31.92,139.99,150.12,129.15,140.41
32.12,142.71,154.47,133.37,144.7
32.32,139.83,150.28,129.23,140.46
32.52,142.56,154.76,133.13,144.56
32.72,139.84,150.33,128.97,140.27
32.92,142.3,154.73,133.42,144.43
33.12,139.57,150.39,128.92,140.26
33.32,142.55,154.66,133.1,144.53
33.52,139.73,150.12,129.12,140.24
33.72,142.39,154.82,133.1,144.53
33.92,139.84,150.35,128.92,140.39
34.12,142.62,155.06,133.16,144.66
34.32,139.48,150.82,129.22,140.29
34.52,142.44,155.21,133.36,144.59
34.73,139.6,150.7,129.26,140.33
34.93,142.38,155.24,133.12,144.25
35.13,139.26,150.96,129.13,140.04
35.33,142.32,155.43,133.25,144.47
35.53,139.74,151.1,129.05,140.28
35.73,142.47,155.57,133.03,144.46
35.93,139.58,151.29,129.13,140.39
36.13,142.54,155.64,133.13,144.78
36.33,139.59,151.09,129.04,140.39
36.53,142.25,155.83,133.36,144.71
36.73,139.58,151.23,129.32,140.47
36.93,142.27,155.94,133.39,144.65
37.13,139.3,151.35,129.06,140.46
37.33,142.18,156.07,133.18,144.77
37.53,139.81,151.67,129.11,140.62
37.73,142.52,156.35,133.02,144.75
37.93,139.8,152.02,129.01,140.53
38.13,142.64,156.52,133.46,144.81
38.33,139.71,151.85,129.22,140.41
38.53,142.22,156.36,133.53,144.59
38.73,139.41,151.83,129.43,140.41
38.93,142.25,156.41,133.62,144.59
39.13,139.28,152.1,129.36,140.42
39.33,142.27,156.49,133.56,144.83
39.53,139.62,152.22,129.29,140.75
39.73,142.32,156.56,133.46,145.04
39.93,139.47,152.32,129.25,140.79
40.13,142.43,156.67,133.54,145.12
40.33,139.65,152.4,129.42,140.84
40.53,142.55,156.83,133.67,145.04
40.73,139.88,152.34,129.4,140.69
40.93,142.6,156.95,133.64,145.09
41.13,139.72,152.67,129.33,140.68
41.33,142.45,157.06,133.47,144.88
41.53,139.44,152.75,129.14,140.54
41.73,142.3,157.05,133.24,144.86
41.93,139.62,152.61,129.21,140.63
42.13,142.32,157.32,133.37,144.95
42.33,139.4,152.71,129.29,140.7
42.53,142.28,157.34,133.46,144.91
42.73,139.31,152.79,129.36,140.73
42.93,142.23,157.34,133.5,144.8
43.13,139.35,153.01,129.33,140.72
43.33,142.47,157.4,133.39,145.17
43.53,139.6,152.85,129.26,140.91
43.73,142.4,157.55,133.27,145.14
43.93,139.51,153.33,129.18,141.08
44.13,142.28,157.69,133.35,145.25
44.33,139.38,153.2,129.13,140.76
44.53,142.36,157.86,133.23,145.18
44.73,139.71,153.66,129.21,140.97
44.93,142.51,158.07,133.49,145.19
45.13,139.73,153.84,129.41,140.95
45.33,142.65,158.04,133.7,145.37
45.53,140.08,153.98,129.64,141.21
45.73,142.69,157.96,133.91,145.29
45.93,140.01,153.69,129.5,141.23
46.13,142.63,158.14,133.68,145.34
46.33,139.67,154.1,129.61,140.76
46.53,142.33,158.48,133.7,145.09
46.73,139.76,154.37,129.48,140.78
46.93,142.47,158.42,133.79,144.88
47.13,139.63,154.23,129.4,140.41
47.33,142.6,158.66,133.69,145.02
47.53,140.03,154.32,129.44,140.82
47.73,142.68,158.66,133.7,145.26
47.93,139.98,154.4,129.37,141.02
48.13,142.59,158.75,133.76,145.55
48.33,139.84,154.34,129.54,141.32
48.53,142.64,158.91,133.6,145.6
48.73,139.87,154.66,129.38,141.18
48.93,142.52,158.78,133.71,145.54
49.13,139.56,154.68,129.39,141.18
49.33,142.32,158.8,133.53,145.2
49.53,139.56,154.53,129.35,140.95
49.73,142.42,158.97,133.54,145.33
49.93,139.8,154.78,129.3,140.93
50.13,142.72,159.49,133.48,145.37
50.33,140.18,155.1,129.13,140.97
50.53,142.71,159.28,133.47,144.93
50.73,140.13,155.26,129.23,140.71
50.93,142.66,159.25,133.59,145.15
51.13,139.73,155.08,129.2,141.0
51.33,142.46,159.33,133.76,145.44
51.53,139.71,155.11,129.36,140.98
51.73,142.55,159.37,133.62,145.29
51.93,139.7,155.21,129.19,140.81
52.13,142.7,159.58,133.6,145.07
52.33,140.0,155.29,129.23,140.75
52.53,142.65,159.79,133.51,145.13
52.73,139.89,155.46,129.03,140.84
52.93,142.6,160.0,133.66,145.27
53.13,140.01,155.78,129.45,141.17
53.33,142.72,160.05,133.76,145.31
53.53,140.2,155.77,129.44,140.92
53.73,142.88,160.31,133.94,145.45
53.93,139.87,156.0,129.43,141.12
54.13,142.67,160.16,133.74,145.17
54.33,140.15,155.89,129.38,140.97
54.53,142.57,160.13,133.74,145.47
54.73,140.02,155.96,129.59,140.9
54.93,142.84,160.16,133.59,145.41
55.13,140.11,155.84,129.41,141.09
55.33,142.52,160.1,133.61,145.07
55.53,139.66,155.82,129.33,140.77
55.73,142.46,160.28,133.56,145.17
55.93,139.56,156.08,129.55,140.65
56.13,142.45,160.34,133.98,145.24
56.33,139.89,156.2,129.56,141.08
56.53,142.56,160.66,133.88,145.42
56.73,139.87,156.46,129.68,140.98
56.93,142.69,160.52,133.75,145.57
57.13,140.19,156.36,129.29,141.02
57.33,142.87,160.71,133.72,145.34
57.53,140.31,156.57,129.51,141.13
57.73,143.08,160.99,133.83,145.28
57.93,140.32,156.71,129.54,141.21
58.13,142.79,161.23,133.91,145.26
58.33,140.23,156.97,129.64,141.29
58.53,142.62,161.19,134.08,145.48
58.73,139.87,157.07,129.82,141.07
58.93,142.62,161.31,134.03,145.46
59.13,139.93,157.08,129.87,141.13
59.33,142.45,161.54,134.05,145.56
59.54,139.93,157.25,129.78,141.24
59.74,142.85,161.58,134.11,145.29
59.94,140.08,157.31,129.65,141.21
60.14,142.93,161.67,133.98,145.53
60.34,139.99,157.36,129.34,141.15
60.54,142.56,161.46,133.7,145.07
60.74,139.93,157.25,129.38,141.15
60.94,142.48,161.64,133.83,145.32
61.14,139.62,157.27,129.66,140.92
61.34,142.44,161.85,134.23,145.23
61.54,139.71,157.64,130.06,141.01
61.74,142.53,161.87,134.07,145.39
61.94,139.88,157.35,129.62,141.05
62.14,142.57,161.76,133.66,145.24
62.34,139.9,157.35,129.28,141.05
62.54,142.68,161.61,133.63,145.18
62.74,139.89,157.35,129.42,141.12
62.94,142.83,161.87,133.71,145.15
63.14,140.08,157.41,129.46,141.12
63.34,142.49,161.7,133.6,145.01
63.54,139.76,157.5,129.53,140.81
63.74,142.61,161.97,133.68,145.38
63.94,139.65,157.57,129.23,141.08
64.14,142.57,162.01,133.8,145.4
64.34,139.78,157.89,129.48,141.19
64.54,142.57,162.24,133.69,145.37
64.74,139.86,157.73,129.35,141.16
64.94,142.62,162.24,133.84,145.27
65.14,140.08,158.29,129.43,141.35
65.34,142.73,162.45,133.83,145.28
65.54,140.08,158.28,129.44,141.23
65.74,142.79,162.89,133.74,145.34
65.94,140.22,158.68,129.26,141.29
66.14,142.75,162.66,133.65,145.29
66.34,140.18,158.34,129.27,141.33
66.54,142.84,162.61,133.65,145.45
66.74,140.02,158.15,129.47,141.46
66.94,142.83,162.62,133.76,145.52
67.14,140.17,158.42,129.73,141.48
67.34,142.84,162.96,134.07,145.4
67.54,140.42,158.7,129.59,141.4
67.74,142.93,163.26,134.0,145.48
67.94,139.99,158.83,129.64,141.26
68.14,142.65,163.22,133.71,145.5
68.34,139.83,158.79,129.32,141.41
68.54,142.52,162.89,133.49,145.53
68.74,139.72,158.38,129.14,141.32
68.94,142.54,162.93,133.7,145.52
69.14,140.15,158.68,129.21,141.29
69.34,142.68,163.13,133.7,145.32
69.54,139.99,158.89,129.51,141.35
69.74,142.85,163.32,133.72,145.64
69.94,140.16,159.19,129.49,141.46
70.14,142.8,163.38,133.77,145.43
70.34,139.93,158.82,129.55,141.25
70.54,142.69,163.43,133.82,145.24
70.74,139.82,158.99,129.36,141.16
70.94,142.62,163.36,133.87,145.31
71.14,140.19,159.12,129.4,141.21
71.34,142.78,163.6,133.9,145.4
71.54,140.27,158.92,129.32,141.45
71.74,142.7,163.66,133.75,145.48
71.94,140.24,159.0,129.2,141.45
72.14,142.64,163.4,133.73,145.4
72.34,139.83,158.73,129.37,141.19
72.54,142.6,163.35,133.58,145.38
72.74,139.99,159.02,129.13,141.17
72.94,142.77,163.52,133.67,145.36
73.14,140.37,159.09,129.19,141.4
73.34,142.78,163.77,133.84,145.7
