Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.13,122.04,143.64,116.91,128.49
0.13,122.11,143.76,116.96,128.72
0.33,122.07,143.88,116.95,128.71
0.53,122.06,143.96,116.94,128.7
0.73,122.08,144.06,116.98,128.66
0.93,121.91,144.06,116.88,128.69
1.13,121.89,144.13,116.88,128.68
1.33,121.88,144.23,116.85,128.7
1.53,111.36,144.27,116.86,125.23
1.73,99.59,133.63,107.97,112.04
1.94,89.72,121.29,98.9,100.44
2.14,79.81,107.6,89.58,89.62
2.35,72.64,95.08,78.59,78.75
2.56,72.48,80.91,70.02,73.4
2.77,72.36,80.5,69.43,73.35
2.97,72.35,80.24,69.36,73.32
3.18,72.34,80.06,69.34,73.3
3.39,72.34,79.95,69.33,73.28
3.60,72.32,79.79,69.33,73.23
3.81,72.32,79.66,69.35,73.27
4.01,72.29,79.53,69.35,73.24
4.25,72.28,79.21,69.32,73.17
4.96,72.23,79.07,69.33,73.16
5.36,72.26,78.77,69.33,73.1
6.52,72.26,78.56,69.32,73.13
7.32,72.25,78.51,69.31,73.1
7.53,72.2,78.48,69.32,73.13
7.73,72.19,78.48,69.35,73.13
7.94,72.2,78.41,69.36,73.06
8.14,72.22,78.36,69.34,73.08
8.51,82.54,78.32,69.33,73.04
8.75,92.67,78.32,69.32,73.05
8.96,101.77,78.27,69.31,73.03
9.16,110.06,78.25,69.28,73.07
9.36,118.95,78.21,69.28,73.07
9.56,117.69,78.19,69.31,73.04
9.93,117.56,78.0,69.25,72.96
10.91,117.54,77.89,69.25,72.98
11.70,117.6,77.78,69.26,72.94
12.57,117.67,77.74,69.28,72.87
13.12,117.64,77.69,69.27,72.85
13.55,117.67,77.65,69.25,72.89
13.77,117.67,77.65,69.26,72.85
13.98,117.63,77.65,69.28,72.88
14.19,117.59,77.69,69.28,72.89
14.40,117.6,77.63,69.29,72.88
14.61,117.6,77.6,69.26,72.89
14.82,117.62,77.63,69.25,72.83
15.02,117.69,77.69,69.29,72.86
15.24,117.72,77.77,69.29,72.86
15.45,117.71,77.79,69.28,72.86
15.66,117.69,77.81,69.28,72.84
15.87,117.64,77.8,69.28,72.82
16.08,117.63,77.79,69.29,72.83
16.29,117.73,77.79,69.28,72.81
16.60,117.71,89.3,69.27,72.82
16.83,117.7,100.79,69.25,72.84
17.03,117.74,114.76,74.67,72.82
17.27,117.73,124.96,83.28,72.8
17.47,117.69,135.57,91.53,82.12
17.67,117.66,135.13,98.95,90.3
17.87,119.89,135.44,107.59,100.75
18.07,119.92,135.7,114.4,109.66
18.27,119.95,135.98,113.58,120.64
18.47,120.01,136.28,113.41,124.87
18.67,120.11,136.43,113.47,124.21
18.87,117.82,135.81,112.81,123.83
19.28,117.84,135.88,112.82,123.85
19.48,117.83,136.16,112.83,123.9
19.72,117.84,136.76,113.33,128.32
19.92,119.25,138.0,114.67,129.16
20.12,119.3,138.2,114.88,129.29
20.32,119.56,138.74,115.09,129.93
20.52,121.42,139.52,115.85,130.57
20.72,128.68,146.75,123.19,133.42
20.92,132.24,149.77,125.07,136.38
21.12,138.9,157.06,132.59,143.32
21.32,142.84,159.97,135.1,146.44
21.52,148.86,167.49,141.63,153.6
21.72,146.49,164.27,138.15,150.12
21.92,147.8,166.29,140.97,154.36
22.12,147.22,163.87,138.1,150.31
22.32,147.35,165.4,138.84,152.1
22.52,143.72,160.36,135.14,146.3
22.72,139.09,156.88,130.4,142.43
22.92,132.76,149.79,123.5,135.03
23.12,127.09,145.83,119.41,131.0
23.32,121.41,141.08,114.85,126.27
23.52,118.14,139.2,112.9,124.38
23.72,118.06,139.2,112.89,124.4
23.92,118.04,139.25,112.87,124.36
24.12,118.06,139.24,112.85,124.37
24.32,118.07,139.25,112.85,124.42
24.52,118.06,139.31,112.86,124.39
24.72,118.03,139.34,112.86,124.42
24.92,118.02,139.43,112.85,124.42
25.12,118.07,139.44,112.85,124.45
25.32,118.24,139.63,113.01,124.59
25.55,119.03,140.41,113.76,125.22
25.75,119.76,141.22,114.51,126.0
