Time(S),GPU0_Power(W)
0.03,35.0
0.03,35.0
0.23,34.83
0.43,34.71
0.63,34.72
0.83,34.69
1.03,34.59
1.23,34.8
1.43,34.7
1.63,32.86
1.83,32.76
2.03,32.77
2.23,32.57
2.43,32.67
2.63,32.62
2.83,32.7
3.03,32.6
3.23,32.6
3.43,32.68
3.63,32.68
3.83,32.68
4.03,32.67
4.23,32.68
4.43,32.68
4.63,32.67
4.83,32.67
5.03,32.67
5.23,32.67
5.43,32.58
5.63,32.77
5.83,32.77
6.03,32.58
6.23,32.67
6.43,32.58
6.63,32.58
6.83,32.68
7.03,32.58
7.23,32.68
7.43,32.58
7.63,32.69
7.83,32.67
8.03,32.58
8.23,32.58
8.43,32.58
8.63,32.58
8.83,32.68
9.03,32.58
9.23,34.61
9.43,34.7
9.63,34.72
9.83,34.7
10.03,34.81
10.23,34.8
10.43,34.8
10.63,35.03
10.83,43.48
11.03,35.91
11.23,52.05
11.43,42.9
11.63,42.46
11.83,42.54
12.03,43.0
12.23,42.63
12.43,42.99
12.63,42.62
12.83,43.0
13.03,42.62
13.23,35.1
13.43,34.8
13.63,35.57
