Time(S),GPU0_Power(W)
0.06,198.49
0.06,198.53
0.26,198.57
0.46,198.6
0.66,198.49
0.86,198.31
1.06,198.24
1.26,197.83
1.46,188.63
1.66,178.15
1.86,169.32
2.06,159.37
2.26,149.56
2.46,148.31
2.66,147.15
2.86,146.24
3.06,145.49
3.26,144.99
3.46,144.67
3.67,144.57
3.87,144.49
4.07,144.4
4.27,144.31
4.47,144.22
4.67,144.13
4.87,144.05
5.07,144.03
5.27,144.06
5.47,144.03
5.67,144.02
5.87,144.02
6.07,144.01
6.27,143.97
6.47,143.98
6.67,144.06
6.87,144.41
7.13,144.88
7.33,153.21
7.53,162.87
7.73,173.41
7.93,183.93
8.13,194.9
8.33,198.18
8.53,198.01
8.73,198.04
8.94,198.05
9.14,198.03
9.34,198.04
9.54,198.04
9.74,198.0
9.94,197.96
10.14,197.95
10.34,197.99
10.54,197.99
10.74,197.99
10.94,198.01
11.14,198.01
11.34,198.01
11.54,198.0
11.74,198.02
11.94,198.03
12.14,198.04
12.34,198.04
12.54,198.18
12.74,198.11
12.94,198.1
13.14,198.16
13.34,198.56
13.54,198.83
13.74,200.58
13.94,202.88
14.14,206.14
14.34,208.51
14.54,211.85
14.74,213.07
14.94,213.43
15.14,213.48
15.34,212.92
15.54,210.62
15.74,211.77
15.94,211.43
16.14,211.58
16.34,211.92
16.54,211.91
16.74,210.95
16.94,211.23
17.14,211.16
17.34,212.05
17.54,211.95
17.74,211.04
17.94,211.34
18.14,211.52
18.34,210.71
18.54,210.29
18.74,211.49
18.94,210.88
19.14,210.45
19.34,210.7
19.54,210.51
19.75,210.32
19.95,210.73
20.15,210.8
20.35,210.32
20.55,211.25
20.75,211.28
20.95,210.96
21.15,210.95
21.35,210.79
21.55,210.76
21.75,211.24
21.95,212.38
22.15,211.25
22.35,211.46
22.55,211.03
22.75,209.76
22.95,209.73
23.15,210.56
23.35,211.41
23.55,211.8
23.75,212.03
23.95,211.11
24.15,210.44
24.35,210.25
24.55,209.45
24.75,209.99
24.95,210.35
25.15,210.07
25.35,209.75
25.55,210.02
25.75,209.73
25.95,209.51
26.15,210.21
26.35,209.93
26.55,207.31
26.75,204.85
26.95,202.32
27.15,199.71
27.35,198.05
27.55,198.02
27.75,198.02
27.95,198.0
28.15,197.98
28.35,197.98
28.55,198.14
