Time(S),GPU0_Power(W)
0.03,35.07
0.03,34.31
0.23,33.43
0.43,33.45
0.63,33.41
0.83,33.34
1.03,33.34
1.23,33.44
1.43,33.53
1.63,31.81
1.83,31.71
2.03,31.61
2.23,31.61
2.43,31.61
2.63,31.61
2.83,31.61
3.03,31.61
3.23,31.61
3.43,31.61
3.63,31.61
3.83,31.61
4.03,31.61
4.23,31.61
4.43,31.51
4.63,31.61
4.83,31.61
5.03,31.61
5.23,31.61
5.43,31.51
5.63,31.61
5.83,33.43
6.03,34.79
6.23,34.79
6.43,34.79
6.63,34.69
6.83,34.79
7.03,34.79
7.23,34.79
7.44,34.79
7.64,34.8
7.84,33.44
8.04,33.45
8.24,33.45
8.44,33.56
8.68,33.44
9.26,33.44
9.84,33.44
10.05,33.53
10.35,33.43
11.15,33.43
11.70,33.51
11.92,34.01
12.21,33.44
13.00,34.41
13.20,33.44
13.40,33.53
13.60,33.53
13.80,33.44
14.01,33.44
14.21,33.53
14.41,33.44
14.61,33.44
14.81,33.53
15.01,33.53
15.21,33.44
15.41,33.44
15.61,33.44
15.81,33.44
16.01,33.44
16.21,33.53
16.41,33.53
16.61,33.44
16.81,33.44
17.01,34.69
17.21,35.94
17.41,36.04
17.61,33.52
17.81,36.01
18.01,33.58
18.22,35.18
18.42,33.51
18.62,35.58
18.82,33.54
19.02,33.48
19.22,38.09
19.42,34.15
19.62,36.65
19.82,34.04
20.02,40.99
20.22,33.75
20.42,43.97
20.62,33.63
20.82,45.32
21.02,34.64
21.22,35.07
21.42,33.53
21.62,41.53
21.82,43.0
22.02,33.53
22.22,33.53
22.42,42.4
22.62,33.5
22.82,42.56
23.02,33.54
23.22,40.36
23.42,33.58
23.62,39.7
23.82,33.58
24.02,40.2
24.22,33.58
24.42,39.4
24.62,33.4
24.90,33.4
25.10,38.75
25.30,40.31
25.50,37.45
25.70,41.01
25.90,37.78
26.10,33.49
26.30,33.49
26.50,38.25
26.70,33.28
26.90,37.33
27.10,33.36
27.30,36.78
27.50,33.29
27.70,36.55
27.90,33.33
28.10,39.77
28.30,33.44
28.50,36.64
28.70,33.36
28.90,34.54
29.10,33.36
29.30,36.91
29.50,33.28
29.70,34.59
29.90,33.34
30.10,34.42
30.31,33.36
30.51,44.69
30.71,40.06
30.91,33.42
31.11,44.56
31.31,33.41
31.51,33.49
31.71,40.15
31.91,33.36
32.11,40.6
32.31,33.45
32.51,42.4
32.71,33.5
32.91,33.38
33.11,35.9
33.31,33.33
33.51,40.64
33.71,36.39
33.91,41.0
34.11,33.37
34.31,36.7
34.51,33.42
34.71,34.13
34.91,33.41
35.11,33.4
35.31,33.37
35.51,40.72
35.71,33.56
35.91,39.75
36.11,33.72
36.31,36.69
36.51,33.99
36.71,37.66
36.91,33.31
37.12,39.3
37.32,39.17
37.52,44.35
37.72,35.01
37.92,35.31
38.12,33.3
38.39,33.3
38.59,34.97
38.79,33.43
39.00,36.44
39.20,33.35
39.40,33.29
39.60,33.29
39.80,33.4
40.00,33.6
40.20,35.12
40.40,33.46
40.60,33.45
40.80,33.34
41.00,33.34
41.20,33.34
41.40,33.34
41.60,33.44
41.80,33.44
42.00,33.34
42.20,33.34
42.40,33.44
42.60,33.44
42.80,33.34
43.00,33.34
43.20,33.34
43.40,33.34
43.60,33.34
43.80,33.34
