Time(S),GPU0_Power(W)
0.22,146.83
0.22,147.63
0.42,148.5
0.62,149.12
0.82,149.18
1.02,149.32
1.22,149.28
1.42,140.01
1.62,127.06
1.82,113.79
2.02,100.51
2.22,87.24
2.42,83.11
2.62,82.76
2.82,82.56
3.02,82.21
3.22,82.05
3.42,81.97
3.62,81.75
3.82,81.63
4.02,81.63
4.22,81.28
4.72,81.25
5.22,82.04
5.42,91.96
5.62,104.97
5.82,117.0
6.02,128.59
6.22,138.95
6.42,141.92
6.62,141.24
6.82,141.41
7.03,141.72
7.23,141.83
7.43,142.05
7.63,142.38
7.83,142.61
8.03,142.88
8.23,145.55
8.43,146.39
8.63,147.15
8.98,147.89
9.18,148.11
9.38,147.41
9.58,148.89
9.78,149.22
9.98,148.94
10.18,146.89
10.38,146.09
10.58,145.05
10.78,144.13
10.98,144.27
11.18,144.33
11.38,144.3
11.58,145.29
