Time(S),GPU0_Power(W)
0.06,198.67
0.06,198.71
0.26,198.7
0.46,198.7
0.66,198.57
0.86,198.25
1.06,198.23
1.26,198.24
1.46,197.59
1.66,188.0
1.86,178.25
2.06,168.24
2.26,158.03
2.46,148.55
2.66,147.16
2.86,146.27
3.06,145.61
3.26,145.09
3.46,144.82
3.67,144.73
3.87,144.59
4.07,144.45
4.27,144.34
4.47,144.24
4.67,144.11
4.87,144.05
5.07,144.02
5.27,144.0
5.47,143.97
5.67,143.98
5.87,144.0
6.07,143.97
6.27,143.99
6.47,144.0
6.73,144.01
6.93,144.36
7.13,144.92
7.33,154.22
7.53,163.64
7.73,174.24
7.93,184.75
8.13,194.7
8.33,198.13
8.53,198.05
8.73,198.06
8.93,198.07
9.13,198.05
9.33,197.78
9.95,197.8
10.15,197.8
10.35,197.85
10.55,197.96
10.75,198.23
10.95,198.24
11.15,198.31
11.35,199.17
11.55,199.18
11.75,200.06
11.95,202.87
12.15,204.07
12.35,204.62
12.55,206.6
12.75,207.57
12.95,205.56
13.15,203.74
13.35,202.39
13.55,200.42
13.75,199.07
13.95,198.06
14.15,198.08
14.35,198.04
14.55,198.04
14.75,197.99
14.95,198.01
