Time(S),GPU0_Power(W)
0.00,125.0
0.00,125.0
0.20,99.0
0.40,84.0
0.60,132.0
0.80,134.0
1.00,134.0
1.20,131.0
1.40,100.0
1.60,84.0
1.80,97.0
2.00,127.0
2.20,131.0
2.40,131.0
2.60,131.0
2.80,131.0
3.00,137.0
3.20,122.0
3.40,87.0
3.60,82.0
3.80,81.0
4.00,81.0
4.20,81.0
4.40,81.0
4.60,81.0
4.80,112.0
5.00,116.0
5.20,86.0
5.40,82.0
5.60,81.0
5.80,81.0
6.00,81.0
6.20,81.0
6.40,81.0
6.60,81.0
6.80,81.0
7.00,81.0
7.20,81.0
7.40,81.0
7.60,81.0
7.80,81.0
8.00,81.0
8.20,81.0
8.40,81.0
8.60,81.0
8.80,81.0
9.00,81.0
9.20,81.0
9.40,81.0
9.60,113.0
9.80,129.0
10.00,128.0
10.20,87.0
10.40,82.0
10.60,81.0
10.80,100.0
11.00,129.0
11.20,118.0
11.40,103.0
11.60,142.0
11.80,148.0
12.00,162.0
12.20,155.0
12.40,135.0
12.60,132.0
12.80,138.0
13.00,180.0
13.20,150.0
13.40,116.0
13.60,188.0
13.80,227.0
14.00,133.0
14.20,94.0
14.40,181.0
14.60,247.0
14.80,139.0
15.00,94.0
15.20,214.0
15.40,230.0
15.60,150.0
15.80,131.0
16.00,200.0
16.20,200.0
16.40,360.0
16.61,371.0
16.81,454.0
17.01,326.0
17.21,450.0
17.41,315.0
17.61,260.0
17.81,233.0
18.01,273.0
18.21,160.0
18.41,98.0
18.61,124.0
18.81,100.0
19.01,89.0
19.21,88.0
19.41,92.0
19.61,88.0
19.81,106.0
20.01,90.0
20.21,87.0
20.41,87.0
20.61,87.0
20.81,87.0
21.01,87.0
21.21,87.0
21.41,93.0
21.61,90.0
21.81,84.0
22.01,82.0
22.21,81.0
22.41,81.0
22.61,81.0
22.81,98.0
23.01,110.0
23.21,105.0
