Time(S),GPU0_Power(W)
0.06,198.3
0.06,198.32
0.26,198.3
0.46,198.36
0.66,198.34
0.86,198.04
1.06,198.04
1.26,198.07
1.46,198.05
1.66,198.05
1.86,196.25
2.06,186.43
2.26,176.88
2.46,166.2
2.66,155.96
2.86,147.23
3.06,146.3
3.26,145.62
3.46,145.14
3.66,144.79
3.86,144.63
4.06,144.54
4.26,144.37
4.46,144.25
4.66,144.1
4.86,144.05
5.06,143.96
5.27,143.93
5.47,143.92
5.67,143.89
5.87,143.85
6.07,143.91
6.31,143.91
6.51,144.04
6.71,144.72
6.91,154.03
7.11,163.61
7.31,174.17
7.51,184.67
7.71,194.73
7.91,197.92
8.11,197.84
8.31,197.84
8.51,197.86
8.71,197.85
8.91,197.84
9.11,197.82
9.31,197.79
9.51,197.78
9.71,197.81
9.91,197.81
10.11,197.83
10.31,197.96
10.51,198.77
10.71,198.74
10.91,198.74
11.11,200.93
11.31,200.84
11.51,200.98
11.71,201.74
11.92,204.01
12.12,203.31
12.32,203.4
12.52,204.04
12.72,204.92
12.92,202.63
13.12,202.01
13.32,201.84
13.52,200.88
13.72,200.64
13.92,200.76
14.12,201.44
14.32,201.38
14.52,201.84
14.72,201.9
14.92,201.8
15.12,201.38
15.32,202.52
15.52,201.49
15.72,201.53
15.92,202.17
16.12,202.06
16.32,202.23
16.52,203.22
16.72,203.11
16.92,201.85
17.12,201.31
17.32,202.49
17.52,201.55
17.72,202.6
17.92,202.62
18.12,202.95
18.32,202.48
18.52,202.99
18.72,204.12
18.92,204.18
19.12,203.64
19.32,202.12
19.52,201.31
19.72,199.08
19.92,199.07
20.12,198.02
20.32,198.02
20.52,198.04
20.72,198.05
20.92,198.0
21.12,198.14
