Time(S),GPU0_Power(W)
0.22,149.3
0.22,149.98
0.42,150.89
0.62,151.46
0.82,151.46
1.02,151.36
1.22,147.07
1.42,133.73
1.62,118.84
1.82,106.69
2.02,93.09
2.22,83.71
2.42,83.23
2.62,82.93
2.83,82.51
3.03,82.34
3.23,82.32
3.43,82.09
3.63,81.98
3.83,82.02
4.03,81.81
4.23,81.65
4.43,81.5
4.92,81.26
5.38,81.13
5.59,82.01
5.79,92.04
5.99,104.94
6.19,117.08
6.39,129.12
6.59,141.38
6.79,142.69
6.99,142.06
7.19,142.22
7.39,142.65
7.74,142.81
7.94,142.93
8.14,143.04
8.34,143.27
8.56,143.52
8.76,143.5
8.96,143.75
9.16,143.96
9.36,144.19
9.56,144.88
9.76,146.25
9.96,148.09
10.16,149.4
10.36,151.75
10.56,153.16
10.76,153.28
10.96,153.83
11.16,153.2
11.36,153.1
11.56,153.22
11.76,153.15
11.96,152.07
12.16,151.19
12.36,149.8
12.56,148.49
12.76,146.51
12.96,145.74
13.16,145.69
13.36,145.8
13.56,145.88
13.76,146.46
