Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.00,138.0,127.0,148.0,130.0
0.00,138.0,127.0,148.0,130.0
0.20,110.0,98.0,120.0,105.0
0.40,86.0,78.0,96.0,86.0
0.60,134.0,115.0,128.0,120.0
0.80,135.0,93.0,134.0,99.0
1.00,136.0,77.0,98.0,85.0
1.20,133.0,92.0,131.0,84.0
1.40,114.0,77.0,139.0,83.0
1.60,123.0,75.0,140.0,83.0
1.80,100.0,75.0,142.0,83.0
2.00,116.0,74.0,142.0,83.0
2.20,130.0,75.0,141.0,83.0
2.40,132.0,75.0,141.0,83.0
2.60,132.0,75.0,141.0,83.0
2.80,132.0,74.0,141.0,83.0
3.00,132.0,74.0,141.0,83.0
3.20,133.0,74.0,141.0,83.0
3.40,139.0,121.0,147.0,125.0
3.60,134.0,83.0,142.0,104.0
3.80,133.0,75.0,141.0,86.0
4.00,111.0,74.0,141.0,83.0
4.20,86.0,74.0,142.0,83.0
4.40,82.0,74.0,141.0,83.0
4.60,82.0,74.0,142.0,83.0
4.80,82.0,74.0,141.0,83.0
5.00,114.0,75.0,144.0,84.0
5.20,113.0,75.0,145.0,83.0
5.40,86.0,74.0,144.0,83.0
5.60,82.0,74.0,145.0,83.0
5.80,82.0,74.0,145.0,83.0
6.00,82.0,74.0,145.0,83.0
6.20,82.0,74.0,145.0,83.0
6.40,82.0,74.0,145.0,83.0
6.60,82.0,74.0,145.0,83.0
6.80,82.0,75.0,145.0,83.0
7.00,82.0,74.0,145.0,83.0
7.20,82.0,74.0,144.0,83.0
7.40,82.0,74.0,144.0,83.0
7.60,82.0,75.0,144.0,83.0
7.80,82.0,74.0,145.0,83.0
8.00,82.0,74.0,144.0,83.0
8.20,82.0,74.0,144.0,83.0
8.40,82.0,74.0,145.0,83.0
8.60,82.0,74.0,144.0,83.0
8.80,82.0,74.0,143.0,83.0
9.00,82.0,74.0,144.0,83.0
9.20,82.0,74.0,145.0,83.0
9.40,82.0,74.0,146.0,111.0
9.60,82.0,109.0,146.0,89.0
9.80,101.0,79.0,144.0,84.0
10.00,128.0,75.0,141.0,83.0
10.20,122.0,74.0,141.0,83.0
10.40,87.0,74.0,141.0,83.0
10.60,83.0,75.0,140.0,83.0
10.80,82.0,75.0,140.0,83.0
11.00,82.0,75.0,140.0,83.0
11.20,123.0,75.0,142.0,83.0
11.40,134.0,75.0,143.0,112.0
11.60,108.0,75.0,143.0,92.0
11.80,123.0,114.0,126.0,119.0
12.00,115.0,99.0,116.0,102.0
12.20,131.0,126.0,132.0,121.0
12.40,133.0,128.0,98.0,88.0
12.60,133.0,97.0,93.0,84.0
12.80,134.0,78.0,110.0,83.0
13.00,134.0,93.0,135.0,83.0
13.20,134.0,123.0,101.0,100.0
