Time(S),GPU0_Power(W)
0.00,164.0
0.00,164.0
0.20,141.0
0.40,129.0
0.60,128.0
0.80,128.0
1.00,128.0
1.20,127.0
1.40,127.0
1.60,127.0
1.80,127.0
2.00,127.0
2.20,127.0
2.40,127.0
2.60,126.0
2.80,127.0
3.00,127.0
3.20,127.0
3.40,127.0
3.60,127.0
3.80,127.0
4.00,127.0
4.20,127.0
4.40,127.0
4.60,127.0
4.80,127.0
5.00,127.0
5.20,127.0
5.40,127.0
5.60,127.0
5.80,127.0
6.00,127.0
6.20,127.0
6.40,127.0
6.60,126.0
6.80,127.0
7.00,126.0
7.20,127.0
7.40,127.0
7.60,127.0
7.80,126.0
8.00,127.0
8.20,127.0
8.40,127.0
8.60,127.0
8.80,127.0
9.00,127.0
9.20,152.0
9.40,169.0
9.60,161.0
9.80,160.0
10.00,160.0
10.21,160.0
10.41,160.0
10.61,160.0
10.81,160.0
11.01,159.0
11.21,160.0
11.41,160.0
11.61,162.0
11.81,163.0
12.01,174.0
12.21,134.0
12.41,198.0
12.61,183.0
12.81,166.0
13.01,197.0
13.21,218.0
13.41,177.0
13.61,203.0
13.81,221.0
14.01,180.0
14.21,208.0
14.41,171.0
14.61,210.0
14.81,209.0
15.01,171.0
15.21,165.0
15.41,164.0
15.61,164.0
15.81,164.0
16.01,164.0
16.21,164.0
16.41,164.0
16.61,193.0
16.81,175.0
17.01,165.0
17.21,165.0
