Time(S),GPU0_Power(W)
0.21,153.71
0.21,154.35
0.41,155.32
0.61,155.63
0.81,155.64
1.01,155.71
1.21,155.57
1.41,154.12
1.61,139.1
1.81,125.65
2.01,110.86
2.21,96.79
2.41,85.38
2.61,84.7
2.81,84.46
3.01,84.26
3.21,83.94
3.41,83.85
3.61,83.81
3.81,83.54
4.01,83.39
4.21,83.35
4.41,83.07
4.61,82.9
4.81,82.91
5.01,82.7
5.21,82.56
5.41,82.57
5.61,82.39
5.81,82.02
6.31,82.43
6.75,83.28
6.95,84.67
7.15,96.57
7.35,107.34
7.55,119.13
7.75,131.85
7.95,142.63
8.15,144.92
8.35,145.03
8.55,145.25
8.75,145.4
8.95,145.69
9.15,145.83
9.35,145.86
9.55,146.1
9.75,146.25
9.95,146.26
10.15,146.48
10.35,146.66
10.55,146.64
10.75,146.95
11.07,146.88
11.29,147.0
11.50,147.44
12.29,147.52
12.78,147.6
13.25,148.03
14.55,148.18
15.58,148.33
16.45,148.54
17.28,148.67
18.37,148.68
19.41,148.92
20.52,148.97
21.34,148.99
22.42,149.03
23.24,149.12
23.47,149.08
23.84,149.13
24.17,149.22
24.52,149.32
24.86,149.28
25.21,149.24
25.54,149.25
25.92,149.32
26.12,149.38
26.32,149.26
26.52,149.36
26.72,149.46
26.92,149.35
27.12,149.39
27.32,149.51
27.52,149.44
27.72,149.37
27.92,149.52
28.12,149.43
28.32,149.41
28.52,149.57
28.72,149.56
28.92,149.46
29.12,149.57
29.32,149.61
29.52,149.51
29.72,149.63
29.92,149.68
30.12,149.59
30.32,149.6
30.52,149.71
30.72,149.59
30.92,149.56
31.12,149.69
31.32,149.57
31.52,149.58
31.72,149.74
31.92,149.68
32.12,149.62
32.32,149.75
32.52,149.75
32.72,149.62
32.92,149.75
33.12,149.77
33.32,149.65
33.52,149.76
33.72,149.79
33.92,149.7
34.12,149.73
34.32,149.85
34.52,149.73
34.72,149.92
35.42,149.93
36.01,149.86
36.21,149.98
36.41,150.81
36.61,155.58
36.81,162.5
37.01,163.02
37.21,155.56
37.82,150.71
38.39,162.1
38.59,162.49
39.13,163.56
39.71,163.16
40.61,161.91
41.20,162.19
41.93,160.7
42.13,163.17
42.70,163.17
43.05,163.36
43.61,162.54
44.20,162.8
44.40,150.99
45.28,150.72
45.86,163.17
46.06,163.32
46.89,161.77
47.47,160.42
48.40,163.08
48.95,163.36
49.21,163.44
49.65,163.48
50.22,163.9
50.90,163.1
51.48,163.47
51.68,163.79
52.33,151.43
52.91,162.74
53.29,163.04
53.84,163.03
54.40,153.02
55.38,163.45
55.95,163.83
56.64,163.58
57.47,160.32
58.36,162.73
58.91,163.7
59.11,151.54
60.44,151.37
61.31,164.43
61.51,152.13
62.40,163.26
63.23,163.82
64.14,163.22
65.61,163.71
66.52,164.41
67.20,164.86
67.40,164.84
67.60,165.12
67.80,164.83
68.00,152.43
68.20,151.73
68.40,151.52
68.60,151.5
68.80,151.52
69.00,151.32
69.20,151.28
69.40,151.97
