Time(S),GPU0_Power(W)
0.00,160.0
0.00,160.0
0.20,141.0
0.40,130.0
0.60,127.0
0.80,128.0
1.00,127.0
1.20,127.0
1.40,128.0
1.60,127.0
1.80,127.0
2.00,127.0
2.20,127.0
2.40,126.0
2.60,127.0
2.80,127.0
3.00,126.0
3.20,127.0
3.40,127.0
3.60,127.0
3.80,127.0
4.00,127.0
4.20,127.0
4.40,127.0
4.60,127.0
4.80,127.0
5.00,127.0
5.20,127.0
5.40,127.0
5.60,127.0
5.80,127.0
6.00,127.0
6.20,126.0
6.40,127.0
6.60,127.0
6.80,127.0
7.00,127.0
7.20,127.0
7.40,126.0
7.60,126.0
7.80,127.0
8.00,127.0
8.20,127.0
8.40,127.0
8.60,127.0
8.80,127.0
9.00,126.0
9.20,126.0
9.40,126.0
9.60,127.0
9.80,127.0
10.00,126.0
10.20,127.0
10.40,158.0
10.60,169.0
10.81,161.0
11.01,160.0
11.21,159.0
11.41,160.0
11.61,160.0
11.81,160.0
12.01,160.0
12.21,160.0
12.41,160.0
12.61,160.0
12.81,160.0
13.01,160.0
13.21,160.0
13.41,160.0
13.61,160.0
13.81,160.0
14.01,160.0
14.21,160.0
14.41,160.0
14.61,160.0
14.81,160.0
15.01,160.0
15.21,160.0
15.41,160.0
15.61,160.0
15.81,160.0
16.01,160.0
16.21,160.0
16.41,160.0
16.61,160.0
16.81,160.0
17.01,160.0
17.21,160.0
17.41,161.0
17.61,160.0
17.81,160.0
18.01,160.0
18.21,160.0
18.41,160.0
18.61,160.0
18.81,160.0
19.01,160.0
19.21,160.0
19.41,187.0
19.61,149.0
19.81,130.0
20.01,188.0
20.21,169.0
20.41,212.0
20.61,210.0
20.81,200.0
21.01,190.0
21.21,200.0
21.41,205.0
21.61,192.0
21.81,216.0
22.01,178.0
22.21,195.0
22.41,215.0
22.61,210.0
22.81,206.0
23.01,201.0
23.21,209.0
23.41,198.0
23.61,215.0
23.81,177.0
24.01,189.0
24.21,216.0
24.41,208.0
24.61,197.0
24.81,202.0
25.01,207.0
25.21,193.0
25.41,219.0
25.61,178.0
25.81,193.0
26.01,215.0
26.21,210.0
26.41,202.0
26.61,202.0
26.81,207.0
27.01,203.0
27.21,219.0
27.41,179.0
27.61,196.0
27.81,223.0
28.01,212.0
28.21,201.0
28.41,202.0
28.61,207.0
28.81,199.0
29.01,216.0
29.21,177.0
29.41,191.0
29.61,214.0
29.81,208.0
30.01,198.0
30.21,200.0
30.41,209.0
30.61,213.0
30.81,172.0
31.01,166.0
31.21,165.0
31.41,164.0
31.61,164.0
31.81,164.0
32.01,165.0
32.21,165.0
32.41,164.0
32.61,164.0
32.81,164.0
33.01,164.0
33.21,164.0
33.41,164.0
33.61,173.0
33.81,195.0
34.01,173.0
34.21,166.0
34.41,168.0
