Time(S),GPU0_Power(W)
0.02,128.94
0.02,128.94
0.22,129.6
0.42,130.23
0.62,130.74
0.82,131.48
1.02,131.73
1.22,131.8
1.42,131.94
1.62,128.21
1.82,118.49
2.02,108.8
2.22,99.13
2.42,89.42
2.62,83.7
2.82,83.67
3.02,83.64
3.22,83.66
3.42,83.69
3.62,83.62
3.82,83.75
4.02,83.71
4.22,83.68
4.42,83.58
4.62,83.52
4.82,83.32
5.02,83.27
5.22,83.22
5.42,83.21
5.62,83.19
5.82,83.18
6.02,83.17
6.22,83.11
6.42,83.06
6.62,83.04
6.82,83.13
7.02,89.29
7.22,98.57
7.42,107.65
7.62,116.13
7.82,125.68
8.02,129.95
8.22,130.74
8.42,131.31
8.62,131.96
8.82,132.0
9.02,132.21
9.22,132.41
9.42,132.67
9.62,132.53
9.82,131.92
10.02,131.14
10.22,129.79
10.42,128.72
10.62,128.01
10.83,127.98
11.03,128.04
11.23,128.07
11.43,128.18
