Time(S),GPU0_Power(W)
0.00,132.0
0.00,132.0
0.20,100.0
0.40,84.0
0.60,131.0
0.80,134.0
1.00,135.0
1.20,132.0
1.40,132.0
1.60,132.0
1.80,132.0
2.00,132.0
2.20,132.0
2.40,132.0
2.60,132.0
2.80,102.0
3.00,84.0
3.20,102.0
3.40,128.0
3.60,139.0
3.80,111.0
4.00,85.0
4.20,82.0
4.40,81.0
4.60,81.0
4.80,81.0
5.00,81.0
5.20,81.0
5.40,81.0
5.60,81.0
5.80,117.0
6.00,129.0
6.20,118.0
6.40,86.0
6.60,82.0
6.80,81.0
7.00,81.0
7.20,81.0
7.40,81.0
7.60,81.0
7.80,81.0
8.00,81.0
8.20,81.0
8.40,81.0
8.60,81.0
8.80,81.0
9.00,81.0
9.20,81.0
9.40,81.0
9.60,81.0
9.80,81.0
10.00,81.0
10.20,81.0
10.40,81.0
10.60,117.0
10.80,130.0
11.00,131.0
11.20,118.0
11.40,86.0
11.60,82.0
11.80,81.0
12.00,81.0
12.20,81.0
12.40,122.0
12.60,133.0
12.80,149.0
13.00,155.0
13.20,125.0
13.40,96.0
13.60,102.0
13.80,89.0
14.00,87.0
14.20,87.0
14.41,87.0
14.61,87.0
14.81,87.0
15.01,87.0
15.21,87.0
15.41,86.0
15.61,82.0
15.81,81.0
16.01,82.0
16.21,81.0
16.41,81.0
16.61,83.0
16.81,131.0
17.01,136.0
17.21,179.0
17.41,138.0
17.61,102.0
17.81,141.0
18.01,262.0
18.21,229.0
18.41,156.0
18.61,191.0
18.81,216.0
19.01,121.0
19.21,92.0
19.41,158.0
19.61,141.0
19.81,186.0
20.01,115.0
20.21,126.0
20.41,155.0
20.61,140.0
20.81,188.0
21.01,116.0
21.21,117.0
21.41,148.0
21.61,100.0
21.81,204.0
22.01,165.0
22.21,163.0
22.41,196.0
22.61,109.0
22.81,118.0
23.01,120.0
23.21,92.0
23.41,88.0
23.61,121.0
23.81,114.0
24.01,91.0
24.21,88.0
24.41,87.0
24.61,87.0
24.81,87.0
25.01,87.0
25.21,87.0
25.41,96.0
25.61,101.0
25.81,105.0
26.01,89.0
26.21,87.0
26.41,87.0
26.61,126.0
