Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W),GPU4_Power(W),GPU5_Power(W),GPU6_Power(W),GPU7_Power(W)
0.00,164.0,166.0,159.0,165.0,157.0,165.0,164.0,152.0
0.00,164.0,166.0,159.0,165.0,157.0,165.0,164.0,152.0
0.20,167.0,171.0,163.0,167.0,159.0,166.0,164.0,158.0
0.40,137.0,141.0,132.0,138.0,130.0,135.0,133.0,129.0
0.60,132.0,136.0,127.0,133.0,125.0,130.0,127.0,124.0
0.80,130.0,135.0,127.0,132.0,124.0,130.0,126.0,123.0
1.00,130.0,134.0,126.0,132.0,124.0,130.0,126.0,123.0
1.20,130.0,134.0,126.0,132.0,125.0,129.0,126.0,123.0
1.40,130.0,134.0,126.0,131.0,124.0,129.0,126.0,122.0
1.60,130.0,134.0,126.0,132.0,124.0,129.0,126.0,123.0
1.80,130.0,134.0,127.0,131.0,124.0,128.0,126.0,123.0
2.00,130.0,134.0,126.0,132.0,124.0,129.0,126.0,123.0
2.20,130.0,134.0,126.0,132.0,124.0,129.0,126.0,123.0
2.40,130.0,134.0,126.0,132.0,125.0,129.0,126.0,122.0
2.60,130.0,134.0,126.0,132.0,124.0,129.0,125.0,123.0
2.80,130.0,134.0,126.0,131.0,124.0,129.0,126.0,123.0
3.00,130.0,134.0,126.0,131.0,124.0,129.0,125.0,122.0
3.20,130.0,134.0,126.0,132.0,124.0,129.0,125.0,123.0
3.40,130.0,134.0,126.0,132.0,124.0,128.0,125.0,123.0
3.60,130.0,134.0,126.0,131.0,124.0,129.0,125.0,122.0
3.80,130.0,134.0,126.0,131.0,124.0,129.0,126.0,123.0
4.00,130.0,134.0,126.0,132.0,124.0,129.0,125.0,123.0
4.20,130.0,134.0,126.0,131.0,124.0,129.0,125.0,122.0
4.40,130.0,134.0,126.0,132.0,123.0,128.0,126.0,123.0
4.60,129.0,134.0,126.0,131.0,124.0,128.0,125.0,122.0
4.81,130.0,134.0,126.0,131.0,123.0,128.0,125.0,122.0
5.01,130.0,133.0,126.0,131.0,123.0,129.0,126.0,122.0
5.21,130.0,133.0,126.0,132.0,124.0,129.0,126.0,123.0
5.41,129.0,134.0,126.0,132.0,123.0,128.0,125.0,122.0
5.61,129.0,134.0,126.0,131.0,123.0,129.0,125.0,122.0
5.81,129.0,134.0,126.0,131.0,123.0,128.0,126.0,122.0
6.01,129.0,133.0,126.0,131.0,123.0,128.0,125.0,122.0
6.21,130.0,133.0,126.0,131.0,124.0,129.0,126.0,122.0
6.41,130.0,133.0,126.0,131.0,124.0,129.0,125.0,122.0
6.61,130.0,133.0,125.0,131.0,124.0,128.0,125.0,122.0
6.81,130.0,133.0,126.0,131.0,123.0,128.0,125.0,123.0
7.01,129.0,133.0,126.0,131.0,123.0,129.0,125.0,122.0
7.21,130.0,133.0,126.0,131.0,123.0,128.0,125.0,122.0
7.41,129.0,133.0,126.0,131.0,123.0,128.0,125.0,123.0
7.61,130.0,133.0,126.0,131.0,123.0,128.0,125.0,122.0
7.81,129.0,133.0,126.0,131.0,123.0,128.0,125.0,122.0
8.01,130.0,133.0,126.0,131.0,123.0,128.0,125.0,122.0
8.21,129.0,134.0,126.0,131.0,123.0,128.0,126.0,123.0
8.41,129.0,133.0,126.0,131.0,123.0,128.0,125.0,122.0
8.61,129.0,133.0,125.0,131.0,123.0,128.0,125.0,122.0
8.81,129.0,133.0,126.0,131.0,124.0,128.0,125.0,122.0
9.01,129.0,133.0,126.0,131.0,123.0,128.0,125.0,122.0
9.21,130.0,133.0,126.0,131.0,123.0,128.0,125.0,122.0
9.41,129.0,133.0,126.0,131.0,123.0,128.0,125.0,123.0
9.61,129.0,133.0,126.0,131.0,123.0,128.0,125.0,123.0
9.81,150.0,133.0,125.0,131.0,123.0,128.0,125.0,123.0
10.01,182.0,133.0,126.0,131.0,123.0,129.0,125.0,122.0
10.21,166.0,133.0,126.0,131.0,124.0,128.0,125.0,122.0
10.41,163.0,133.0,126.0,131.0,123.0,128.0,125.0,122.0
10.61,162.0,133.0,125.0,131.0,123.0,128.0,125.0,122.0
10.81,163.0,133.0,126.0,131.0,123.0,128.0,125.0,122.0
11.01,162.0,133.0,126.0,131.0,123.0,128.0,125.0,122.0
11.21,163.0,133.0,125.0,131.0,123.0,128.0,125.0,122.0
11.41,163.0,133.0,126.0,131.0,124.0,128.0,126.0,122.0
11.61,163.0,133.0,125.0,131.0,123.0,128.0,125.0,123.0
11.81,163.0,133.0,126.0,131.0,124.0,128.0,125.0,122.0
12.01,163.0,133.0,125.0,131.0,123.0,128.0,125.0,122.0
12.21,163.0,133.0,125.0,131.0,123.0,128.0,125.0,123.0
12.41,163.0,133.0,126.0,131.0,123.0,128.0,125.0,122.0
12.61,162.0,133.0,126.0,131.0,123.0,128.0,125.0,122.0
