Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.00,137.0,125.0,148.0,128.0
0.00,137.0,125.0,148.0,128.0
0.20,108.0,98.0,118.0,104.0
0.40,86.0,78.0,96.0,86.0
0.60,133.0,113.0,127.0,118.0
0.80,135.0,94.0,110.0,100.0
1.00,136.0,77.0,95.0,86.0
1.20,133.0,75.0,133.0,84.0
1.40,133.0,75.0,140.0,83.0
1.60,133.0,75.0,142.0,83.0
1.80,132.0,75.0,142.0,83.0
2.00,135.0,74.0,140.0,83.0
2.20,135.0,75.0,99.0,83.0
2.40,135.0,75.0,97.0,83.0
2.60,135.0,75.0,112.0,83.0
2.80,135.0,74.0,95.0,83.0
3.00,135.0,74.0,93.0,83.0
3.20,138.0,115.0,136.0,126.0
3.40,134.0,80.0,140.0,96.0
3.60,121.0,75.0,142.0,85.0
3.80,87.0,75.0,141.0,83.0
4.00,88.0,74.0,141.0,83.0
4.20,108.0,74.0,141.0,83.0
4.40,86.0,75.0,142.0,83.0
4.60,83.0,74.0,142.0,83.0
4.80,106.0,75.0,143.0,83.0
5.00,129.0,75.0,145.0,83.0
5.20,101.0,75.0,144.0,83.0
5.40,84.0,74.0,145.0,83.0
5.60,82.0,74.0,145.0,83.0
5.80,82.0,74.0,145.0,83.0
6.00,82.0,74.0,145.0,83.0
6.20,82.0,74.0,144.0,83.0
6.40,82.0,74.0,145.0,83.0
6.60,82.0,106.0,145.0,83.0
6.80,82.0,80.0,146.0,83.0
7.00,82.0,75.0,143.0,83.0
7.20,82.0,75.0,144.0,83.0
7.40,82.0,74.0,144.0,83.0
7.60,82.0,74.0,145.0,83.0
7.80,82.0,74.0,144.0,83.0
8.00,82.0,75.0,144.0,83.0
8.20,82.0,74.0,144.0,83.0
8.40,82.0,74.0,144.0,83.0
8.60,82.0,74.0,143.0,83.0
8.80,82.0,74.0,143.0,83.0
9.00,82.0,74.0,144.0,83.0
9.20,82.0,74.0,144.0,83.0
9.40,82.0,74.0,145.0,106.0
9.60,82.0,74.0,145.0,89.0
9.80,106.0,74.0,143.0,84.0
10.00,129.0,74.0,142.0,83.0
10.20,131.0,74.0,141.0,83.0
10.40,89.0,74.0,140.0,83.0
10.60,83.0,74.0,141.0,83.0
10.80,82.0,74.0,141.0,83.0
11.00,116.0,74.0,143.0,83.0
11.20,135.0,74.0,143.0,83.0
11.40,140.0,92.0,154.0,94.0
11.60,135.0,123.0,119.0,125.0
11.80,134.0,123.0,110.0,94.0
12.00,134.0,85.0,95.0,84.0
12.20,134.0,76.0,93.0,83.0
12.40,135.0,108.0,117.0,111.0
12.60,134.0,117.0,136.0,118.0
12.80,134.0,104.0,138.0,128.0
13.00,134.0,78.0,138.0,129.0
13.20,134.0,75.0,138.0,129.0
13.40,134.0,75.0,103.0,129.0
13.60,134.0,75.0,113.0,130.0
13.80,105.0,74.0,103.0,99.0
14.00,125.0,107.0,125.0,113.0
14.20,139.0,103.0,123.0,109.0
14.40,127.0,100.0,140.0,137.0
14.60,97.0,101.0,143.0,97.0
14.80,94.0,90.0,149.0,85.0
15.00,95.0,77.0,149.0,87.0
15.20,135.0,121.0,148.0,95.0
15.40,139.0,115.0,154.0,129.0
15.60,142.0,103.0,165.0,96.0
15.80,159.0,136.0,168.0,137.0
16.00,175.0,171.0,182.0,169.0
16.21,163.0,159.0,168.0,160.0
16.41,166.0,154.0,173.0,155.0
16.61,146.0,148.0,166.0,148.0
16.81,133.0,99.0,163.0,98.0
17.01,133.0,78.0,162.0,85.0
17.21,137.0,123.0,174.0,130.0
17.41,160.0,145.0,175.0,149.0
17.61,134.0,114.0,153.0,124.0
17.81,114.0,80.0,146.0,92.0
18.01,154.0,136.0,164.0,140.0
18.21,166.0,155.0,174.0,157.0
18.41,154.0,146.0,160.0,147.0
18.61,125.0,103.0,148.0,108.0
18.81,147.0,138.0,158.0,139.0
19.01,123.0,101.0,123.0,106.0
19.21,160.0,148.0,163.0,147.0
19.41,161.0,152.0,165.0,152.0
19.61,143.0,95.0,149.0,102.0
19.81,162.0,140.0,168.0,141.0
20.01,169.0,152.0,168.0,152.0
20.21,116.0,100.0,134.0,106.0
20.41,163.0,151.0,168.0,151.0
20.61,139.0,102.0,151.0,107.0
20.81,140.0,111.0,149.0,115.0
21.01,161.0,148.0,166.0,148.0
21.21,164.0,154.0,169.0,152.0
21.41,146.0,139.0,153.0,114.0
21.61,132.0,113.0,148.0,112.0
21.81,159.0,149.0,165.0,147.0
22.01,163.0,153.0,168.0,152.0
22.21,146.0,111.0,153.0,115.0
22.41,143.0,107.0,149.0,112.0
22.61,161.0,148.0,166.0,148.0
22.81,186.0,163.0,173.0,162.0
23.01,269.0,252.0,166.0,252.0
23.21,228.0,226.0,168.0,223.0
23.41,153.0,114.0,151.0,119.0
23.61,148.0,132.0,148.0,115.0
23.81,135.0,128.0,151.0,105.0
24.01,133.0,86.0,149.0,90.0
24.21,133.0,76.0,149.0,88.0
24.41,134.0,75.0,147.0,88.0
24.61,133.0,107.0,146.0,87.0
24.81,133.0,124.0,145.0,88.0
25.01,133.0,84.0,146.0,87.0
25.21,133.0,109.0,146.0,87.0
25.41,133.0,79.0,145.0,87.0
25.61,133.0,76.0,148.0,116.0
25.81,101.0,75.0,146.0,91.0
26.01,86.0,76.0,147.0,89.0
26.21,114.0,78.0,162.0,103.0
26.41,123.0,86.0,158.0,105.0
26.61,137.0,128.0,166.0,147.0
26.81,134.0,87.0,150.0,100.0
27.01,133.0,76.0,147.0,89.0
27.21,134.0,98.0,150.0,110.0
27.41,143.0,129.0,157.0,135.0
