Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.12,149.33,118.33,115.33,118.43
0.12,149.46,118.43,115.44,118.65
0.32,149.43,118.46,115.41,118.64
0.52,149.56,118.51,115.39,118.62
0.72,149.65,118.5,115.4,118.59
0.92,149.6,118.39,115.36,112.05
1.12,135.67,109.68,104.0,99.82
1.33,122.32,100.52,95.22,89.74
1.53,109.08,90.66,85.55,80.85
1.73,96.73,81.03,77.04,71.32
1.94,83.6,71.35,69.2,70.13
2.14,83.17,70.36,69.04,70.01
2.34,82.73,70.25,68.94,69.99
2.55,82.56,70.15,68.88,69.98
2.75,82.43,70.06,68.86,69.99
2.95,82.16,70.04,68.86,69.98
3.16,82.01,70.14,68.83,69.96
3.36,81.97,70.1,68.81,69.96
3.56,81.75,70.06,68.83,69.95
3.77,81.65,70.1,68.83,69.92
3.97,81.59,70.1,68.84,69.93
4.21,81.22,70.07,68.85,69.97
4.91,81.1,70.02,68.85,69.97
5.30,80.64,69.95,68.87,69.94
6.45,80.38,70.1,68.83,69.96
7.23,80.42,70.07,68.84,69.94
7.43,80.36,70.02,68.83,69.94
7.64,80.26,69.99,68.82,69.96
7.84,80.3,70.02,68.82,69.91
8.04,80.19,70.14,68.82,69.91
8.40,92.9,70.11,68.82,69.93
8.64,105.73,70.06,68.82,69.9
8.84,116.46,70.09,68.83,69.91
9.04,128.58,69.96,68.83,69.93
9.24,140.13,70.1,68.79,69.89
10.23,140.35,70.08,68.79,69.89
10.44,140.62,70.07,68.79,69.89
10.64,140.76,70.01,68.81,69.91
10.85,140.98,69.99,68.79,69.92
11.11,141.65,70.07,68.77,69.85
11.82,141.95,69.99,68.75,69.85
12.40,142.04,72.08,68.75,69.86
12.65,142.11,81.53,68.75,69.86
12.85,142.3,92.83,71.07,69.83
13.09,142.45,100.64,79.22,69.85
13.29,142.44,109.99,88.8,76.82
13.49,142.54,114.89,95.05,84.46
13.69,144.57,114.62,104.1,94.46
13.89,145.51,114.82,111.84,102.96
14.09,145.76,114.84,112.57,111.75
14.29,145.86,115.01,112.33,116.4
14.49,145.89,114.74,111.46,114.76
14.97,143.31,114.43,111.38,114.74
15.17,143.38,114.3,111.4,114.82
15.40,143.53,114.67,112.03,115.56
15.60,144.95,116.07,113.1,116.71
15.80,145.6,116.67,113.51,117.1
16.00,147.88,119.05,115.35,119.39
16.20,149.63,119.78,115.83,119.89
16.49,148.22,117.96,114.21,118.08
16.69,149.82,119.21,115.76,119.36
16.89,149.73,118.65,114.88,118.63
17.09,147.32,116.6,113.76,116.89
17.29,147.36,116.6,113.7,116.93
17.49,147.25,116.54,113.62,116.86
17.69,145.85,115.11,112.01,115.51
17.89,144.39,114.25,111.4,114.67
18.09,144.3,114.14,111.38,114.74
18.29,144.33,114.01,111.37,114.78
18.49,145.11,114.27,111.62,114.93
18.71,145.84,114.91,112.25,115.48
