Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.12,150.33,118.32,114.96,118.34
0.12,150.8,118.55,115.39,118.73
0.32,150.74,118.56,115.39,118.65
0.52,150.78,118.53,115.38,118.58
0.72,150.94,118.45,115.39,118.48
0.92,150.84,118.29,115.33,118.53
1.12,150.82,118.12,115.35,118.46
1.32,150.92,118.07,115.32,108.49
1.52,135.76,111.33,105.7,97.33
1.72,122.24,101.08,96.49,86.9
1.93,108.7,91.19,87.77,76.59
2.13,95.15,81.62,78.66,70.19
2.33,83.33,71.95,69.11,70.04
2.53,82.88,70.22,68.99,69.98
2.73,82.6,70.1,68.91,69.96
2.93,82.35,70.07,68.85,69.93
3.13,82.09,70.04,68.85,69.9
3.34,82.01,70.0,68.85,69.91
3.54,81.88,69.99,68.82,69.93
3.74,81.65,70.0,68.82,69.89
3.94,81.58,69.97,68.82,69.9
4.14,81.49,69.92,68.83,69.91
4.34,81.28,69.97,68.82,69.92
4.54,81.19,69.93,68.82,69.9
4.74,81.17,69.88,68.81,69.88
4.94,80.98,69.91,68.82,69.9
5.19,81.21,69.98,68.81,69.93
5.89,81.21,69.94,68.78,69.91
6.28,80.95,69.95,70.72,69.9
7.40,80.75,69.91,72.39,69.92
8.17,80.63,69.89,72.4,69.92
8.37,80.62,69.93,72.42,69.91
8.57,80.61,69.99,72.01,69.9
8.77,80.47,69.96,71.29,69.88
8.97,80.4,70.01,70.09,69.87
9.33,92.6,69.97,69.17,69.87
9.57,105.0,69.96,68.8,69.86
9.78,116.94,70.04,68.8,69.88
9.98,130.72,70.06,68.8,69.91
10.18,140.77,70.1,68.78,69.84
11.26,141.08,70.06,68.78,69.84
11.46,141.2,70.0,68.77,69.88
11.67,141.55,70.04,68.8,69.88
11.97,141.84,70.07,68.8,69.86
12.26,142.02,71.87,68.78,69.84
12.50,142.25,81.57,68.78,69.84
12.70,142.44,93.03,71.95,69.83
12.94,142.38,100.23,79.4,69.82
13.14,142.53,108.89,88.77,77.26
13.34,142.65,114.92,95.55,84.34
13.54,144.93,115.12,103.93,94.04
13.74,145.16,115.04,111.59,102.95
13.94,145.27,115.17,112.29,111.88
14.14,145.43,115.13,112.08,115.46
14.34,143.51,114.15,111.43,114.58
14.80,143.58,114.13,111.43,114.56
15.00,143.58,114.27,111.37,114.54
15.22,143.84,114.69,112.01,115.35
15.42,145.28,116.04,113.1,116.45
15.62,145.46,116.35,113.47,116.69
15.82,145.94,116.68,114.11,117.12
16.02,147.92,117.24,114.68,117.49
16.22,146.61,115.74,113.03,115.65
16.42,148.16,117.12,114.96,118.02
16.62,149.7,117.41,114.78,118.23
16.84,150.93,119.4,116.32,119.68
17.04,151.2,119.39,116.45,119.57
17.44,152.35,120.27,116.43,119.01
17.64,153.58,122.09,117.99,120.28
17.84,154.16,121.16,117.46,119.43
18.04,151.88,119.58,115.94,118.56
18.24,151.83,119.59,115.86,118.66
18.44,149.9,117.26,113.89,116.62
18.64,146.93,115.0,111.98,114.9
18.84,145.12,114.42,111.41,114.42
19.04,145.21,114.36,111.42,114.38
19.24,145.16,114.3,111.41,114.4
19.44,145.2,114.31,111.43,114.4
19.65,146.2,115.08,112.21,115.11
19.85,147.1,115.82,112.97,115.77
