Time(S),GPU0_Power(W)
0.06,198.51
0.06,198.55
0.26,198.53
0.46,198.63
0.66,198.53
0.86,198.18
1.06,197.52
1.26,188.26
1.46,178.49
1.66,168.71
1.86,159.49
2.06,149.1
2.26,147.81
2.46,146.8
2.66,146.01
2.86,145.33
3.06,144.86
3.26,144.63
3.46,144.54
3.66,144.42
3.86,144.27
4.06,144.18
4.26,144.11
4.46,144.02
4.66,143.97
4.86,143.97
5.06,143.94
5.26,143.92
5.46,143.96
5.66,143.96
5.86,143.97
6.06,143.97
6.26,143.93
6.46,143.89
6.66,143.88
6.86,143.86
7.07,143.91
7.31,144.17
7.61,144.83
7.81,153.0
8.01,162.71
8.21,173.24
8.41,183.81
8.61,193.84
8.81,198.13
9.01,197.97
9.21,197.99
9.41,197.97
9.61,197.9
9.81,197.93
10.01,198.0
10.21,198.82
10.41,200.42
10.61,200.46
10.81,203.74
11.01,203.71
11.21,205.96
11.41,209.15
11.61,209.24
11.81,205.94
12.01,205.74
12.21,202.76
12.41,197.96
12.61,197.92
12.81,197.92
13.01,197.93
13.21,197.9
