Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.13,122.48,145.06,117.24,128.94
0.13,122.43,145.06,117.26,128.91
0.33,122.47,145.09,117.23,128.97
0.53,122.48,145.1,117.21,128.96
0.73,122.47,145.09,117.22,128.81
0.93,122.39,144.97,117.08,123.96
1.13,122.3,133.82,110.11,110.69
1.33,122.29,120.87,100.68,99.73
1.53,122.28,108.1,91.71,89.45
1.73,118.95,96.21,81.69,77.6
1.93,108.11,82.14,71.21,73.56
2.13,98.22,80.45,69.63,73.42
2.34,88.91,80.15,69.53,73.34
2.54,79.15,79.92,69.46,73.32
2.75,72.68,79.81,69.46,73.27
2.95,72.49,79.61,69.47,73.31
3.16,72.4,79.46,69.44,73.25
3.36,72.38,79.31,69.43,73.28
3.57,72.33,79.19,69.41,73.28
3.77,72.32,79.15,69.43,73.26
3.97,72.35,79.08,69.44,73.28
4.21,72.3,78.71,69.43,73.2
4.92,72.29,78.65,69.43,73.25
5.33,72.3,78.35,69.42,73.11
6.48,72.2,78.36,69.42,73.12
7.28,72.17,78.38,69.41,73.07
7.49,72.2,78.3,69.39,73.05
7.69,72.2,78.24,69.41,73.06
7.90,72.24,78.19,69.37,72.99
8.10,72.23,78.16,69.34,73.06
8.47,81.79,78.11,69.35,73.03
8.72,92.82,78.01,69.37,73.07
8.92,100.77,77.92,69.39,73.0
9.12,109.68,77.87,69.36,73.01
9.32,117.8,77.68,69.32,72.9
10.75,117.81,77.67,69.33,72.92
10.97,117.8,77.62,69.34,72.91
11.18,117.74,77.58,69.34,72.94
11.38,117.74,77.55,69.38,72.95
11.59,117.73,77.54,69.37,72.89
11.81,117.8,89.15,69.36,72.91
12.03,117.85,100.61,69.36,72.89
12.23,117.88,114.65,74.67,72.91
12.46,117.87,124.86,83.38,72.9
12.66,117.88,135.23,91.69,81.12
12.86,117.91,135.17,99.42,92.72
13.06,120.22,135.69,108.67,99.77
13.26,120.27,135.75,114.93,110.4
13.46,120.3,135.95,114.11,119.71
13.66,120.26,136.19,113.98,124.59
13.86,118.09,135.76,113.3,123.93
14.30,118.05,135.86,113.32,123.93
14.50,117.95,136.0,113.33,124.03
14.74,118.42,136.59,114.0,125.24
14.94,119.48,137.82,115.01,126.23
15.14,119.51,138.08,114.92,126.35
15.34,120.86,138.69,115.35,126.76
15.54,121.53,139.26,115.85,127.67
15.74,126.57,143.58,119.54,131.18
16.09,128.68,145.36,121.01,132.41
16.29,128.87,146.72,122.07,133.71
16.57,128.59,146.29,121.7,133.31
16.92,131.59,148.88,123.25,134.98
17.12,129.24,147.25,122.47,134.55
17.32,135.2,152.34,127.81,139.21
17.52,134.66,152.53,127.84,139.75
17.72,140.67,158.32,132.87,144.65
17.92,137.66,154.77,129.02,141.18
18.12,141.09,159.0,132.99,144.55
18.32,138.49,155.87,129.9,141.48
18.52,141.98,159.49,133.31,144.7
18.72,138.46,156.17,130.13,141.67
18.92,141.6,160.56,133.9,145.59
19.12,138.13,156.74,130.18,142.17
19.32,140.41,159.89,132.71,145.08
19.52,137.51,156.77,129.9,142.3
19.72,140.88,160.08,132.95,144.94
19.92,136.95,156.49,129.79,141.53
20.12,140.55,160.02,133.21,144.74
20.32,137.0,156.77,130.02,141.57
20.52,140.33,160.16,132.93,144.81
20.72,136.96,156.6,129.54,141.72
20.92,140.86,160.45,133.22,145.04
21.12,137.66,156.51,129.05,141.05
21.32,141.29,160.59,133.2,144.82
21.52,138.58,157.48,129.98,141.58
21.72,141.96,161.3,133.4,145.04
21.92,138.76,157.88,130.24,142.04
22.12,141.96,161.6,133.61,145.27
22.32,138.26,157.53,129.48,141.36
22.52,140.62,160.93,133.07,144.97
22.72,138.29,157.87,130.15,141.89
22.92,141.87,161.66,133.54,145.0
23.12,138.46,158.39,130.36,141.86
23.32,141.7,162.76,134.23,145.68
23.52,138.4,158.73,130.12,142.11
23.72,140.98,161.82,132.97,144.98
23.92,137.33,158.23,129.47,141.91
24.12,140.81,161.67,132.75,145.07
24.32,137.08,158.21,129.51,141.9
24.52,140.23,161.7,132.98,145.18
24.72,136.94,158.2,129.55,142.2
24.92,140.66,161.84,133.03,144.99
25.12,136.85,158.36,129.79,141.8
25.32,140.51,162.12,133.07,144.86
25.52,136.73,158.67,129.9,141.66
25.72,138.46,159.58,130.55,142.26
25.92,132.88,154.09,125.31,137.07
26.12,130.2,152.2,123.46,134.93
26.32,125.02,146.78,118.07,129.56
26.52,122.33,145.14,116.15,127.3
26.72,118.31,141.77,113.01,124.7
26.92,118.28,141.68,113.01,124.58
27.12,118.25,141.61,112.99,124.59
27.32,118.51,141.75,113.07,124.62
27.54,119.32,142.57,113.83,125.37
27.74,120.08,143.35,114.56,126.15
