Time(S),GPU0_Power(W)
0.06,198.66
0.06,198.68
0.26,198.72
0.46,198.77
0.66,198.68
0.86,198.35
1.06,198.22
1.26,198.23
1.46,198.2
1.66,198.18
1.86,195.82
2.06,185.96
2.26,175.81
2.46,165.74
2.66,155.25
2.86,147.07
3.06,146.25
3.26,145.57
3.46,145.07
3.66,144.77
3.86,144.65
4.06,144.54
4.26,144.47
4.46,144.35
4.66,144.24
4.86,144.17
5.06,144.07
5.26,143.99
5.46,143.96
5.66,143.96
5.86,143.98
6.06,143.94
6.26,143.92
6.46,143.95
6.66,143.94
6.86,143.89
7.06,143.93
7.26,143.94
7.46,143.9
7.66,144.0
7.89,144.01
8.09,144.23
8.29,144.99
8.49,156.51
8.70,163.97
8.90,174.52
9.10,185.04
9.30,195.0
9.50,198.1
9.70,198.06
9.90,198.06
10.10,198.09
10.30,198.05
10.50,198.09
10.70,198.13
10.90,198.14
11.10,198.1
11.30,198.11
11.50,198.09
11.70,197.86
13.11,197.9
13.50,197.96
13.70,197.72
14.83,197.79
15.09,197.82
15.29,197.86
15.49,197.9
15.69,197.98
15.89,197.98
16.09,197.93
16.29,197.96
16.49,198.02
16.69,198.04
16.89,198.0
17.18,197.89
18.32,197.92
18.52,197.95
18.72,197.96
18.92,197.92
19.12,197.96
19.32,197.97
19.52,198.01
19.72,198.04
19.92,198.07
20.12,198.08
20.32,198.02
20.52,198.01
20.73,198.03
20.93,198.11
21.13,198.21
21.33,198.61
21.53,198.66
21.73,199.54
21.93,200.3
22.13,200.25
22.33,201.71
22.53,203.36
22.73,202.38
22.93,202.02
23.13,202.5
23.33,203.02
23.53,201.59
23.73,202.49
23.93,204.05
24.13,203.39
24.33,203.86
24.53,203.84
24.73,203.96
24.93,203.96
25.13,204.84
25.33,203.37
25.53,203.39
25.73,202.74
25.93,202.07
26.13,202.82
26.33,202.59
26.53,201.54
26.73,202.22
26.93,202.93
27.13,201.06
27.33,204.21
27.53,205.54
27.73,204.17
27.93,204.21
28.13,205.32
28.33,203.06
28.53,202.27
28.73,202.8
28.93,201.79
29.13,201.85
29.33,202.93
29.53,202.08
29.73,203.34
29.93,203.67
30.13,202.53
30.33,203.34
30.53,202.92
30.73,202.32
30.93,202.84
31.13,202.39
31.33,201.41
31.53,202.88
31.73,202.67
31.94,202.61
32.14,203.29
32.34,202.84
32.54,202.66
32.74,202.72
32.94,201.87
33.14,201.42
33.35,201.46
33.55,200.48
33.75,201.16
33.95,201.57
34.15,201.49
34.35,202.19
34.55,203.01
34.75,202.56
34.95,202.78
35.15,204.65
35.35,203.53
35.55,205.57
35.76,205.79
35.96,205.5
36.16,205.55
36.36,205.14
36.56,202.95
36.76,202.45
36.96,200.7
37.16,199.27
37.36,198.65
37.56,198.22
37.76,198.18
37.96,198.15
38.16,198.19
38.36,198.18
38.56,198.15
38.76,198.19
38.96,198.23
