Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.00,133.0,126.0,145.0,125.0
0.00,133.0,126.0,145.0,125.0
0.20,105.0,102.0,136.0,103.0
0.40,85.0,78.0,98.0,86.0
0.60,134.0,116.0,129.0,120.0
0.80,136.0,122.0,108.0,99.0
1.00,135.0,81.0,97.0,85.0
1.20,109.0,75.0,135.0,83.0
1.40,86.0,75.0,140.0,83.0
1.60,82.0,74.0,142.0,83.0
1.80,90.0,74.0,142.0,83.0
2.00,109.0,75.0,141.0,83.0
2.20,86.0,74.0,141.0,83.0
2.40,100.0,74.0,141.0,83.0
2.60,84.0,74.0,141.0,83.0
2.80,82.0,74.0,141.0,83.0
3.00,119.0,74.0,130.0,83.0
3.20,136.0,120.0,140.0,123.0
3.40,133.0,81.0,116.0,88.0
3.60,129.0,75.0,133.0,84.0
3.80,88.0,75.0,140.0,83.0
4.00,83.0,75.0,141.0,83.0
4.20,82.0,74.0,141.0,83.0
4.40,82.0,74.0,141.0,83.0
4.60,82.0,74.0,142.0,83.0
4.80,84.0,100.0,143.0,84.0
5.00,109.0,87.0,145.0,83.0
5.20,85.0,76.0,145.0,83.0
5.40,82.0,75.0,144.0,83.0
5.60,82.0,75.0,144.0,83.0
5.80,82.0,75.0,145.0,83.0
6.00,82.0,75.0,144.0,83.0
6.20,82.0,75.0,144.0,83.0
6.40,82.0,75.0,145.0,83.0
6.60,82.0,74.0,145.0,83.0
6.80,82.0,74.0,144.0,83.0
7.00,82.0,74.0,144.0,83.0
7.20,82.0,74.0,145.0,83.0
7.40,94.0,119.0,144.0,102.0
7.60,126.0,126.0,144.0,95.0
7.80,88.0,127.0,144.0,85.0
8.00,83.0,127.0,143.0,83.0
8.20,82.0,99.0,144.0,83.0
8.40,82.0,78.0,144.0,83.0
8.60,82.0,75.0,145.0,83.0
8.80,82.0,75.0,145.0,83.0
9.00,82.0,74.0,143.0,83.0
9.20,82.0,74.0,143.0,83.0
9.40,82.0,74.0,144.0,89.0
9.60,82.0,74.0,145.0,93.0
9.80,82.0,75.0,144.0,84.0
10.00,82.0,74.0,141.0,83.0
10.21,82.0,74.0,141.0,83.0
10.41,82.0,75.0,142.0,83.0
10.61,82.0,74.0,141.0,83.0
10.81,82.0,74.0,141.0,83.0
11.01,82.0,74.0,142.0,83.0
11.21,125.0,74.0,142.0,83.0
11.41,134.0,74.0,143.0,83.0
11.61,110.0,74.0,143.0,83.0
11.81,105.0,95.0,140.0,83.0
12.01,124.0,117.0,141.0,119.0
12.21,134.0,115.0,122.0,107.0
12.41,134.0,126.0,96.0,86.0
12.61,134.0,104.0,93.0,83.0
12.81,134.0,78.0,119.0,83.0
13.01,134.0,103.0,136.0,109.0
13.21,134.0,124.0,99.0,89.0
13.41,134.0,84.0,116.0,84.0
13.61,134.0,76.0,137.0,83.0
13.81,137.0,108.0,143.0,111.0
14.01,134.0,125.0,103.0,90.0
14.21,134.0,109.0,94.0,84.0
14.41,134.0,79.0,93.0,83.0
14.61,136.0,102.0,129.0,83.0
15.33,134.0,76.0,137.0,83.0
