Time(S),GPU0_Power(W)
0.06,198.55
0.06,198.57
0.26,198.6
0.46,198.67
0.66,198.54
0.86,198.27
1.06,198.24
1.26,198.27
1.46,198.25
1.66,198.24
1.86,190.85
2.06,180.89
2.26,170.75
2.46,160.43
2.66,150.77
2.86,146.66
3.06,145.93
3.26,145.3
3.46,144.92
3.66,144.72
3.86,144.6
4.06,144.48
4.26,144.37
4.47,144.27
4.67,144.21
4.87,144.16
5.07,144.09
5.27,144.06
5.47,144.06
5.67,144.06
5.87,144.0
6.07,144.0
6.27,143.96
6.47,143.97
6.72,144.46
7.03,144.83
7.23,152.24
7.43,162.93
7.63,173.49
7.83,183.99
8.03,193.92
8.23,198.08
8.43,197.97
8.63,197.94
8.83,197.93
9.03,197.91
9.23,197.93
9.43,197.83
10.40,197.86
10.60,197.85
10.80,197.88
11.00,197.91
11.20,197.95
11.40,197.92
11.60,197.95
11.81,197.98
12.01,198.05
12.21,198.15
12.41,198.85
12.61,199.24
12.81,200.7
13.01,201.8
13.21,203.46
13.41,203.76
13.61,205.17
13.81,204.52
14.01,205.11
14.21,204.28
14.41,204.33
14.61,202.62
14.82,203.15
15.02,203.79
15.22,203.98
15.42,203.85
15.62,203.71
15.82,202.18
16.02,199.91
16.22,199.53
16.42,198.45
16.62,198.1
16.82,198.08
17.02,198.14
17.22,198.15
17.42,198.12
