Time(S),GPU0_Power(W)
0.00,129.0
0.00,129.0
0.20,99.0
0.40,83.0
0.60,132.0
0.80,134.0
1.00,134.0
1.20,132.0
1.40,131.0
1.60,131.0
1.80,131.0
2.00,131.0
2.20,131.0
2.40,131.0
2.60,131.0
2.80,110.0
3.00,85.0
3.20,81.0
3.40,81.0
3.60,81.0
3.80,126.0
4.00,130.0
4.20,131.0
4.40,105.0
4.60,84.0
4.80,81.0
5.00,81.0
5.20,81.0
5.40,81.0
5.60,81.0
5.80,81.0
6.00,114.0
6.20,105.0
6.40,84.0
6.60,81.0
6.80,81.0
7.00,81.0
7.20,81.0
7.40,81.0
7.60,81.0
7.80,81.0
8.00,81.0
8.20,81.0
8.40,81.0
8.60,81.0
8.80,81.0
9.00,81.0
9.20,81.0
9.40,81.0
9.60,81.0
9.80,81.0
10.00,81.0
10.20,81.0
10.40,81.0
10.60,81.0
10.80,120.0
11.00,129.0
11.20,131.0
11.40,100.0
11.60,83.0
11.80,120.0
12.00,130.0
12.20,133.0
12.40,115.0
12.60,112.0
12.80,97.0
13.00,106.0
13.20,120.0
13.40,99.0
13.60,122.0
13.80,131.0
14.00,132.0
14.20,132.0
14.40,132.0
14.60,132.0
14.80,132.0
15.00,132.0
15.20,132.0
15.40,133.0
16.00,132.0
16.20,132.0
16.40,132.0
16.60,132.0
16.80,132.0
17.00,132.0
17.20,132.0
17.40,132.0
17.60,132.0
17.80,132.0
18.00,132.0
18.20,132.0
18.40,131.0
18.61,100.0
18.81,133.0
19.01,151.0
19.21,160.0
19.41,136.0
19.61,132.0
19.81,127.0
20.01,176.0
20.21,153.0
20.41,108.0
20.61,124.0
20.81,146.0
21.01,159.0
21.21,127.0
21.41,137.0
21.61,150.0
21.81,177.0
22.01,144.0
22.21,157.0
22.41,186.0
22.61,118.0
22.81,91.0
23.01,132.0
23.21,193.0
23.41,147.0
23.61,156.0
23.81,189.0
24.01,148.0
24.21,162.0
24.41,154.0
24.61,121.0
24.81,92.0
25.01,131.0
25.21,194.0
25.41,121.0
25.61,131.0
25.81,172.0
26.01,144.0
26.21,153.0
26.41,119.0
26.61,138.0
26.81,148.0
27.01,168.0
27.21,115.0
27.41,112.0
27.61,135.0
27.81,171.0
28.01,167.0
28.21,420.0
28.41,260.0
28.61,315.0
28.81,355.0
29.01,311.0
29.21,364.0
29.41,263.0
29.61,244.0
29.81,235.0
30.01,254.0
30.21,229.0
30.41,119.0
30.61,105.0
30.81,133.0
31.01,106.0
31.21,90.0
31.41,87.0
31.61,89.0
31.81,87.0
32.01,87.0
32.21,87.0
32.41,87.0
32.61,87.0
32.81,87.0
33.01,87.0
33.21,87.0
33.41,109.0
33.61,148.0
33.81,151.0
34.01,139.0
34.21,107.0
34.41,90.0
34.61,87.0
34.81,110.0
35.01,90.0
