Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W),GPU4_Power(W),GPU5_Power(W),GPU6_Power(W),GPU7_Power(W)
0.00,157.0,157.0,150.0,155.0,148.0,155.0,154.0,145.0
0.00,157.0,157.0,150.0,155.0,148.0,155.0,154.0,145.0
0.20,164.0,168.0,161.0,164.0,157.0,163.0,161.0,157.0
0.40,134.0,138.0,131.0,135.0,129.0,134.0,131.0,128.0
0.60,130.0,133.0,127.0,131.0,124.0,129.0,126.0,123.0
0.80,129.0,132.0,126.0,130.0,124.0,128.0,125.0,122.0
1.00,129.0,133.0,125.0,130.0,124.0,127.0,125.0,123.0
1.20,129.0,132.0,125.0,130.0,123.0,127.0,125.0,123.0
1.40,129.0,132.0,125.0,130.0,124.0,127.0,125.0,122.0
1.60,128.0,132.0,125.0,130.0,124.0,128.0,125.0,123.0
1.80,128.0,132.0,125.0,130.0,124.0,128.0,125.0,122.0
2.00,128.0,132.0,125.0,129.0,123.0,127.0,125.0,122.0
2.20,128.0,132.0,125.0,130.0,123.0,128.0,125.0,122.0
2.40,128.0,132.0,125.0,129.0,123.0,127.0,125.0,122.0
2.60,128.0,132.0,125.0,130.0,123.0,127.0,125.0,122.0
2.80,128.0,132.0,125.0,130.0,124.0,128.0,125.0,122.0
3.00,128.0,132.0,125.0,130.0,124.0,127.0,124.0,122.0
3.20,127.0,131.0,125.0,129.0,124.0,128.0,125.0,122.0
3.40,127.0,132.0,125.0,129.0,123.0,127.0,125.0,122.0
3.60,128.0,131.0,125.0,129.0,124.0,127.0,125.0,122.0
3.80,128.0,131.0,125.0,129.0,124.0,127.0,125.0,122.0
4.00,128.0,132.0,125.0,129.0,123.0,128.0,125.0,122.0
4.20,128.0,132.0,125.0,129.0,123.0,127.0,125.0,122.0
4.40,128.0,132.0,125.0,130.0,123.0,127.0,125.0,122.0
4.60,128.0,132.0,125.0,129.0,123.0,127.0,124.0,121.0
4.80,128.0,132.0,125.0,129.0,123.0,127.0,125.0,122.0
5.00,128.0,132.0,125.0,129.0,123.0,127.0,125.0,122.0
5.20,128.0,132.0,125.0,130.0,123.0,127.0,125.0,122.0
5.41,128.0,131.0,125.0,130.0,122.0,127.0,125.0,122.0
5.61,128.0,132.0,125.0,130.0,123.0,127.0,124.0,122.0
5.81,128.0,131.0,125.0,129.0,123.0,127.0,125.0,121.0
6.01,128.0,132.0,124.0,130.0,122.0,127.0,125.0,121.0
6.21,128.0,131.0,125.0,129.0,123.0,127.0,124.0,122.0
6.41,128.0,131.0,125.0,130.0,122.0,127.0,125.0,122.0
6.61,128.0,131.0,125.0,129.0,123.0,127.0,124.0,122.0
6.81,128.0,132.0,125.0,130.0,122.0,128.0,124.0,122.0
7.01,127.0,132.0,125.0,129.0,123.0,127.0,124.0,122.0
7.21,128.0,132.0,125.0,129.0,123.0,126.0,125.0,122.0
7.41,127.0,132.0,125.0,130.0,123.0,127.0,124.0,122.0
7.61,127.0,131.0,125.0,130.0,122.0,127.0,125.0,122.0
7.81,128.0,131.0,125.0,129.0,123.0,127.0,125.0,122.0
8.01,128.0,131.0,125.0,130.0,123.0,128.0,125.0,122.0
8.21,128.0,131.0,125.0,129.0,123.0,127.0,125.0,122.0
8.41,128.0,132.0,125.0,129.0,123.0,127.0,125.0,122.0
8.61,128.0,131.0,125.0,130.0,123.0,127.0,125.0,122.0
8.81,128.0,131.0,125.0,129.0,122.0,127.0,125.0,122.0
9.01,128.0,132.0,124.0,130.0,122.0,127.0,124.0,122.0
9.21,127.0,132.0,125.0,129.0,123.0,127.0,124.0,122.0
9.41,128.0,132.0,125.0,129.0,122.0,127.0,124.0,121.0
9.61,127.0,131.0,125.0,130.0,123.0,127.0,125.0,122.0
9.81,128.0,132.0,125.0,130.0,123.0,127.0,125.0,122.0
10.01,138.0,132.0,124.0,129.0,122.0,127.0,125.0,122.0
10.21,174.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
10.41,167.0,132.0,125.0,129.0,122.0,127.0,124.0,122.0
10.61,162.0,132.0,125.0,129.0,123.0,127.0,124.0,122.0
10.81,161.0,131.0,125.0,129.0,123.0,127.0,125.0,122.0
11.01,161.0,132.0,124.0,129.0,123.0,127.0,124.0,122.0
11.21,161.0,131.0,124.0,129.0,123.0,126.0,124.0,122.0
11.41,161.0,131.0,125.0,129.0,122.0,126.0,124.0,122.0
11.61,161.0,131.0,124.0,130.0,122.0,127.0,124.0,122.0
11.81,161.0,131.0,124.0,130.0,122.0,127.0,124.0,122.0
12.01,161.0,131.0,125.0,129.0,123.0,127.0,124.0,122.0
12.21,161.0,131.0,124.0,129.0,123.0,126.0,124.0,122.0
12.41,161.0,131.0,124.0,129.0,123.0,127.0,124.0,122.0
12.61,161.0,131.0,125.0,129.0,122.0,127.0,124.0,121.0
12.81,161.0,131.0,124.0,129.0,123.0,127.0,124.0,122.0
13.01,162.0,131.0,125.0,129.0,123.0,127.0,124.0,122.0
13.21,161.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
13.41,162.0,132.0,125.0,129.0,122.0,127.0,124.0,122.0
13.61,161.0,131.0,124.0,128.0,123.0,127.0,124.0,122.0
13.81,161.0,131.0,124.0,129.0,122.0,127.0,125.0,122.0
14.01,161.0,131.0,125.0,129.0,122.0,127.0,124.0,121.0
14.21,161.0,132.0,125.0,130.0,122.0,126.0,124.0,121.0
14.41,161.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
14.61,161.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
14.81,161.0,131.0,124.0,129.0,123.0,127.0,124.0,122.0
15.01,162.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
15.21,161.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
15.41,162.0,131.0,124.0,129.0,122.0,126.0,124.0,122.0
15.61,161.0,131.0,124.0,129.0,122.0,127.0,124.0,122.0
15.81,161.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
16.01,161.0,131.0,124.0,129.0,122.0,126.0,124.0,122.0
16.21,161.0,132.0,125.0,129.0,123.0,126.0,124.0,122.0
16.41,161.0,131.0,124.0,129.0,122.0,127.0,125.0,121.0
16.61,161.0,131.0,125.0,129.0,122.0,126.0,124.0,122.0
16.81,161.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
17.01,161.0,132.0,125.0,129.0,122.0,127.0,124.0,122.0
17.21,187.0,131.0,125.0,129.0,122.0,127.0,124.0,132.0
17.41,174.0,147.0,125.0,129.0,122.0,126.0,124.0,137.0
17.61,175.0,144.0,145.0,129.0,122.0,127.0,124.0,128.0
17.81,181.0,138.0,136.0,171.0,123.0,126.0,125.0,127.0
18.01,187.0,137.0,131.0,141.0,148.0,127.0,124.0,127.0
18.21,193.0,146.0,139.0,146.0,139.0,147.0,131.0,136.0
18.41,203.0,167.0,160.0,165.0,158.0,135.0,141.0,157.0
18.61,206.0,171.0,147.0,169.0,160.0,133.0,179.0,159.0
18.81,206.0,171.0,162.0,163.0,159.0,163.0,166.0,160.0
19.01,217.0,171.0,164.0,169.0,161.0,167.0,164.0,154.0
19.21,207.0,186.0,165.0,170.0,162.0,167.0,163.0,160.0
19.41,233.0,212.0,197.0,202.0,192.0,200.0,197.0,191.0
19.61,241.0,216.0,207.0,212.0,202.0,209.0,207.0,200.0
19.81,219.0,208.0,203.0,195.0,183.0,191.0,185.0,196.0
20.01,235.0,199.0,203.0,200.0,195.0,204.0,201.0,192.0
20.21,233.0,202.0,204.0,206.0,196.0,202.0,201.0,190.0
20.41,213.0,185.0,178.0,180.0,169.0,174.0,171.0,166.0
20.61,206.0,175.0,169.0,174.0,164.0,170.0,167.0,163.0
20.81,221.0,191.0,184.0,191.0,182.0,189.0,185.0,182.0
21.01,237.0,228.0,221.0,231.0,225.0,233.0,230.0,216.0
21.21,205.0,228.0,231.0,227.0,206.0,211.0,213.0,214.0
21.41,175.0,188.0,182.0,182.0,169.0,173.0,171.0,178.0
21.61,176.0,175.0,169.0,174.0,165.0,169.0,171.0,164.0
21.81,232.0,222.0,229.0,234.0,227.0,227.0,232.0,209.0
22.01,242.0,243.0,238.0,242.0,234.0,241.0,240.0,230.0
22.21,233.0,235.0,229.0,235.0,224.0,232.0,226.0,222.0
22.41,250.0,252.0,247.0,250.0,242.0,249.0,245.0,239.0
22.61,252.0,256.0,250.0,255.0,245.0,253.0,250.0,242.0
22.81,227.0,231.0,224.0,229.0,220.0,227.0,223.0,218.0
23.01,246.0,250.0,243.0,247.0,238.0,246.0,242.0,237.0
23.21,251.0,255.0,247.0,252.0,243.0,251.0,247.0,240.0
23.41,245.0,249.0,243.0,248.0,237.0,247.0,243.0,236.0
23.61,237.0,240.0,233.0,239.0,227.0,236.0,232.0,227.0
23.81,249.0,252.0,245.0,250.0,240.0,248.0,246.0,239.0
24.01,255.0,257.0,248.0,256.0,245.0,253.0,250.0,242.0
24.21,222.0,227.0,219.0,225.0,215.0,222.0,219.0,214.0
24.41,246.0,249.0,243.0,247.0,238.0,245.0,242.0,236.0
24.61,251.0,254.0,248.0,252.0,243.0,251.0,248.0,239.0
24.81,245.0,249.0,242.0,247.0,237.0,246.0,243.0,236.0
25.01,236.0,239.0,233.0,237.0,229.0,236.0,233.0,228.0
25.21,249.0,252.0,246.0,250.0,241.0,249.0,246.0,239.0
25.41,254.0,257.0,249.0,253.0,244.0,253.0,249.0,243.0
25.61,220.0,224.0,217.0,223.0,212.0,220.0,217.0,212.0
25.81,245.0,248.0,242.0,247.0,237.0,244.0,241.0,236.0
26.01,248.0,251.0,244.0,250.0,239.0,249.0,245.0,238.0
26.21,237.0,242.0,236.0,240.0,231.0,239.0,234.0,229.0
26.41,237.0,240.0,234.0,239.0,229.0,238.0,233.0,228.0
26.61,248.0,252.0,243.0,250.0,239.0,248.0,245.0,239.0
26.81,249.0,253.0,246.0,252.0,242.0,249.0,246.0,240.0
27.01,220.0,223.0,214.0,221.0,212.0,218.0,214.0,211.0
27.21,246.0,248.0,241.0,247.0,238.0,245.0,241.0,235.0
27.41,250.0,252.0,246.0,250.0,239.0,250.0,246.0,240.0
27.61,233.0,237.0,230.0,235.0,225.0,233.0,229.0,223.0
27.81,243.0,248.0,239.0,245.0,236.0,243.0,237.0,233.0
28.01,253.0,257.0,250.0,253.0,244.0,251.0,249.0,242.0
28.21,247.0,253.0,245.0,251.0,240.0,248.0,245.0,238.0
28.41,233.0,234.0,230.0,235.0,224.0,228.0,229.0,224.0
28.61,250.0,252.0,246.0,252.0,242.0,250.0,248.0,240.0
28.81,256.0,258.0,251.0,255.0,246.0,253.0,252.0,243.0
29.01,226.0,231.0,223.0,229.0,220.0,227.0,223.0,217.0
29.21,247.0,250.0,241.0,248.0,238.0,245.0,242.0,237.0
29.41,251.0,255.0,249.0,254.0,243.0,251.0,248.0,244.0
29.61,247.0,250.0,244.0,249.0,239.0,248.0,245.0,238.0
29.81,235.0,239.0,231.0,237.0,227.0,236.0,232.0,225.0
30.01,250.0,253.0,247.0,252.0,241.0,249.0,246.0,239.0
30.21,253.0,256.0,250.0,255.0,246.0,254.0,250.0,244.0
30.42,222.0,226.0,219.0,225.0,215.0,222.0,218.0,214.0
30.62,245.0,249.0,243.0,247.0,236.0,246.0,242.0,236.0
30.82,250.0,254.0,247.0,251.0,242.0,251.0,248.0,240.0
31.02,245.0,249.0,242.0,247.0,238.0,246.0,242.0,235.0
31.22,239.0,243.0,235.0,240.0,231.0,240.0,233.0,230.0
31.42,247.0,252.0,245.0,250.0,240.0,249.0,244.0,239.0
31.62,252.0,255.0,247.0,253.0,243.0,253.0,247.0,240.0
31.82,220.0,223.0,216.0,222.0,211.0,220.0,214.0,210.0
32.02,245.0,248.0,242.0,246.0,236.0,246.0,241.0,235.0
32.22,249.0,252.0,244.0,250.0,241.0,248.0,246.0,238.0
32.42,235.0,240.0,232.0,238.0,228.0,235.0,232.0,226.0
32.62,246.0,250.0,243.0,247.0,237.0,247.0,243.0,236.0
32.82,254.0,257.0,249.0,255.0,244.0,253.0,250.0,241.0
33.02,248.0,252.0,246.0,250.0,240.0,249.0,245.0,239.0
33.22,234.0,237.0,229.0,235.0,222.0,230.0,228.0,226.0
33.42,251.0,254.0,247.0,255.0,242.0,249.0,248.0,240.0
33.62,253.0,258.0,250.0,255.0,245.0,253.0,251.0,243.0
33.82,231.0,236.0,228.0,233.0,223.0,232.0,227.0,222.0
34.02,246.0,250.0,243.0,248.0,238.0,245.0,242.0,236.0
34.22,253.0,257.0,249.0,254.0,244.0,254.0,249.0,242.0
34.42,248.0,252.0,244.0,249.0,239.0,249.0,245.0,238.0
34.62,237.0,240.0,231.0,238.0,224.0,232.0,232.0,226.0
34.82,272.0,277.0,269.0,275.0,267.0,267.0,239.0,262.0
35.02,344.0,339.0,337.0,342.0,334.0,338.0,238.0,328.0
35.22,264.0,268.0,261.0,267.0,256.0,264.0,240.0,254.0
35.42,217.0,220.0,213.0,219.0,209.0,216.0,208.0,208.0
35.62,208.0,213.0,205.0,211.0,202.0,208.0,203.0,201.0
35.82,208.0,212.0,204.0,211.0,201.0,207.0,201.0,200.0
