Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.00,132.0,126.0,149.0,132.0
0.00,132.0,126.0,149.0,132.0
0.20,104.0,96.0,118.0,107.0
0.40,85.0,77.0,96.0,86.0
0.60,118.0,113.0,127.0,132.0
0.80,131.0,94.0,110.0,132.0
1.00,115.0,77.0,95.0,133.0
1.20,86.0,75.0,133.0,117.0
1.40,82.0,75.0,140.0,92.0
1.60,82.0,75.0,142.0,96.0
1.80,82.0,74.0,142.0,103.0
2.00,82.0,74.0,142.0,97.0
2.20,82.0,75.0,141.0,85.0
2.40,82.0,74.0,141.0,84.0
2.60,82.0,74.0,141.0,83.0
2.80,82.0,75.0,142.0,83.0
3.00,121.0,116.0,152.0,120.0
3.20,131.0,120.0,143.0,99.0
3.40,132.0,81.0,142.0,85.0
3.60,132.0,75.0,141.0,83.0
3.80,102.0,75.0,141.0,83.0
4.00,85.0,74.0,141.0,83.0
4.20,82.0,74.0,142.0,83.0
4.40,83.0,76.0,143.0,84.0
4.60,82.0,75.0,145.0,83.0
4.80,82.0,74.0,144.0,83.0
5.00,82.0,74.0,145.0,83.0
5.20,82.0,74.0,145.0,83.0
5.40,82.0,74.0,145.0,83.0
5.60,82.0,74.0,144.0,83.0
5.80,82.0,74.0,144.0,83.0
6.00,82.0,74.0,145.0,83.0
6.20,82.0,74.0,146.0,83.0
6.40,82.0,74.0,146.0,83.0
6.60,82.0,74.0,144.0,83.0
6.80,82.0,75.0,144.0,83.0
7.00,82.0,74.0,145.0,83.0
7.20,82.0,74.0,146.0,83.0
7.40,82.0,74.0,145.0,83.0
7.60,82.0,75.0,144.0,83.0
7.80,82.0,74.0,145.0,83.0
8.00,82.0,74.0,144.0,83.0
8.20,82.0,74.0,143.0,83.0
8.40,82.0,74.0,144.0,83.0
8.60,82.0,74.0,144.0,83.0
8.80,82.0,74.0,145.0,83.0
9.00,82.0,83.0,145.0,83.0
9.20,82.0,93.0,146.0,83.0
9.40,82.0,77.0,141.0,100.0
9.60,82.0,75.0,142.0,85.0
9.80,82.0,74.0,142.0,83.0
10.00,82.0,74.0,141.0,83.0
10.20,82.0,74.0,141.0,83.0
10.40,111.0,74.0,143.0,83.0
10.60,135.0,74.0,143.0,83.0
10.80,139.0,114.0,149.0,106.0
11.01,134.0,87.0,107.0,126.0
11.21,109.0,120.0,94.0,106.0
11.93,117.0,83.0,106.0,83.0
12.13,132.0,93.0,135.0,122.0
12.33,133.0,77.0,138.0,88.0
12.53,133.0,75.0,139.0,84.0
12.73,94.0,75.0,103.0,83.0
12.93,133.0,117.0,135.0,120.0
13.13,140.0,101.0,143.0,130.0
13.33,135.0,115.0,144.0,126.0
13.53,133.0,85.0,154.0,100.0
13.73,142.0,77.0,148.0,108.0
13.93,135.0,121.0,145.0,128.0
14.13,134.0,122.0,151.0,136.0
14.33,133.0,139.0,151.0,146.0
14.53,166.0,166.0,174.0,164.0
14.73,176.0,175.0,182.0,173.0
14.93,160.0,158.0,170.0,156.0
15.13,160.0,158.0,172.0,156.0
15.33,151.0,143.0,168.0,146.0
15.53,135.0,129.0,164.0,131.0
15.73,133.0,128.0,162.0,130.0
15.93,138.0,147.0,167.0,143.0
16.13,170.0,162.0,184.0,162.0
16.33,131.0,121.0,156.0,124.0
16.53,108.0,99.0,148.0,105.0
16.73,160.0,150.0,169.0,151.0
16.93,166.0,153.0,167.0,153.0
17.13,162.0,152.0,165.0,151.0
17.33,156.0,147.0,160.0,146.0
17.53,150.0,138.0,157.0,138.0
17.73,111.0,100.0,149.0,106.0
17.93,163.0,154.0,172.0,153.0
18.14,163.0,154.0,168.0,154.0
18.34,162.0,158.0,171.0,156.0
18.54,272.0,266.0,172.0,259.0
18.74,259.0,255.0,164.0,253.0
18.94,255.0,251.0,167.0,239.0
19.14,237.0,237.0,163.0,235.0
19.34,153.0,124.0,154.0,155.0
19.54,102.0,87.0,148.0,109.0
19.74,91.0,81.0,149.0,91.0
19.94,89.0,81.0,148.0,89.0
20.14,86.0,83.0,152.0,91.0
20.34,83.0,80.0,147.0,88.0
20.54,82.0,80.0,145.0,88.0
20.74,82.0,80.0,146.0,88.0
20.94,82.0,80.0,146.0,88.0
21.14,82.0,80.0,146.0,88.0
21.34,82.0,80.0,146.0,88.0
21.54,82.0,80.0,146.0,88.0
21.74,82.0,82.0,149.0,90.0
21.94,85.0,138.0,164.0,146.0
22.14,123.0,150.0,168.0,155.0
22.34,119.0,127.0,155.0,134.0
22.54,87.0,86.0,148.0,94.0
22.74,103.0,108.0,155.0,114.0
22.94,136.0,112.0,159.0,123.0
