Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.18,121.64,74.7,69.09,71.6
0.18,121.92,74.72,69.08,71.6
0.38,122.0,74.84,69.08,71.6
0.58,121.96,74.87,69.06,71.59
0.78,122.0,74.79,69.06,71.6
0.98,121.94,74.75,69.06,71.61
1.18,122.0,74.71,69.05,71.6
1.38,112.85,74.7,69.04,71.59
1.59,102.43,74.78,69.05,71.58
1.80,92.68,74.85,69.07,71.58
2.00,82.14,74.76,69.02,71.59
2.20,72.58,74.71,69.01,71.6
2.41,72.27,74.69,69.02,71.63
2.62,72.16,74.68,69.04,71.6
2.82,72.08,74.74,69.03,71.62
3.03,72.09,74.87,69.02,71.63
3.24,72.07,74.79,69.04,71.62
3.45,72.05,74.71,69.04,71.62
3.65,72.03,74.68,69.05,71.59
3.86,72.04,74.69,69.03,71.58
4.07,72.04,74.71,69.03,71.54
4.27,72.03,74.83,69.05,71.56
4.48,72.04,74.83,69.07,71.54
4.69,72.04,74.74,69.08,71.57
4.90,72.03,74.7,69.07,71.6
5.10,72.0,74.69,69.07,71.61
5.31,71.97,74.74,69.05,71.61
5.55,72.02,74.75,69.05,71.58
6.26,72.01,74.71,69.04,71.58
6.67,71.96,74.68,71.03,71.57
7.81,71.97,74.83,72.77,71.65
8.59,71.96,74.77,72.79,71.63
8.79,71.97,74.72,72.79,71.63
8.99,71.97,74.68,72.27,71.62
9.20,71.93,74.68,71.55,71.61
9.40,71.94,74.8,70.85,71.61
9.61,71.93,74.78,69.52,71.63
9.99,81.88,74.73,69.06,71.65
10.24,92.76,74.69,69.07,71.64
10.45,101.49,74.68,69.08,71.62
10.65,110.25,74.73,69.07,71.58
10.85,118.39,74.83,69.05,71.59
11.05,117.52,74.7,69.06,71.57
11.46,117.36,74.67,69.06,71.58
12.86,117.4,74.83,69.03,71.62
13.66,117.44,74.66,69.04,71.58
14.49,117.42,74.69,69.04,71.59
14.69,117.4,74.83,69.03,71.58
14.90,117.44,74.78,69.06,71.57
15.11,117.43,74.7,69.09,71.57
15.32,117.42,74.67,69.1,71.57
15.53,117.47,74.66,69.05,71.58
15.74,117.54,74.69,69.03,71.6
15.95,117.55,74.83,69.04,71.61
16.16,117.55,74.82,69.05,71.6
16.37,117.5,74.71,69.08,71.62
16.58,117.53,74.67,69.07,71.59
16.79,117.53,74.64,69.12,71.58
17.13,117.57,74.72,69.09,71.59
17.33,117.58,74.84,69.06,71.59
17.53,117.62,74.81,69.07,71.6
17.73,117.69,74.74,69.09,71.61
17.93,117.78,74.68,69.08,71.6
18.13,117.78,74.65,69.07,71.57
18.33,118.14,74.76,69.11,71.57
18.69,119.35,74.84,69.09,71.56
18.91,119.69,74.76,69.09,71.57
19.11,119.91,74.66,69.14,71.57
19.49,119.27,74.64,69.09,71.55
19.87,119.38,74.76,69.09,71.57
20.07,119.29,74.68,69.09,71.6
20.49,120.15,74.65,69.1,71.62
20.72,119.7,74.63,69.1,71.61
20.92,120.08,74.64,69.09,71.6
21.12,120.36,74.8,69.08,71.59
21.38,120.41,74.79,69.11,71.59
21.58,120.08,74.68,69.1,71.59
21.88,118.85,74.62,69.1,71.6
22.27,118.46,74.66,69.08,71.58
22.47,118.47,74.81,69.1,71.58
22.70,119.4,74.79,69.1,71.57
22.90,119.39,74.72,69.11,71.58
23.10,119.44,74.66,69.12,71.59
23.38,120.75,74.67,69.13,71.61
23.59,120.74,74.68,69.09,71.62
23.79,120.59,74.79,69.11,71.6
23.99,120.62,74.79,69.14,71.6
24.19,120.04,74.68,69.13,71.56
24.48,120.28,74.65,69.13,71.57
24.69,119.29,74.68,69.11,71.56
24.95,119.27,74.77,69.09,71.58
25.15,119.38,74.85,69.12,71.59
25.44,119.69,74.76,69.11,71.58
25.65,120.06,74.7,69.12,71.57
25.85,120.04,74.65,69.11,71.57
26.23,119.67,74.77,69.08,71.59
26.52,119.46,74.8,69.1,71.58
26.80,119.01,74.72,69.13,71.59
27.00,118.84,74.62,69.15,71.57
27.30,119.11,74.62,69.17,71.57
27.51,118.95,74.67,69.11,71.57
27.71,119.22,74.81,69.1,71.56
28.02,121.17,74.74,69.09,71.57
28.22,120.46,74.7,69.1,71.56
28.42,120.21,74.62,69.1,71.56
28.72,119.93,74.7,69.12,71.57
29.11,119.0,74.79,69.14,71.56
29.31,119.34,74.68,69.14,71.59
29.62,120.07,74.61,69.13,71.58
29.92,119.45,74.59,69.12,71.59
30.12,120.21,74.62,69.09,71.57
30.33,120.2,74.74,69.09,71.6
30.53,120.19,74.72,69.09,71.61
30.73,119.88,74.64,69.1,71.6
31.00,119.76,74.62,69.16,71.62
31.20,120.47,74.62,69.13,71.6
31.42,120.63,74.66,69.12,71.6
31.62,122.13,74.77,69.12,71.58
31.83,121.74,74.77,69.13,71.58
32.03,121.18,74.65,69.08,71.55
32.33,121.14,74.59,69.08,71.58
32.61,119.71,74.61,69.08,71.59
32.81,120.71,74.75,69.09,71.59
33.20,120.29,74.7,69.05,71.58
33.40,119.49,74.63,69.09,71.56
33.70,120.72,74.6,69.09,71.57
33.90,120.85,74.62,69.12,71.59
34.10,121.25,74.71,69.12,71.6
34.30,121.33,74.81,69.12,71.61
34.50,120.65,74.71,69.13,71.6
34.79,119.19,74.6,69.12,71.59
35.19,119.1,74.6,69.14,71.57
35.39,120.09,74.69,69.14,71.57
35.60,119.96,74.79,69.1,71.56
35.90,119.85,74.73,69.12,71.58
36.10,119.11,74.61,69.14,71.54
36.40,119.33,74.6,69.13,71.56
36.60,119.43,74.62,69.11,71.58
36.80,119.85,74.74,69.11,71.57
37.00,120.04,74.78,69.07,71.59
37.28,119.14,74.68,69.09,71.61
37.52,119.15,74.62,69.14,71.62
37.72,119.19,74.57,69.13,71.61
37.92,119.22,74.56,69.12,71.61
38.12,119.08,74.67,69.12,71.62
38.32,118.82,74.76,69.17,71.61
