Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W)
0.19,121.84,75.14,69.14,71.79
0.19,122.15,75.07,69.14,71.79
0.39,122.11,75.03,69.12,71.78
0.59,122.07,75.0,69.1,71.76
0.79,121.99,75.04,69.08,71.74
0.99,121.97,75.14,69.08,71.75
1.19,121.97,75.17,69.08,71.76
1.39,121.98,75.08,69.09,71.72
1.59,122.02,75.03,69.07,71.72
1.79,112.8,75.0,69.06,71.71
1.99,103.34,75.03,69.05,71.71
2.20,92.01,75.13,69.04,71.72
2.41,82.0,75.14,69.06,71.74
2.61,73.01,75.08,69.04,71.75
2.82,72.29,75.03,69.05,71.75
3.02,72.14,74.97,69.05,71.73
3.23,72.1,74.96,69.07,71.74
3.43,72.11,75.05,69.07,71.74
3.64,72.17,75.08,69.08,71.74
3.84,72.19,75.02,69.07,71.76
4.05,72.2,74.98,69.06,71.75
4.25,72.17,74.98,69.06,71.76
4.45,72.13,74.98,69.06,71.75
4.66,72.07,75.06,69.07,71.72
4.86,72.04,75.08,69.06,71.71
5.07,72.01,75.01,69.07,71.72
5.27,72.06,74.97,69.06,71.73
5.50,72.02,75.13,69.1,71.7
6.23,72.07,75.04,69.07,71.69
6.62,72.04,75.03,69.11,71.72
7.79,71.99,75.05,69.07,71.79
8.58,71.98,75.11,69.05,71.76
8.79,71.96,75.03,69.05,71.76
9.00,71.96,74.99,69.04,71.73
9.20,72.04,74.94,69.07,71.71
9.41,72.05,74.95,69.07,71.71
9.61,72.02,75.11,69.05,71.72
9.98,81.75,75.05,69.06,71.73
10.23,92.34,74.99,69.06,71.74
10.43,100.37,74.96,69.06,71.74
10.63,109.96,74.95,69.08,71.72
10.83,118.11,74.99,69.07,71.72
11.03,117.42,75.02,69.04,71.74
11.43,117.48,75.07,69.08,71.7
13.67,117.45,74.94,69.08,71.68
14.56,117.49,75.03,69.06,71.7
14.78,117.57,75.11,69.06,71.72
15.00,117.6,75.05,69.04,71.71
15.20,117.65,74.99,69.05,71.7
15.41,117.59,74.93,69.06,71.7
15.62,117.56,74.94,69.07,71.71
15.84,117.53,75.05,69.08,71.73
16.05,117.54,75.11,69.07,71.71
16.26,117.53,75.04,69.08,71.74
16.47,117.62,74.97,69.07,71.72
16.68,117.65,74.92,69.06,71.69
17.02,117.73,75.04,69.06,71.67
17.41,117.73,75.03,69.07,71.7
17.61,117.67,74.97,69.08,71.7
17.81,117.75,74.94,69.09,71.72
18.01,117.77,74.92,69.1,71.71
18.21,117.75,74.94,69.1,71.7
18.41,118.3,75.07,69.08,71.7
18.74,118.71,74.98,69.07,71.67
18.94,118.98,74.93,69.07,71.7
19.14,119.26,74.88,69.05,71.7
19.34,118.97,74.92,69.07,71.71
19.66,119.16,75.01,69.06,71.72
19.86,118.61,74.99,69.09,71.72
20.26,119.31,74.96,69.1,71.72
20.46,119.52,74.91,69.09,71.71
20.66,119.54,74.9,69.1,71.72
20.86,119.75,74.98,69.09,71.71
21.06,119.91,75.04,69.1,71.69
21.26,119.44,74.96,69.08,71.67
21.46,119.52,74.92,69.07,71.67
21.66,119.54,74.9,69.07,71.65
21.86,119.96,74.92,69.07,71.66
22.06,120.22,74.97,69.06,71.67
22.26,120.26,75.09,69.06,71.67
22.46,120.13,75.05,69.1,71.69
22.66,119.96,74.93,69.1,71.71
22.86,119.66,74.88,69.12,71.68
23.06,119.73,74.87,69.11,71.7
23.26,119.92,74.91,69.1,71.72
23.46,119.85,75.01,69.07,71.72
23.66,120.03,75.01,69.07,71.71
23.92,120.02,74.96,69.07,71.71
24.12,119.77,74.88,69.06,71.68
24.32,119.68,74.85,69.07,71.65
24.52,119.39,74.93,69.08,71.66
24.85,119.93,75.01,69.08,71.65
25.05,119.49,74.9,69.08,71.67
25.31,119.43,74.87,69.08,71.68
25.51,120.01,74.87,69.09,71.69
25.71,119.82,74.88,69.09,71.68
25.91,119.91,74.95,69.08,71.66
26.11,119.98,75.02,69.07,71.65
26.31,120.63,74.92,69.08,71.64
26.51,120.16,74.89,69.08,71.67
26.71,120.33,74.84,69.06,71.68
26.91,120.54,74.86,69.08,71.71
27.11,120.38,74.91,69.08,71.72
27.31,120.18,75.02,69.08,71.7
27.51,120.18,74.92,69.09,71.71
27.71,119.44,74.85,69.07,71.7
28.10,119.57,74.86,69.07,71.7
28.30,119.35,74.93,69.06,71.68
28.50,119.43,75.07,69.06,71.66
28.70,119.82,75.07,69.07,71.67
28.90,119.93,75.01,69.08,71.64
29.10,119.95,74.97,69.08,71.64
29.30,119.92,74.95,69.06,71.66
29.50,120.11,74.98,69.05,71.67
29.70,120.33,75.08,69.06,71.68
29.90,120.16,75.1,69.07,71.67
30.10,119.85,74.96,69.06,71.67
30.42,120.0,74.9,69.08,71.67
30.62,119.88,74.92,69.06,71.67
30.82,119.91,74.96,69.06,71.67
31.02,120.08,75.12,69.06,71.67
31.22,120.17,75.09,69.08,71.68
31.42,119.84,75.02,69.07,71.68
31.62,119.72,74.97,69.07,71.69
31.82,119.56,74.92,69.07,71.68
32.08,119.49,74.93,69.08,71.66
32.28,119.6,75.07,69.09,71.64
32.48,119.74,75.06,69.08,71.67
32.68,119.91,74.99,69.07,71.66
32.88,119.95,74.96,69.07,71.69
33.08,120.1,74.94,69.06,71.68
33.28,120.26,74.94,69.07,71.7
33.48,119.86,75.03,69.07,71.66
33.68,119.96,75.08,69.09,71.67
33.88,119.52,74.99,69.08,71.68
34.08,119.78,74.95,69.08,71.69
34.28,119.88,74.93,69.05,71.68
34.48,119.98,74.95,69.07,71.72
34.68,120.1,74.99,69.06,71.71
34.88,120.38,75.07,69.09,71.7
35.08,120.2,75.02,69.08,71.69
35.28,120.25,74.99,69.06,71.69
35.48,120.33,74.93,69.07,71.68
35.68,119.53,75.0,69.08,71.66
36.08,119.97,75.07,69.08,71.67
36.28,119.82,75.03,69.1,71.67
36.48,119.53,74.91,69.07,71.64
36.87,119.72,74.9,69.04,71.64
37.07,119.0,75.04,69.05,71.64
37.47,119.36,75.07,69.08,71.65
37.67,119.95,74.99,69.07,71.68
37.87,119.89,74.93,69.09,71.69
38.07,119.89,74.9,69.09,71.66
38.27,120.27,74.93,69.1,71.69
38.47,119.7,75.05,69.08,71.69
38.73,119.13,75.09,69.05,71.68
38.93,119.12,75.02,69.06,71.68
39.13,119.35,74.94,69.06,71.67
39.33,119.71,74.88,69.07,71.66
39.53,119.88,74.92,69.06,71.63
39.92,120.39,75.01,69.06,71.65
40.12,120.12,74.98,69.07,71.66
40.32,120.17,74.92,69.07,71.66
40.52,120.49,74.9,69.05,71.68
40.72,119.79,74.89,69.09,71.64
41.12,120.02,74.98,69.1,71.63
41.32,120.08,75.0,69.08,71.62
41.52,119.9,74.94,69.1,71.63
41.72,120.4,74.92,69.08,71.65
41.92,120.44,74.92,69.08,71.67
42.17,120.68,74.93,69.1,71.66
42.37,120.42,75.05,69.09,71.67
42.57,120.46,75.04,69.06,71.66
42.77,120.5,74.95,69.07,71.66
42.97,120.28,74.92,69.09,71.65
43.17,119.75,74.9,69.08,71.66
43.57,119.33,74.97,69.1,71.65
43.77,118.72,75.05,69.08,71.65
43.97,118.31,74.94,69.08,71.63
44.17,118.2,74.9,69.07,71.62
44.37,118.04,74.85,69.07,71.63
44.57,117.81,74.88,69.06,71.65
44.77,117.85,74.9,69.08,71.66
44.97,117.83,75.02,69.08,71.68
45.17,117.83,74.97,69.07,71.68
45.37,117.89,74.89,69.08,71.67
