Time(S),GPU0_Power(W)
0.06,198.46
0.06,198.46
0.26,198.49
0.46,198.48
0.66,198.38
0.86,198.11
1.06,198.06
1.26,198.06
1.46,198.11
1.66,198.14
1.86,193.4
2.06,183.42
2.26,173.36
2.46,163.09
2.66,152.53
2.86,146.67
3.06,145.97
3.26,145.41
3.46,144.94
3.66,144.72
3.86,144.57
4.06,144.43
4.26,144.3
4.46,144.19
4.66,144.13
4.86,144.06
5.06,144.04
5.26,143.99
5.46,143.96
5.67,143.96
5.87,143.96
6.07,143.95
6.27,143.93
6.47,143.95
6.67,143.95
6.87,143.95
7.07,143.91
7.27,143.91
7.47,143.93
7.67,143.93
7.87,144.1
8.12,144.11
8.32,151.12
8.52,161.87
8.72,172.43
8.92,182.95
9.12,193.45
9.32,198.11
9.52,197.94
9.72,197.96
9.92,197.93
10.12,197.95
10.32,198.06
10.52,198.11
10.72,198.09
10.92,198.1
11.12,198.1
11.32,197.96
11.52,197.86
11.72,197.81
12.81,197.84
13.17,197.89
13.38,197.91
13.58,197.97
13.87,197.8
15.09,197.94
15.49,197.96
15.69,197.95
16.40,197.93
16.60,197.94
16.80,198.01
17.00,198.05
17.20,198.05
17.40,198.09
17.60,198.11
17.80,198.09
18.00,198.06
18.20,198.1
18.40,198.09
18.60,198.05
18.80,198.01
19.00,198.05
19.20,198.07
19.40,198.05
19.60,198.06
19.80,198.1
20.00,198.01
20.20,198.06
20.40,198.21
20.60,198.66
20.80,198.94
21.00,198.85
21.30,199.54
21.50,200.81
21.70,201.02
21.90,203.16
22.10,203.18
22.30,204.06
22.50,204.57
22.70,205.41
22.90,204.2
23.10,205.24
23.30,205.17
23.50,205.72
23.70,205.62
23.90,206.12
24.10,206.31
24.30,206.08
24.50,205.49
24.70,203.76
24.90,203.75
25.10,204.32
25.30,203.74
25.50,204.11
25.70,204.89
25.90,205.07
26.10,205.69
26.30,205.81
26.50,205.64
26.70,205.18
26.90,204.52
27.10,204.96
27.30,203.5
27.50,203.95
27.70,205.42
27.90,205.65
28.10,204.87
28.30,204.82
28.50,205.04
28.70,203.61
28.90,204.47
29.10,203.42
29.31,204.62
29.51,205.33
29.71,205.85
29.91,205.66
30.11,205.53
30.31,204.42
30.51,204.64
30.71,203.7
30.91,204.3
31.11,204.96
31.31,206.4
31.51,204.3
31.71,203.32
31.91,203.33
32.11,200.31
32.31,198.46
32.51,198.14
32.71,198.14
32.91,198.15
33.11,198.16
33.31,198.19
33.51,198.22
33.71,198.18
33.91,198.16
34.11,198.15
