Time(S),GPU0_Power(W)
0.06,197.18
0.06,197.17
0.26,197.18
0.46,197.22
0.66,197.14
0.86,196.8
1.06,196.79
1.26,196.89
1.46,196.93
1.66,189.17
1.86,179.83
2.06,170.71
2.26,160.22
2.46,151.07
2.66,147.79
2.86,146.62
3.06,145.62
3.26,144.88
3.46,144.26
3.66,143.86
3.86,143.71
4.06,143.6
4.26,143.49
4.46,143.41
4.66,143.29
4.87,143.16
5.07,143.14
5.27,143.12
5.47,143.07
5.67,143.05
5.87,143.1
6.07,143.11
6.27,143.11
6.47,143.12
6.67,143.13
6.87,143.12
7.07,143.12
7.29,143.41
7.58,143.79
7.78,151.05
7.98,161.72
8.18,172.18
8.38,182.59
8.58,192.51
8.78,196.69
8.98,196.55
9.18,196.58
9.38,196.57
9.58,196.64
9.78,196.62
10.55,196.63
10.75,196.63
10.95,196.63
11.15,196.71
11.35,196.8
11.55,196.91
11.75,197.12
11.95,198.05
12.15,199.45
12.35,200.03
12.55,202.63
12.76,204.01
12.96,203.96
13.16,202.96
13.36,202.48
13.56,199.88
13.76,198.15
13.96,198.0
14.16,197.07
14.36,196.82
14.56,196.8
14.76,196.77
14.96,196.77
15.16,196.9
