Time(S),GPU0_Power(W),GPU1_Power(W),GPU2_Power(W),GPU3_Power(W),GPU4_Power(W),GPU5_Power(W),GPU6_Power(W),GPU7_Power(W)
0.01,162.0,160.0,151.0,152.0,142.0,147.0,146.0,152.0
0.01,162.0,160.0,151.0,152.0,142.0,147.0,146.0,152.0
0.21,155.0,159.0,151.0,154.0,147.0,156.0,156.0,149.0
0.41,132.0,136.0,129.0,133.0,127.0,131.0,129.0,126.0
0.61,128.0,132.0,126.0,130.0,124.0,128.0,126.0,123.0
0.81,128.0,131.0,125.0,130.0,123.0,128.0,125.0,122.0
1.01,128.0,132.0,125.0,130.0,123.0,127.0,125.0,122.0
1.21,128.0,132.0,125.0,129.0,123.0,127.0,125.0,122.0
1.41,128.0,132.0,125.0,129.0,123.0,127.0,125.0,122.0
1.61,128.0,131.0,125.0,129.0,123.0,127.0,125.0,122.0
1.81,128.0,131.0,125.0,129.0,123.0,127.0,125.0,122.0
2.01,128.0,131.0,125.0,129.0,123.0,127.0,125.0,122.0
2.21,128.0,132.0,125.0,129.0,123.0,127.0,125.0,122.0
2.41,128.0,132.0,125.0,130.0,123.0,127.0,124.0,122.0
2.61,128.0,131.0,125.0,129.0,123.0,127.0,125.0,122.0
2.81,128.0,131.0,125.0,129.0,123.0,127.0,125.0,122.0
3.01,128.0,131.0,125.0,129.0,123.0,127.0,125.0,122.0
3.21,128.0,131.0,125.0,129.0,123.0,127.0,125.0,121.0
3.41,128.0,131.0,125.0,129.0,123.0,127.0,125.0,122.0
3.61,128.0,131.0,125.0,129.0,123.0,127.0,125.0,122.0
3.81,128.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
4.01,128.0,131.0,125.0,130.0,123.0,127.0,125.0,122.0
4.21,128.0,131.0,125.0,129.0,123.0,127.0,125.0,122.0
4.41,128.0,131.0,125.0,129.0,123.0,127.0,125.0,122.0
4.61,128.0,131.0,125.0,128.0,123.0,127.0,125.0,122.0
4.81,128.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
5.01,128.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
5.21,127.0,131.0,125.0,129.0,123.0,127.0,124.0,122.0
5.41,128.0,131.0,125.0,129.0,123.0,127.0,124.0,122.0
5.61,127.0,131.0,125.0,129.0,122.0,127.0,125.0,122.0
5.81,127.0,131.0,125.0,129.0,122.0,126.0,125.0,122.0
6.01,127.0,131.0,125.0,129.0,123.0,127.0,124.0,122.0
6.21,128.0,131.0,125.0,129.0,123.0,126.0,125.0,122.0
6.41,128.0,131.0,125.0,129.0,123.0,126.0,125.0,122.0
6.61,128.0,131.0,125.0,129.0,123.0,127.0,125.0,122.0
6.81,128.0,131.0,125.0,129.0,122.0,127.0,125.0,122.0
7.01,128.0,131.0,124.0,129.0,123.0,127.0,125.0,122.0
7.21,128.0,131.0,125.0,129.0,122.0,126.0,125.0,121.0
7.41,127.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
7.61,128.0,131.0,125.0,129.0,123.0,126.0,125.0,122.0
7.81,127.0,131.0,125.0,129.0,123.0,126.0,125.0,122.0
8.01,128.0,131.0,124.0,129.0,123.0,127.0,125.0,121.0
8.21,128.0,131.0,125.0,129.0,122.0,126.0,125.0,122.0
8.41,128.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
8.61,128.0,131.0,124.0,129.0,123.0,126.0,124.0,122.0
8.81,128.0,131.0,125.0,129.0,123.0,127.0,124.0,122.0
9.01,128.0,131.0,125.0,129.0,122.0,127.0,125.0,122.0
9.21,128.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
9.41,128.0,131.0,125.0,129.0,123.0,126.0,125.0,122.0
9.61,127.0,131.0,124.0,129.0,122.0,127.0,124.0,122.0
9.81,127.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
10.01,128.0,131.0,125.0,128.0,122.0,127.0,124.0,121.0
10.21,134.0,131.0,124.0,129.0,122.0,126.0,125.0,122.0
10.41,167.0,130.0,125.0,129.0,122.0,127.0,124.0,122.0
10.61,168.0,131.0,125.0,129.0,123.0,127.0,124.0,122.0
10.81,162.0,131.0,125.0,129.0,123.0,126.0,124.0,121.0
11.01,161.0,131.0,125.0,129.0,122.0,126.0,124.0,122.0
11.21,161.0,131.0,124.0,128.0,122.0,126.0,124.0,122.0
11.41,161.0,131.0,125.0,128.0,123.0,127.0,124.0,122.0
11.61,161.0,131.0,125.0,129.0,122.0,126.0,124.0,121.0
11.81,161.0,130.0,125.0,128.0,123.0,126.0,124.0,122.0
12.01,161.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
12.21,161.0,131.0,125.0,129.0,122.0,126.0,124.0,122.0
12.41,160.0,131.0,125.0,129.0,123.0,127.0,125.0,121.0
12.61,160.0,131.0,125.0,129.0,122.0,126.0,124.0,121.0
12.81,161.0,131.0,125.0,129.0,123.0,127.0,124.0,122.0
13.01,161.0,131.0,125.0,129.0,123.0,127.0,125.0,122.0
13.21,161.0,131.0,125.0,129.0,122.0,127.0,124.0,121.0
13.41,161.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
13.61,161.0,130.0,125.0,129.0,122.0,127.0,124.0,122.0
13.81,161.0,132.0,124.0,129.0,123.0,127.0,124.0,122.0
14.01,161.0,131.0,124.0,129.0,122.0,127.0,124.0,122.0
14.21,161.0,131.0,125.0,129.0,122.0,127.0,125.0,122.0
14.41,161.0,131.0,124.0,129.0,122.0,126.0,125.0,122.0
14.61,161.0,131.0,125.0,128.0,123.0,126.0,124.0,121.0
14.81,161.0,131.0,125.0,129.0,122.0,127.0,124.0,122.0
15.01,161.0,131.0,124.0,129.0,122.0,126.0,124.0,122.0
15.21,161.0,131.0,124.0,128.0,122.0,126.0,124.0,121.0
15.41,160.0,131.0,125.0,128.0,122.0,126.0,125.0,121.0
15.61,161.0,131.0,124.0,128.0,122.0,126.0,124.0,122.0
15.81,161.0,130.0,124.0,129.0,122.0,126.0,124.0,122.0
16.01,161.0,131.0,124.0,129.0,122.0,127.0,124.0,122.0
16.21,160.0,131.0,125.0,128.0,123.0,126.0,125.0,121.0
16.41,160.0,131.0,125.0,128.0,123.0,126.0,124.0,122.0
16.61,160.0,131.0,124.0,129.0,122.0,126.0,124.0,122.0
16.81,161.0,131.0,125.0,128.0,123.0,126.0,124.0,122.0
17.01,161.0,131.0,124.0,129.0,122.0,127.0,124.0,122.0
17.21,161.0,131.0,124.0,128.0,122.0,126.0,124.0,122.0
17.41,162.0,131.0,125.0,129.0,122.0,126.0,124.0,148.0
17.61,167.0,150.0,124.0,129.0,122.0,126.0,124.0,140.0
17.81,173.0,143.0,147.0,129.0,123.0,126.0,124.0,129.0
18.01,180.0,138.0,135.0,155.0,122.0,126.0,124.0,127.0
18.21,188.0,137.0,131.0,138.0,157.0,130.0,124.0,127.0
18.41,195.0,137.0,130.0,135.0,132.0,145.0,136.0,127.0
18.61,201.0,137.0,131.0,135.0,128.0,134.0,139.0,128.0
18.81,189.0,137.0,130.0,134.0,128.0,138.0,156.0,127.0
19.01,200.0,136.0,130.0,144.0,152.0,163.0,162.0,128.0
19.21,202.0,147.0,156.0,166.0,161.0,166.0,163.0,127.0
19.41,210.0,168.0,163.0,170.0,162.0,167.0,164.0,153.0
19.61,241.0,209.0,203.0,208.0,198.0,206.0,202.0,197.0
19.81,236.0,206.0,201.0,204.0,196.0,203.0,201.0,195.0
20.01,239.0,209.0,195.0,203.0,190.0,198.0,204.0,198.0
20.21,229.0,207.0,200.0,204.0,187.0,191.0,185.0,179.0
20.41,224.0,190.0,184.0,188.0,190.0,186.0,201.0,183.0
20.61,208.0,176.0,169.0,174.0,167.0,172.0,174.0,165.0
20.81,205.0,174.0,167.0,172.0,164.0,170.0,167.0,163.0
21.01,227.0,218.0,212.0,215.0,207.0,214.0,210.0,206.0
21.22,231.0,217.0,211.0,239.0,230.0,237.0,235.0,205.0
