Time(S),GPU0_Power(W)
0.02,82.47
0.02,82.47
0.22,82.46
0.42,82.47
0.62,82.33
0.82,82.24
1.02,82.17
1.22,82.22
1.42,82.28
1.62,82.34
1.82,82.25
2.02,82.28
2.22,82.24
2.42,82.24
2.62,82.21
2.82,82.25
3.02,82.12
3.22,82.12
3.42,82.09
3.62,82.08
3.82,82.1
4.02,82.16
4.22,82.15
4.42,82.16
4.62,82.22
4.82,82.19
5.02,82.22
5.22,82.22
5.42,82.17
5.62,82.17
5.82,82.16
6.02,82.13
6.22,82.09
6.42,82.09
6.62,82.1
6.82,82.22
7.02,91.11
7.22,100.17
7.42,112.83
7.62,117.21
7.82,125.9
8.02,126.64
8.22,126.62
8.42,126.73
8.62,126.83
8.83,126.97
9.03,126.97
9.23,127.08
9.43,127.14
9.63,127.2
9.83,127.11
10.03,127.23
10.23,127.26
10.43,127.3
10.63,127.2
10.83,127.15
11.03,127.11
11.23,127.16
11.43,127.17
11.63,127.29
11.83,127.42
12.03,127.37
12.23,127.36
12.43,127.3
12.63,127.25
12.83,127.3
13.03,127.4
13.23,127.37
13.43,127.37
13.63,127.41
13.83,127.33
14.03,127.27
14.23,127.35
14.43,127.5
14.63,127.48
14.83,127.53
15.03,127.55
15.23,127.62
15.43,127.52
15.63,127.61
15.83,127.6
16.03,127.65
16.23,127.65
16.43,127.68
16.63,127.59
16.83,127.64
17.03,127.62
17.23,127.57
17.43,127.56
17.63,127.7
17.83,127.77
18.03,127.72
18.23,127.79
18.43,127.73
18.63,127.65
18.83,127.5
19.03,127.49
19.23,127.56
19.44,127.6
19.64,127.61
19.84,127.73
20.04,127.75
20.24,127.66
20.44,127.63
20.64,127.57
20.84,127.52
21.04,127.46
21.24,127.38
21.44,127.28
21.64,127.23
21.84,127.25
22.04,127.22
22.24,127.35
22.44,127.35
22.64,127.43
22.84,127.45
23.04,127.62
23.24,127.54
23.44,127.71
23.64,127.69
23.84,127.75
24.04,127.74
24.24,127.78
24.44,127.77
24.64,127.66
24.84,127.54
25.04,127.56
25.24,127.59
25.44,127.63
25.64,127.69
25.84,127.71
26.04,127.69
